Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities
United States of America,Superior Double Room,2  ,July 2019,Couple, Everyone was so nice ..... our luggage was lost for 2 days from checkin. The concierge was very helpful calling the airline on numerous occasions to see if our luggage was found... as we were going on a 11 day cruise.,10.0,Exceptional,1,staff|
United Kingdom,Standard Double Room - Atrium View,6  ,July 2019,Couple," Great location, friendly and helpful staff. Good room. Bar food and service good.",9.2,Wonderful,1,location|staff|restaurant|food/drink|
Australia,Superior Double Room,1  ,August 2019,Couple, Excellent staff who went above and beyond.,8.8,I would recommend and use Raddison Blue Hotels.,1,staff|
Australia,Superior Twin Room,1  ,August 2019,Group, The bathrooms were amazing and the beds were very comfortable.,10.0,Exceptional,1,bathroom|bed|comfort|
Australia,Superior Double Room,1  ,August 2019,Couple, Comfortable bed and great bathroom,8.8,Excellent,1,comfort|bed|bathroom|
Australia,Standard Double Room - Atrium View,1  ,August 2019,Couple, Good location and friendly staff,10.0,Exceptional,1,location|staff|
Australia,Standard Double Room - Atrium View,1  ,August 2019,Group," I booked the hotel for my friend and partner.  Whilst there was confusion at the check in, the staff were very accommodating and even upgraded the room for them which I thought was very nice.
Thank you",10.0,"Excellent, thank you",1,staff|
Australia,Superior Double Room,1  ,August 2019,Couple, the professionalism of the staff and comfort and cleanliness of the rooms. located very central to shopping and restaurants. quite enough to get a good night sleep.,10.0,perfect weekend stay,1,staff|comfort|dirty|location|restaurant|bed|
United Kingdom,Superior Twin Room,3  ,August 2019,Solo traveler," Troy, Wayne and all boys were a great help with help and recommendations",10.0,Exceptional,1,
Australia,Superior Double Room,1  ,August 2019,Group," Good bathroom amenities, nice water pressure, comfortable bed",8.3,Very Good,1,bathroom|dirty|comfort|bed|
Saudi Arabia,Studio King Spa Suite,3  ,July 2019,Family," Keep it up,",10.0,Exceptional,1,
Sweden,Premier Twin Room,3  ,July 2019,Couple, Very clean with friendly staff,9.6,Exceptional,1,dirty|staff|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Solo traveler," The service from all the doormen I encountered was helpful and welcoming. It’s a great first impression of the hotel.
I love that there is a bath which is becoming a novelty in hotels. There’s a pillow menu too.",10.0,My go-to hotel in the CBD,1,staff|bathroom|bed|restaurant|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Solo traveler," An excellent location, within easy distance of Circular Quay. The room was clean and spacious. I liked that there was a bath, as well as a shower.",10.0,A very spacious room and attentive staff.,1,location|dirty|bathroom|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Solo traveler, The service was impeccable!  Issa on reception and all of the doormen were a delight to interact with.  The best service I have had from a hotel in Sydney.,10.0,Impeccable service!,1,staff|location|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Couple," Breakfast was excellent, from when we walked in and the staff member noticed us and quickly came to greet us. We were seated and ordered a coffee which arrived quickly. The food was excellent and couldn't fault anything.",10.0,The stay could not have been better. The service we received was impressive.,1,food/drink|staff|
Australia,Superior Double Room,2  ,July 2019,Couple, We lived Everything about our stay. It was perfectly comfortable.,10.0,Exceptional,1,comfort|
Australia,Superior Double Room,1  ,July 2019,Couple, Breakfast provided a lovely choices.  Staff were attentive and friendly,10.0,Exceptional,1,food/drink|staff|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Solo traveler, excellent but needed a better coffee machine( it didn't work) staff were helpful and made me a coffee but I prefer a nice big mug!,9.2,Wonderful,1,food/drink|staff|
Australia,Business Class Room,1  ,July 2019,Couple," Staff were very friendly and helpful. Great Breakfast options, comfy bed",9.6,Great place to stay when in Sydney CBD,1,staff|food/drink|comfort|bed|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Couple," The lovely big bathroom, the high quality service at the Fairfax Bar and the comfy bed.",10.0,Enjoyable and Comfortable,1,bathroom|staff|restaurant|comfort|bed|
Australia,Business Class Room,1  ,July 2019,Couple, Great location,10.0,Exceptional,1,location|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Couple," The competence, availability and helpfulness of staff exceeded expectations. We have travelled the world extensively and asked ourselves why more hotels can't achieve this standard.",9.6,"This is a great location for appointments in the cbd, sightseeing",1,staff|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Couple, Checking in was easy. Staff really helpful. Car parking and retrieval excellent.  Rooms great.  Enjoyed room service and bar area.,10.0,Really great hotel with excellent staff and service.,1,staff|parking|restaurant|location|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Family, Very clean and service was excellent,10.0,Excellent friendly atmosphere and great value,1,dirty|staff|
United Kingdom,Standard Double Room - Atrium View,4  ,June 2019,Solo traveler, Location to circular key was a 5-10 minute walk.  Facilities where clean.  Doorman was superb and very helpful,10.0,brillant,1,location|dirty|staff|
Israel,Superior Twin Room,3  ,July 2019,Solo traveler, rich and varied,10.0,Very enjoyable,1,
Singapore,Superior Twin Room,1  ,July 2019,Couple, The check in staff was very  friendly and helpful. I would like to compliment Ms Issa for the good service to me & my wife.,8.8,Kind staff,1,staff|
New Zealand,Standard Double Room - Atrium View,1  ,July 2019,Couple," Very clean and central to everything, the staff were fantastic. We arrived 4 hours early and were able to check in straight away, brilliant service.",10.0,One night in Sydney,1,dirty|location|staff|
South Korea,Standard Double Room - Atrium View,3  ,July 2019,Solo traveler," The hotel is very centrally located. The rooms are very clean and in good condition for this hotel standard. I got a room on the 12th floor and I was told it is an upgrade to the Atrium room I originally booked. However, I did not find anything particular about the room neither in size nor with its overall level as it was in my opinion just a standard room as I would expect it from this hotel category.
Positive to mention is also that the staff was very kind and supportive. I arrived at 9am. Of course the room was not ready but the staff gave me access to the gym and pool area were I  could relax and also take a shower. The room was then ready at 12:30pm which was really excellent.",8.3,Very Good,1,location|dirty|staff|fitness|bathroom|
Australia,Superior Double Room,1  ,July 2019,Couple," Great staff, great location",10.0,Exceptional,1,staff|location|
Australia,Business Class Room,1  ,July 2019,Couple, The whole experience from check in to departure was exceptional. I have never stayed at a Radisson Blue before but will make it one of my preferred hotels based on this stay.,10.0,The Club facilities were exceptional and worth the extra,1,
United Kingdom,Superior Twin Room,1  ,July 2019,Group, The bed size,9.6,Lovely night,1,bed|
Australia,Superior Double Room,1  ,July 2019,Solo traveler, Newly renovated. Comfortable bed and really great size bathroom,9.6,Exceptional,1,comfort|bed|bathroom|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Solo traveler, Staff generally good but check out a disaster no idea,8.3,Very Good,1,staff|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Couple," Perfect location, modern, bar, huge shower",10.0,Exceptional,1,location|comfort|restaurant|bathroom|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Couple, Well decorated and classy.  Great bed and pillows,10.0,Exceptional,1,bed|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Solo traveler, Great rooms and very friendly staff,10.0,Great hotel will be back,1,staff|
Slovakia,Standard Double Room - Atrium View,5  ,July 2019,Solo traveler, The hotel had a great location and the staff were generally nice and helpful.,7.9,Not the experience I was looking for.,1,location|staff|
Australia,Superior Double Room,1  ,July 2019,Couple," Excellent customer service & was nice & cosy night for me.
Bar was fantastic",10.0,Exceptional,1,staff|restaurant|
New Zealand,Superior Double Room,2  ,July 2019,Solo traveler, Breakfast was very satisfactory and location was perfect for what i wanted in the Central city,10.0,Exceptional,1,food/drink|location|
Australia,Superior Twin Room,3  ,July 2019,Family, Very comfortable beds. Rooms were classic and cosy. Staff welcoming and friendly,9.6,Welcoming and comfortable,1,comfort|bed|staff|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Solo traveler, Staff are all excellent and well trained,9.6,Consistently good.,1,staff|
Australia,Superior Double Room,3  ,July 2019,Couple," Special thanks to Elias on the door,  very helpful with city knowledge and so nice to me and my partner every single day .. Really appreciated the little things like that",10.0,Exceptional,1,staff|location|
Australia,Superior Double Room,1  ,July 2019,Couple, Very much enjoyed having a cocktail in the lounge/bar area. Our room was large and well-appointed and the service was excellent.,9.6,A very enjoyable stay.,1,food/drink|restaurant|location|staff|
Australia,Superior Twin Room,1  ,July 2019,Solo traveler," The room, location and cleanliness was really nice but shame my money was wasted on walking in the cold for 4 hours  instead of spending time in the room!! From what was supposed to be a 3pm check in turned into checking in at 7:45pm because the hotel forgot to call to tell me it was ready.",7.9,Disappointing,1,location|dirty|price|
Australia,Superior Twin Room,1  ,July 2019,Family, Service was fab. We went as a one night staycation with our daughter and we all had such a great time!,9.6,Exceptional,1,staff|
Australia,Studio King Spa Suite,1  ,July 2019,Couple, Very comfy,10.0,Exceptional,1,comfort|
Australia,Superior Double Room,1  ,July 2019,Couple," bed was very comfortable, a lot of options at breakfast, and staff very good also,",9.2,"Had a great stay at the Radisson blu, was even given an upgrade, from the moment you arrive they loo",1,bed|comfort|food/drink|staff|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Couple, We loved our stay at Raddison Blu it was awesome. The staff were so attentive and pleasant. Plus the buffet breakfast was great 👍🏼,10.0,I would most definitely stay at the Raddison Blu Sydney again,1,staff|noisiness|food/drink|
China,Standard Double Room - Atrium View,2  ,July 2019,Family," Great Service, great location, so price-worthy!",10.0,Exceptional,1,staff|location|price|
Australia,Superior Double Room,3  ,July 2019,Couple, Bed was extra comfy and large.,10.0,It was fantastic value for money and liked top hat and tails service!!,1,bed|comfort|
United Kingdom,Superior Double Room,2  ,July 2019,Couple, Comfortable and clean. Quiet and well situated,8.8,Loved the hotel would have stayed longer but for attitude of junior desk staff left in charge,1,comfort|dirty|noisiness|
Australia,Superior Double Room,1  ,July 2019,Couple, This stay exceeded our expectations.,10.0,Exceptional,1,
New Zealand,Business Class Room,3  ,June 2019,Family, good value for money in central Sydney,10.0,Exceptional,1,price|location|
Australia,Superior Double Room,2  ,July 2019,Couple, It is clean & comfortable. Food is exceptional,9.6,Great Location & great ammenities,1,dirty|comfort|food/drink|
Hong Kong,Superior Twin Room,2  ,July 2019,Group, Christopher at concierge made us a perfect stay there by recommending restaurants and sightseeing options.,10.0,Thumb up !,1,restaurant|
Australia,Standard Double Room - Atrium View,1  ,July 2019,Family, Breakfast was excellent and a large variety. Room was comfortable and amenities were of a high standard.,10.0,A pleasant night,1,food/drink|comfort|
Australia,Superior Double Room,1  ,July 2019,Group, Great facilities and location,9.6,Exceptional,1,location|
South Africa,Superior Double Room,6  ,July 2019,Couple," Staff were friendly and helpful. Room was all good, no complaints!",9.6,Exceptional,1,staff|
South Africa,Superior Double Room,2  ,June 2019,Solo traveler, Rooms was good and big,9.6,Good location,1,
New Zealand,Superior Twin Room,1  ,July 2019,Couple, The quiet and relaxing atmosphere coupled with an amazing staff who know how to look after you.,10.0,Exceptional,1,noisiness|staff|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Solo traveler, Close to everything and good sized rooms.,9.2,Wonderful,1,
India,Standard Double Room - Atrium View,5  ,July 2019,Solo traveler, Location. Convenience. Space. Food.,10.0,Ideal Business hotel,1,location|comfort|food/drink|
Mexico,Standard Double Room - Atrium View,1  ,July 2019,Solo traveler," Location, room, staff, everything!!!",9.6,Exceptional,1,location|staff|
United Kingdom,Superior Twin Room,3  ,July 2019,Family, Easy walking distance to main attractions,10.0,Exceptional,1,
Australia,Standard Double Room - Atrium View,3  ,July 2019,Solo traveler, Clean and spacious,10.0,Exceptional,1,dirty|
Australia,Superior Twin Room,1  ,July 2019,Solo traveler, Always love everything!,10.0,Perfect!,1,
Australia,Superior Twin Room,1  ,July 2019,Solo traveler, Very clean - great location,10.0,Exceptional,1,dirty|location|
United Kingdom,Standard Double Room - Atrium View,3  ,June 2019,Solo traveler, Great city location,10.0,Exceptional,1,location|
Australia,Superior Twin Room,4  ,July 2019,Family," We stayed for four nights and the location was perfect for easy walking to see the sights of Sydney. The staff were all very helpful and our room was very clean, comfortable and quiet. Breakfast was good value and lots to choose from. The chef made my eggs just how I like them and the coffee was good. The staff were not snobby at all, especially with the children, as some places are, and we all felt welcome and looked after.",10.0,Exceptional,1,location|staff|dirty|comfort|noisiness|food/drink|price|restaurant|
Australia,Superior Double Room,1  ,July 2019,Solo traveler," Everything, location, size of room, friendliness of staff",10.0,Exceptional,1,location|staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Location was fabulous. So convenient; we caught the train from the airport to Circular Quay, then walked the mot even 2 blocks to the hotel.",10.0,Very impressive! Staff were extremely helpful. We will be back!,1,location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, Location and rooms,9.6,Exceptional,1,location|
Australia,Superior Twin Room,1  ,July 2019,Solo traveler," The location is fabulous, the rooms are lovely and comfortable and the staff are very helpful",10.0,"Fantastic, comfortable and convenient",1,location|comfort|staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Location, facility,  breakfast",9.6,Enjoy our stay there,1,location|food/drink|
Australia,Standard Double Room - Atrium View,2  ,July 2019,Couple," Location, facilities and staff were all first rate. This hotel is so comfortable.",10.0,Exceptional,1,location|staff|comfort|
Australia,Superior Twin Room,2  ,July 2019,Group," The staff are friendly and helpful,particularly the doormen and concierge who are always well informed and helpful.The breakfast is great and so are the restaurant staff.The location is excellent,one block from Martin Place and two from Circular Quay.i always stay here when I am in Sydney.",10.0,Exceptional,1,staff|food/drink|restaurant|location|
Switzerland,Superior Double Room,3  ,June 2019,Solo traveler," Nice and friendly staff
Rooms are clean and spacious
Location right in the center",9.2,Great place to stay in Sydney,1,staff|dirty|location|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Raddison Blu was a beautiful hotel, especially considering the price. The room and bathroom were very luxurious. The bathroom was so spacious, which made it easy to get ready for the formal function that we were in Sydney to attend. (Plus, it made us feel like a million bucks!)",9.6,"Conveniently located, and very comfortable.",1,price|bathroom|location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, The breakfast was good. The location was fantastic. Easy to get around and see the sights.,8.8,We really enjoyed our short stay.,1,food/drink|location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, Clean and comfortable room.,7.9,Clean and comfortable. Central place to stay,1,dirty|comfort|
Australia,Superior Twin Room,1  ,June 2019,Group, Every aspect of my stay was perfect. Staff/Customer Service was excellent from check-in to the time I checked out. The late check-out was the best part. It gave plenty of time to enjoy the spectacular breakfast without rushing to check-out. The rooms were spacious and great. Convenient location also. I would highly recommend this place and I would stay there again.,10.0,Exceptional,1,staff|food/drink|location|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Location was brilliant, rooms were spacious and the staff lovely",9.6,Exceptional,1,location|staff|
New Zealand,Standard Double Room - Atrium View,1  ,June 2019,Solo traveler, Bathrooms are always good,10.0,Great location and staff are always friendly,1,bathroom|
South Africa,Standard Double Room - Atrium View,5  ,June 2019,Solo traveler, Positioning in the city.,10.0,Exceptional,1,location|
Australia,Superior Double Room,1  ,June 2019,Couple," Good breakfast, great location - walk to Opera House.",10.0,Exceptional,1,food/drink|location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Family, So clean and the bathroom was really big!,10.0,Clean and Big!,1,dirty|bathroom|
Australia,Standard Double Room - Atrium View,3  ,June 2019,Couple, Staff were wonderful very helpful. Very central,10.0,Will definitely stay again.,1,staff|location|
Australia,Superior Double Room,1  ,June 2019,Solo traveler," I dined in my room and the delivery speed was excellent as was the quality.  The room and its features are modern, clean and wonderfully comfortable.  The staff are outstanding and cannot do enough for you. I felt exceptionally well cared for. I would not hesitate to recommend the Raddison Blu. I've stayed there several times and it is my hotel of choice in Sydney",10.0,"Outstanding! Exceptional service.  Rooms are clean, modern & comfortable. I won't stay anywhere else",1,comfort|dirty|staff|location|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Family, Clean and right location,10.0,Staff were absolutely fabulous and most helpful.,1,dirty|location|
New Zealand,Deluxe Double Room with Balcony,3  ,May 2019,Couple," The Staff are excellent and incredibly helpful, especially the concierge  team!!",10.0,"As always, an excellent relaxing stay. Our home away from home when we're in Sydney.",1,staff|
Australia,Standard Double Room - Atrium View,5  ,June 2019,Couple, Location is ideal to make use of ferries and trains.  A quality hotel that is very quiet not withstanding the construction that seems to be a feature of the Sydney CBD.,9.2,Wonderful,1,location|noisiness|
Australia,Superior Double Room,1  ,June 2019,Family," Réception staff really helpful, had to swap from King bed room to 2 double beds room, easy and free of charge.",8.3,Very Good,1,staff|bed|
New Zealand,Standard Double Room - Atrium View,1  ,June 2019,Group," Very spacious bedroom and bathroom, more luxurious than I expected.",10.0,A pleasant overnight stay close to our CBD business meeting venue - excellent location and value.,1,bathroom|price|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, Lovely breakfast buffet and wonderful room. Suite was amazing and staff were great!,10.0,Fabulous location and wonderful service!,1,food/drink|staff|
United Kingdom,Standard Double Room - Atrium View,4  ,June 2019,Solo traveler," The staff were attentive and helpful from the second I arrived. They took my bags and had them sent up to my room, which was clean,  tidy and spacious. Whenever I rang them for anything,  they answered the phone using my name. In room dining was well presented and the person who serviced my room left a lovely note.",7.9,Would stay here again.,1,staff|dirty|restaurant|
New Zealand,Standard Double Room - Atrium View,3  ,June 2019,Couple, Location & facilities were first rate.,10.0,A Successful Stay,1,location|
Australia,Superior Double Room,1  ,June 2019,Solo traveler," Everything, it's simple, clean and convenient. Staff are polite and cheerful.",10.0,Exceptional,1,dirty|staff|
United States of America,Superior Double Room,1  ,May 2019,Couple, We were upgraded to a suite with a large Jacuzzi bathtub!,10.0,Fabulous accommodations in the heart of the,1,bathroom|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Family, We really appreciated the location of the hotel. The staff is always friendly and the size and comfort of the room are amazing!,10.0,"Comfortable, convenient, we will stay there again.",1,location|staff|comfort|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Food, location, attentive staff.",9.6,Exceptional,1,food/drink|location|staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Staff were so polite & helpful.
Beautiful hotel.
Excellent service 😄😄😄",10.0,Exceptional,1,staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Great staff, Christopher at the front was great.",10.0,Exceptional,1,staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Solo traveler," Great first impressions built on the helpful and friendly front of house staff who have mastered the balance between offering every assistance and knowing when to get on with something else without the Guest feeling ill at ease.
I'm thinking the leadership and the customer facing crew have it all worked out.
There's a lovely sense of the history of the building and its previous purposes. With so many function spaces, - definitely on my list for the next Sydney based function we host.
The door crew know their area and provided accurate, reliable info regarding what's where and when its open. Gold!",8.3,"Professional and personal care that makes you feel like you're one of the family at RBP, Syd.",1,staff|location|
Australia,Studio King Spa Suite,1  ,May 2019,Couple," Comfy, spacious room",8.3,Very Good,1,comfort|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Family, It’s always a great place to stay. Central and great service. This was my 15th stay.,10.0,Exceptional,1,location|staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple, The location,7.9,All other staff were very pleasant.,1,location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Solo traveler," The staff at front desk gave me a free upgrade to a room without me even asking, was vey happy and impressed. The room, pillows are some of the best I've had  at hotels as someone who has issues getting the right pillows. Bath was fantastic for a tall man like  myself. Staff overall were fantastic too",10.0,Fantastic staff and comfy room,1,staff|bed|bathroom|
Australia,Superior Double Room,1  ,May 2019,Couple, Dinner in the bar was excellent.,10.0,Exceptional,1,food/drink|restaurant|
Australia,Superior Double Room,1  ,May 2019,Solo traveler," Great location, comfort and luxury.",10.0,Great for inner-city Sydney - walk to everywhere.,1,location|comfort|
Australia,Superior Double Room,2  ,June 2019,Couple," Didn't have breakfast, the location was fantastic, especially to see vivid, straight out the door and a stones throw from Circular Quay",9.6,"Great location, great staff, the room was excellent, the linen and bedding was outstanding",1,food/drink|location|
United Arab Emirates,Superior Double Room,1  ,June 2019,Couple," I love staying at the Radisson and probably stay there about 8 times a year. The staff are excellent and friendly, nothing is ever too much trouble, the rooms are tastefully decorated, with large bathrooms and always exceptionally clean. The beds are very comfortable. The gym is adequate and the location is in perfect walking distance to all of Sydneys treasures.",10.0,"Fabulous hotel, great value, location and team.",1,staff|bathroom|dirty|bed|comfort|fitness|location|
Singapore,Standard Double Room - Atrium View,3  ,June 2019,Group," The housekeeping staff did her best to make us frel welcome. Concierge was always ready to help if we looked lost. Facilities in the room were great. Location was fabulous, a stone throw away from the train station and about 10-15 mins walk to SYD opera house and sea life.",9.6,Comfortable and welcomed,1,staff|location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, The service from reception was exceptional and hassle free,9.6,Amazing rooms and exceptional service,1,staff|
Australia,Superior Double Room,5  ,June 2019,Couple, The hotel is a fantastic location - near to both the harbour and the cbd. The rooms are a generous size and the staff were excellent.,9.6,Lovely hotel- excellent location - good value.,1,location|staff|
Australia,Superior Double Room,3  ,June 2019,Couple," Great location, close to Wynyard, CircularQuay if coming from Airport by train.
Friendly staff. Clean, well appointed hotel.
Fax bar was good : food, drinks & service.
Thank you Radisson Blu for our free room upgrade.
A lovely Anniversary gesture.",10.0,Anniversary Stay,1,location|staff|dirty|restaurant|food/drink|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Family," Great location, clean, comfortable. Very nice and helpgul staff",9.6,A great hotel to stay with inCBD Sydney,1,location|dirty|comfort|staff|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Family, The service from the staff was excellent and the rooms were spacious and the decor very soothing.,10.0,I had a very enjoyable stay. The staff were excellent!,1,staff|comfort|
South Africa,Standard Double Room - Atrium View,4  ,June 2019,Solo traveler, Very central,10.0,Exceptional,1,location|
New Zealand,Standard Double Room - Atrium View,1  ,June 2019,Couple, Central to Circular Quay and the shops and the CBD,10.0,Exceptional,1,location|restaurant|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, The hotel and staff in general were excellent,8.3,Very Good,1,staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple, Quiet location. Easy to get about in the CBD and Quay.,9.2,Wonderful,1,noisiness|location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Family," The location was central allowing us to walk to to attractions,food,shopping and transport hubs",10.0,"a excellent hotel, exceeded expectations",1,location|food/drink|
Australia,Superior Double Room,1  ,June 2019,Group, Room Service was excellent. Very quick and efficient. Great location. I would definitely recommend this Hotel.,10.0,Excellent location and service. I would stay again.,1,staff|location|
Australia,Superior Double Room,2  ,June 2019,Group," The staff were all amazing. The room was brilliant. We had sooo many baths to soak our muscles. The pool was beautiful. We will be definitely staying there again.
The position was do close to everything",10.0,Best place to stay in Sydney ♥️♥️,1,staff|bathroom|fitness|
Australia,Superior Double Room,2  ,June 2019,Group," The great location and late check out, The friendly staff and magnificent surroundings.",10.0,A comfortable time away with amazing staff that really go out of their way to make you feel special.,1,location|staff|
New Zealand,Superior Double Room,1  ,June 2019,Family," Great location for the Sydney Film Festival. We received a free upgrade on check in. The staff were incredibly friendly and helpful! 
Rooms were clean and comfortable.",9.6,Great stay! Will def stay again!,1,location|staff|dirty|comfort|
Australia,Superior Double Room,1  ,June 2019,Family," Larger than usual room, comfortable bathroom.",9.6,Exceptional,1,comfort|bathroom|
Australia,Superior Double Room,1  ,June 2019,Couple, Very peaceful room for sleeping and SLEEPING IN!,10.0,Exceptional,1,bed|
United Kingdom,Superior Double Room,3  ,June 2019,Couple," Location was great
Decor was pleasing
pool and sauna",7.9,Good,1,location|comfort|fitness|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Family, great hotel great location friendly staff clean rooms comfy bed fantastic breakfast,9.6,We will be back,1,location|staff|dirty|comfort|bed|food/drink|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, We were given a free upgrade to a business class suite which far exceeded our expectations. The staff were all extremely helpful and went out of their way to ensure we had a memorable stay.,10.0,A wonderful place to stay we would highly recommend it.,1,staff|
New Zealand,Standard Double Room - Atrium View,2  ,June 2019,Couple," Location, location, location, well placed for vivid lights, staff were also very good, porter working Monday 3rd June round 3pm was a great asset to the team.",9.2,Wonderful,1,location|staff|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple, The breakfast in The Lady Fairfax Room is a highlight! Very large and clean bathroom with bathtub. Amazing old building that is nicely renovated inside. Amazing location!,8.8,Best location in all of Sydney!,1,food/drink|dirty|bathroom|location|
Australia,Standard Double Room - Atrium View,2  ,June 2019,Couple," Got a room upgrade for free, room spacious",10.0,Exceptional,1,
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple," The customer service was outstanding! The hotel was decorated beautifully. It was welcoming, sophisticated, elegant and inviting. Fantastic place.",10.0,Exceptional,1,staff|location|
Australia,Superior Double Room,3  ,June 2019,Couple, Good selection of food.,9.2,Room was comfortable and quiet. Staff were friendly and helpful. Food was great.,1,food/drink|
Australia,Superior Double Room,2  ,June 2019,Couple," Was upgraded to a room with a king bed which was pretty nice! Great location not far from circular quay, opera house, the rocks and central Sydney.",9.6,Great location to explore Sydney,1,bed|location|
Australia,Standard Double Room - Atrium View,1  ,June 2019,Couple, Room was excellent although lacked drinking water bottles. Nice and quiet. hotel is very well located near the quay and city centre,10.0,Prepared to give it another go.,1,food/drink|bathroom|dirty|noisiness|location|
Australia,Superior Double Room,1  ,May 2019,Couple," I enjoy exploring heritage aspects of Sydney and Radisson Blu seems to take pride in its former Fairfax -Sydney Morning Herald history. The hotel is close to many other wonderful sandstone colonial buildings, eg the Lands Dept building, which are now a shared heritage and able to be appreciated for their conservation. In the hotel, I visited the floors I could go to, to learn from the photo inscriptions and the restored offices.",10.0,Loved it and would stay again.,1,location|
Australia,Superior Double Room,1  ,May 2019,Solo traveler, Loved it! Always stay here,10.0,Exceptional,1,
Australia,Business Class Room,1  ,May 2019,Solo traveler," Bed is comfy, offers latex pillows, good lighting in bathroom, good water pressure, excellent business class lounge with good service and breakfast, good location and good quality room service food. Friendly staff everywhere.",10.0,I'll be back,1,bed|comfort|bathroom|dirty|staff|food/drink|location|
Australia,Superior Twin Room,1  ,May 2019,Family," Brilliantly positioned for shops, quay and attractions.",9.2,Wonderful,1,restaurant|
Australia,Superior Double Room,2  ,May 2019,Solo traveler," Fantastic staff, bath in bathroom, good room service selection, black out blinds",8.8,Excellent,1,staff|bathroom|
Australia,Superior Twin Room,1  ,May 2019,Couple, Quiet room in a busy city,7.9,Good,1,noisiness|location|
Australia,Superior Double Room,2  ,May 2019,Couple," Great location and great staff - allowed us to check in earlier than planned.
Also good communications about Vivid event and associated road closures.",9.2,A great weekend,1,location|staff|
Australia,Superior Double Room,1  ,May 2019,Couple," The staff went above and beyond.
I loved the historic feel of the hotel.
The food was wonderful.",10.0,Exceptional,1,staff|food/drink|
Australia,Superior Double Room,1  ,May 2019,Couple," A fantastic old hotel that has all the modern con's yet maintained the historical elegance.
It is centrally located in the Sydney CBD so ideal for business or travelers.
From pulling up at the kerb, the staff where friendly and efficient and tended to all our requirements with ease.",9.6,Elegance in the CBD,1,comfort|location|staff|
Australia,Superior Double Room,1  ,May 2019,Couple, Fantastic location wonderful staff excellent service lovely room very comfortable large bed delicious breakfast,10.0,Exceptional,1,location|staff|comfort|bed|food/drink|
Australia,Superior Twin Room,4  ,May 2019,Family, Room was very clean and always serviced each day to a high standard. The staff who cleaned our room each day were very polite and smiley.,8.0,"I thought the room was great and would stay again, thank you",1,dirty|staff|
Australia,Standard Double Room - Atrium View,2  ,May 2019,Couple," Lucky to be upgraded to business room, which was spacious with comfortably king size bed. Full size bathroom with seperate shower and deep bath. Shower pressure and temperature was excellent.",10.0,Exceptional,1,comfort|bed|bathroom|temperature|
Australia,Superior Double Room,1  ,May 2019,Group, Location; friendly service; spotlessly clean; room very quiet with no street noise; great breakfast.,10.0,Exceptional,1,location|staff|dirty|noisiness|food/drink|
