Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United States of America,Superior King Room,3  ,July 2019,Family, Location was great.  Rooms were very. I’ve.,9.6,Exceptional,0,1,location|
United Kingdom,Superior Twin Room,3  ,July 2019,Couple," Location was excellent. Very clean and modern.
Lovely breakfast with lots of choice.",9.2,Nice hotel,0,1,location|dirty|comfort|food|
United States of America,Superior King Room with Iconic View,3  ,July 2019,Couple, Clean modern hotel with extremely pleasant staff who were very helpful,9.2,Pleasant helpful knowledgeable staff who have guests needs in mind,0,1,dirty|comfort|noisiness|staff|
Thailand,Executive King Room (3 Adults),2  ,July 2019,Family," The location is excellent. It's just opposite to central station and make easy for moving big luggage to station. The shopping area is behind the hotel with walking distance. Anyway, it's easier to take tram for going to Rijksmuseum (we walked and take around 20-30 minutes)",8.3,Great location for traveler with big luggage (go to other country by train),0,1,location|
United Kingdom,Superior King Room,3  ,July 2019,Couple," The location was perfect and the staff pleasant and helpfull,the bed was so comfortable.",9.2,3 days exploring Amsterdam again.,0,1,location|staff|noisiness|bed|comfort|
France,Superior King Room,1  ,July 2019,Couple, the staff was friendly ans room very clean. Good Location.,8.3,Very Good,0,1,staff|dirty|location|
Australia,Executive King Room with Iconic View (3 Adults),2  ,July 2019,Family," Great location, right next to Central station. Rooms were clean and modern. Staff very helpful.",9.6,Great hotel in great location.,0,1,location|dirty|comfort|staff|
Pakistan,Superior Twin Room,8  ,July 2019,Couple," Location is perfect. Nice clean, bit noisy though cuz of renovation work",7.9,Good,0,1,location|dirty|noisiness|
United Kingdom,Superior King Room,4  ,July 2019,Couple, The hotel itself was stunning. The bathroom was beautiful and the pool was lovely. Was lovely to come back to a spotless room after a long day walking around Amsterdam.,9.6,Delightful,0,1,bathroom|fitness|
United States of America,Superior Twin Room,3  ,July 2019,Group," LOCATION cannot be beat!  Hotel employees were very friendly and professional.  Also, loved loved having controls by bed for lights, curtains, and AC.  Bathroom very stylish and roomy, especially for 2 people.",9.2,Wonderful,0,1,location|staff|bed|bathroom|comfort|
Australia,Superior King Room with Iconic View,3  ,July 2019,Couple," Cleanliness - great location. 
Good technology 
Great restaurant and bar attached",8.8,Great location and hotel,0,1,dirty|location|restaurant|drink|
South Africa,Superior King Room,7  ,July 2019,Couple," The location is excellent, the staff are very helpful and friendly, with stylish interiors.",9.2,Wonderful,0,1,location|staff|
Cyprus,Superior King Room with Iconic View,5  ,July 2019,Couple," Perfect location , clean rooms",9.6,Exceptional,0,1,location|dirty|
United Kingdom,Superior Twin Room,1  ,July 2019,Group, The location was great,8.8,Excellent,0,1,location|
Saudi Arabia,Executive King Room with Iconic View (3 Adults),6  ,July 2019,Group, Everything was perfect.,8.8,I will stay here again.,0,1,
New Zealand,Superior Twin Room,2  ,June 2019,Couple, Location was very handy especially arriving by train,7.9,Good,0,1,location|
United Arab Emirates,Superior King Room,3  ,July 2019,Family," Great location 
Friendly staff 
Very clean
Exceed my expectation honestly
I recommend for all my family and friends",9.6,Amazing exceeded my expectation  highly recommended,0,1,location|staff|dirty|
United States of America,Executive King Room,4  ,July 2019,Couple, Concierge was very helpful,8.8,Good location; would try another spot,0,1,staff|
Namibia,Superior King Room with Iconic View,3  ,July 2019,Couple, The Hotel has a great location. Communication with the hotel if you intend to book directly is a bit slow and not very professional. The first room we checked in was beyond what we expected and not acceptable but the hotel went out of their way to assist with a better room. Our second room was clean with a great bathroom (walk-in shower) Additional requests in correspondence were ignored and late check out was not possible as that can't be pre-arranged unless you are willing to pay for an extra night or win the room lottery on the day you check out to be one of the lucky 2 rooms for a late check out. Excellent breakfast with very friendly and competent/attentive staff. Concierge/Porter Services were lacking but Reception staff made up for that.,7.5,"Great stay with a great location, but it could have been better",0,1,location|dirty|bathroom|price|food|staff|
United Kingdom,Superior King Room with Iconic View,1  ,July 2019,Couple," Location was excellent, room very comfortable.",8.3,Very Good,0,1,location|comfort|
United States of America,One-Bedroom Suite (3 Adults),9  ,June 2019,Family, Nice hotel. Recent remodel. Clean. Centrally located.,8.3,We had a good stay with a few issues.,0,1,dirty|location|
Saudi Arabia,Superior Twin Room,2  ,June 2019,Solo traveler, Staff friendly,8.3,Very Good,0,1,staff|
United Kingdom,Superior Twin Room,4  ,July 2019,Group, Very clean,8.8,Excellent,0,1,dirty|
United Kingdom,Superior King Room,3  ,July 2019,Couple, Nice location and friendly staff,7.9,Good,0,1,location|staff|
United Kingdom,Superior King Room with Iconic View,2  ,June 2019,Couple," Staff very helpful  rooms and location all excellent 
Deco was classy like the new image as I have stayed before 6 years ago 
The bar area was busy and I believe its not big enough",9.6,Exceptional,0,1,staff|location|drink|restaurant|
Philippines,Executive King Room with Iconic View (3 Adults),2  ,July 2019,Family, Location across Amsterdam centraal. Easy access to the tours and trains.,9.6,Exceptional,0,1,location|
China,Superior King Room,1  ,June 2019,Group, The location is good. I like the breakfast very much as it seems well prepared and the food materials are very fresh too.,7.5,It is good.,0,1,location|food|drink|
Taiwan,Superior King Room,2  ,June 2019,Family, great location,9.6,Exceptional,0,1,location|
Pakistan,Superior King Room,2  ,July 2019,Solo traveler, Location was perfect just apposite to the central station,9.2,Wonderful,0,1,location|
United States of America,Executive King Room (3 Adults),2  ,July 2019,Family," Location, service, rooms were very well cleaned and well organized, perfect.
Just across Amsterdam train station, we walked only 3 minutes, everything so closer, Canal boat tour is just across from hotel, a lot of nice restaurants, shopping, you do not need car,around this hotel.
We really enjoyed this hotel, a little bit higher rate, but with air conditioning and nice glass elevator, it has worth!!!, we loved everything in this hotel so much!!!. From Illinois, USA.",9.6,I want give 5 stars,0,1,location|staff|restaurant|parking|temperature|
Canada,Superior Twin Room,5  ,July 2019,Couple, Superb location. Great room renovations since visit several years ago. Check in/out staff very efficient and friendly. Drinking water provided at entry was much appreciated on hot days. Key cards provide great security to floors.,8.8,Enjoyable 5 days in Amsterdam at Victoria Hotel.,0,1,location|staff|drink|dirty|bathroom|
Jordan,Executive King Room with Iconic View (3 Adults),2  ,July 2019,Family, Everything is good,9.6,Exceptional,0,1,
United Kingdom,Superior Twin Room,1  ,June 2019,Solo traveler, Great location and the hotel itself has lots of facilities.,8.8,Excellent,0,1,location|
Indonesia,Executive King Room (3 Adults),2  ,June 2019,Family, LOCATION was everything! The room that we stayed in was very spacious. It was a nice looking room too,8.3,Very Good,0,1,location|
India,Superior King Room with Iconic View,3  ,June 2019,Family, The location is the cherry on the cake. Everything is so near! The room was very spacious. The concierge was very helpful. Had a pleasant and satisfying stay.,8.8,Excellent,0,1,location|staff|noisiness|
United Arab Emirates,Superior Twin Room,3  ,June 2019,Family," Staff was friendly 
Hotel clean
Near to City center",7.9,Good,0,1,staff|dirty|location|
United States of America,Superior King Room with Iconic View,4  ,June 2019,Couple," We were traveling to celebrate our 40 Th anniversary and the staff upgraded us to a lovely suite with a charming turret bedroom- although stairs were a bit scary. We were treated with a rose petal heart, swan towels on our bed with Prosecco and cheese crackers. Thank you for your kindness! We had a fabulous view of the train station and canals with chicken wire covering the outside windows presumable to keep the birds away.  We had leather couch and chairs to sit on. Great bathroom and wonderful shower. Modern pad to control lights and AC.  Staff were very helpful and provided us with a forgotten converter.  The restaurant served Dutch food and was excellent. Loved the white asparagus with crispy bacon and hollandaise. We ate there twice as it was so good. Super location in the heart of Amsterdam and we were able to walk or take the tram everywhere.",9.6,"Lovely hotel, great anniversary experience!",0,1,staff|bathroom|bed|location|covid|comfort|restaurant|drink|food|
Pakistan,Executive King Room with Iconic View (3 Adults),3  ,June 2019,Family, The location is amazing. 5 min walk to the centraal. 10 minute walk to the red light district and all the amazing shops that surround it. 10 minute walk to dam square. It's also superbly connected to all the public transportation,8.3,"Excellent location, small rooms, average customer service",0,1,location|restaurant|
United Arab Emirates,Superior King Room,3  ,June 2019,Solo traveler," Location, save area,staff very good,and the hotel is in the centre of Amsterdam every thing around you.",7.5,Good for business and if you came for first time to Amsterdam should choices this hotel,0,1,location|staff|
Iraq,Superior King Room,2  ,June 2019,Family, I love the place of the hotel everything was very close,7.1,Good,0,1,location|
United States of America,Superior King Room with Iconic View,1  ,May 2019,Solo traveler," Location cannot be beat - 3-minute walk across canal from central train station to hotel, convenient to canal cruises and to delightful Pancakes Amsterdam. Also about a 7-10 minute walk from another place I recommend, the floating Chinese restaurant Sea Palace!",9.2,LOCATION LOCATION LOCATION,0,1,location|restaurant|
Saudi Arabia,Superior King Room with Iconic View,4  ,June 2019,Solo traveler, Great location but a little noisy,7.5,Good,0,1,location|noisiness|
United Kingdom,Superior King Room,1  ,June 2019,Couple, No complaints,9.2,Wonderful,0,1,
South Africa,Superior Twin Room,2  ,May 2019,Couple, Location was great - we never had breakfast,7.1,overall good,0,1,location|food|
Singapore,Executive King Room (3 Adults),3  ,June 2019,Family, The room we stayed - executive king suite was amazing. Breakfast is fantastic and mostly a great hotel.,9.2,Wonderful,0,1,food|
United States of America,Superior King Room,3  ,June 2019,Family, Nice hotel with a perfect staff and location,9.6,Exceptional,0,1,staff|location|
United Kingdom,Superior King Room,1  ,May 2019,Couple," Very handy location to explore Amsterdam. Lovely, clean rooms and helpful staff when my boyfriend was not feeling well. Very comfortable",9.2,Wonderful,0,1,location|dirty|staff|comfort|
Romania,Executive King Room with Iconic View (3 Adults),4  ,June 2019,Family," Excellent location, very friendly staff. Room was very spacious. Modern amenities. The breakfast was fantastic.",7.1,King room with an iconic view.,0,1,location|staff|comfort|food|
Turkey,Superior King Room with Iconic View,4  ,June 2019,Family," Location, personnel, xl bed since we have a baby",7.9,Good,0,1,location|staff|bed|
India,Superior Twin Room,2  ,June 2019,Couple, Very modern room and tech in the room was very good.,9.2,Wonderful,0,1,comfort|
Turkey,Superior King Room,3  ,June 2019,Couple," excellent concierge, excellent breakfast, excellent bed and pillows, excellent location. very near to all attractions in town.",9.6,pleasant,0,1,food|bed|location|
United Kingdom,Superior King Room,3  ,June 2019,Couple," Great location to walk around Amsterdam to take in the sights and very close to Centraal station for transport links.
Had a swimming pool and gym which was open 24 hours.",7.1,Weekend Away,0,1,location|fitness|
United Kingdom,Superior King Room with Iconic View,2  ,June 2019,Couple," Breakfast good , location good.",9.6,"The stay was great fun , we went to see a concert at the arena and it was all good.",0,1,food|location|
Egypt,Superior Twin Room,3  ,June 2019,Group," Excellent location. nice, big rooms.",8.3,Very Good,0,1,location|
Saudi Arabia,Superior King Room,1  ,June 2019,Solo traveler, Good location,7.1,Good,0,1,location|
United Arab Emirates,Superior King Room with Iconic View,4  ,June 2019,Couple, Location,7.9,Good,0,1,location|
United States of America,Executive King Room,4  ,June 2019,Group," I really liked the proximity to the Central Train Station.  Just any easy walk across the street, even with luggage.",9.6,I would definitely stay in this hotel again if ever in Amsterdam.,0,1,location|
India,Superior King Room with Iconic View,3  ,June 2019,Couple, The Location,7.5,Good,0,1,location|
United Kingdom,Superior King Room,1  ,May 2019,Couple, Great location. Right in the heart. And only a couple minutes walk from Centraal Station. Very modern and in better decorative condition than other 5 Star hotels I have stayed in Amsterdam. Very comfortable beds and good noise isolation.,8.8,Excellent,0,1,location|comfort|temperature|bed|noisiness|
United Arab Emirates,Superior King Room,1  ,May 2019,Solo traveler, The staff was very friendly and checked me in early so I didn't have to wait around the lobby for 5-6 hours.,7.9,Good,0,1,staff|
United States of America,Executive King Room,4  ,May 2019,Group, The staff was helpful and cheerful. The food was was plentiful and tasty. Overall very accommodating.,9.2,Lovely!,0,1,staff|drink|food|
Mexico,Executive King Room with Iconic View (3 Adults),3  ,June 2019,Family," Excellent area, closer to central station. Well connected via metro or tram.",9.6,"Very well located, family recommended",0,1,location|
Afghanistan,Superior King Room with Iconic View,2  ,June 2019,Couple," It’s location is perfect for shopping, bar hopping or clubbing. It’s also right next to the train station so when it’s time to leave it’s not too much of a hassle.",9.6,Exceptional,0,1,location|drink|restaurant|
United Kingdom,Executive King Room with Iconic View (3 Adults),1  ,June 2019,Family, Great location,7.9,Great location just disappointed the extra bed for my daughter was poor to sleep in for her.,0,1,location|
Gibraltar,Superior King Room,2  ,June 2019,Couple, The location was excellent and the Nespresso coffee machine and capsules a welcome addition.  The breakfast was also very good.,7.1,Good,0,1,location|drink|food|
United Kingdom,Superior Twin Room,2  ,June 2019,Family," Check in was poor and room was not ready until nearly two hours after the 2pm check-in and the trainee on Reception was very unhelpful. Every other member of staff couldn't have been nicer. The staff in the bar and restaurant were exceptional, so friendly and super-accommodating. 
Room was very comfortable, fantastic shower (which didn't drain very well at all, though), bedding great and room service fabulous. Wonderful breakfasts-so much choice.",9.6,Wonderful hotel,0,1,staff|drink|restaurant|comfort|bathroom|bed|food|
Ireland,Superior King Room,2  ,May 2019,Couple," Excellent location, nice swimming pool area. The room was small but new and very clean. All the staff was very nice, friendly and professional.",8.8,Excellent,0,1,location|fitness|dirty|staff|
Switzerland,Superior King Room,2  ,May 2019,Couple," Perfect location, very nice staff, great breakfast, rooms are comfortable.",8.8,Excellent,0,1,location|staff|food|comfort|
United Kingdom,Superior King Room with Iconic View,3  ,June 2019,Couple, Great locations.Very clean.Friendly staff.,8.8,Excellent,0,1,location|dirty|staff|
United Kingdom,Superior Twin Room,3  ,May 2019,Family," Great location to station, canals, shopping, restaurants and city life.
Beautifully presented, dark colours with accent of light, very appealing. 
Super room, clean, comfortable, quality fittings, wonderful coffee machine etc and excellent interactive tv. 
Elemis was provided in the bathroom, a lovely touch, bathroom was bright and clean. Couldn't hear anything outside the room and the blackout curtains were great!!
All in all a wonderful hotel in a fab location.",9.6,Exceptional,0,1,location|restaurant|dirty|comfort|drink|tv|bathroom|
Albania,Superior King Room,3  ,May 2019,Group, Towels should be honored every day,7.9,Good,0,1,bathroom|
Ireland,Superior King Room,2  ,May 2019,Group, Little bit expensive but the staff were very good and rooms and swimming pool were perfect 👍👍 i will stay  again,9.2,Wonderful,0,1,price|staff|fitness|
Philippines,Superior Twin Room,2  ,April 2019,Family, Location and very helpful staff,9.6,Most comfortable stay in Amsterdam,0,1,location|staff|
United States of America,Superior King Room,4  ,May 2019,Family, Very convenient for trains and bus transport since it is les then 5 min walk to Amsterdam Central,7.9,Okay I guess,0,1,location|
Romania,Superior King Room,1  ,May 2019,Couple," Excelent location, across central train station. This is a 5 star hotel. Perfect bed, perfect breakfast. Nice staff. You can leace your luggage at the hotel. 2 minutes from center.",9.6,Expensive but Good,0,1,location|bed|food|staff|
Australia,Executive King Room (3 Adults),1  ,May 2019,Family, The lighting design in the foyer near the restaurant and lifts was interesting.  It felt a little like a nightclub with regard to ambience but not music 😊,9.2,Overall very happy,0,1,location|restaurant|comfort|
South Africa,Superior King Room with Iconic View,3  ,May 2019,Group," Was a very pleasant stay. Staff were very friendly and helpful. 
Breakfast was great",9.2,I will stay here again.,0,1,noisiness|staff|food|
Ireland,Superior King Room,2  ,May 2019,Solo traveler," Great location, good facilities, if a little pricey. I was able to do nearly everything by foot and everything else by the nearby metro and trams.",9.6,"Well-located, professional hotel near to nearly everything you want in Amsterdam!",0,1,location|price|
United Kingdom,Superior King Room,1  ,May 2019,Couple, Great location for train station. Very helpful staff with good recommendations for restaurants in the area.,9.6,Exceptional,0,1,location|staff|restaurant|
United Kingdom,Superior King Room,2  ,May 2019,Solo traveler, Beautiful upkeep and facilities.,9.2,Wonderful,0,1,
Ireland,Superior King Room with Iconic View,3  ,May 2019,Couple," 
Perfect location",9.2,Wonderful,0,1,location|
Puerto Rico,Executive King Room with Iconic View (3 Adults),3  ,May 2019,Family, Centric location.,9.2,Wonderful,0,1,location|
United Kingdom,Superior King Room,2  ,May 2019,Couple," Excellent location if you travelled by train, especially on unexpectedly chilly day in May. The hotel is just across the train station so easy to find. You can visit most attractions by walk. Breakfast in hotel was great, bar/restaurant looked so nice, but we haven't tried since there are so many places to eat/drink.  There are spa/fitness, but didn't have time to try them.",7.5,"Great location, nice old building, decent breakfast, well worth if you can afford.",0,1,location|food|drink|restaurant|fitness|
Australia,Superior King Room,3  ,May 2019,Couple," Everything about the hotel is quality, we stayed in 2 different rooms, as we arrived late from Paris and the hotel must have given our room to someone else, they provided us with an upgraded room for the night, then accommodated us to another room “including our bags” while we were out exploring Amsterdam, the staff were very professional and perfect in every detail... including the restaurant & bar staff",9.2,10/10 Quality,0,1,staff|restaurant|drink|
Luxembourg,Superior King Room,2  ,May 2019,Couple," Excellent location for discovering the city on foot. 
Varied and delicious breakfast, available until late (11am). 
The staff was very kind and even let us finish our breakfast after 11am when we were running late. 
Excellent amenities to relax after a long day exploring the city.",8.8,Excellent,0,1,location|food|staff|
Australia,Superior King Room,1  ,May 2019,Solo traveler, Location,8.3,Very Good,0,1,location|
United Arab Emirates,Executive King Room with Iconic View,1  ,May 2019,Solo traveler," Friendly staff, great location, clean rooms",7.5,Good,0,1,staff|location|dirty|
Australia,Executive King Room with Iconic View (3 Adults),5  ,April 2019,Family, Fantastic view... first room... ‘‘twas the one in their add...,7.5,Good,0,1,location|
Australia,Superior King Room,1  ,April 2019,Couple, Location of this property was brilliant - close to Centraal Station and we were able to walk to our River Cruise ship.  Staff and breakfast were great.,8.3,Very Good,0,1,location|staff|food|
Australia,Superior King Room,3  ,April 2019,Group," Fabulous Location, Breakfast was good",9.6,"Had a great time, the city is very pretty.",0,1,location|food|
Romania,Superior King Room,3  ,May 2019,Group," Great location, very close to Central Station, excellent breakfast",9.6,Exceptional,0,1,location|food|
Saudi Arabia,Superior King Room with Iconic View,2  ,April 2019,Solo traveler, Clean and cozy. Also a very good location in front of Amsterdam Centeral Station.,8.3,Very Good,0,1,dirty|comfort|location|
United Arab Emirates,Superior Twin Room,3  ,April 2019,Group," This hotel is in a fabulous location, immediately across from Amsterdam Central Station.  It provides a great gateway to experiencing all Amsterdam has to offer.",9.6,Tulips and more,0,1,location|
Netherlands,Superior King Room,1  ,May 2019,Couple," Location is perfect, modern, comfortable and clean.",8.8,Excellent,0,1,location|comfort|dirty|
United States of America,Superior Twin Room,5  ,May 2019,Couple, Great breakfast every morning.  The location next to the train station was perfect! Fabulous bar - had dinner there one night and it was perfect after a long day of touring.,7.5,Good,0,1,food|location|drink|restaurant|
United Kingdom,Superior King Room,1  ,May 2019,Solo traveler," one night only, but as good as ever.  great bar, great staff, great gins and go for the burger.",9.6,great hotel with super staff and well appointed rooms.,0,1,drink|restaurant|staff|
Australia,Superior King Room,3  ,May 2019,Couple, Room very comfortable and quiet. Breakfast was very good,9.6,Position position position,0,1,comfort|noisiness|food|
China,Superior King Room,3  ,April 2019,Couple," Perfect located right in front of Amsterdam Central, you can see it first thing after exiting train station. Room is not so big, but enough for 2 people and 1 suitcase. Staff is friendly.",8.8,"Perfect location, great quality",0,1,location|staff|
United Kingdom,Executive King Room (3 Adults),2  ,April 2019,Family, The location was perfect and so central-could not have been happier with it. The staff were incredible and the concierge hit the nail on the head with every recommendation,9.2,Fab fab hotel!,0,1,location|staff|
United Kingdom,Superior King Room,2  ,April 2019,Group, Location,8.8,Excellent,0,1,location|
Spain,Superior King Room,2  ,May 2019,Couple, Location & room,7.5,Very nice hotel in great location. Even upgraded our room when found out it was my partners birthday,0,1,location|
Ireland,Superior Twin Room,2  ,April 2019,Couple, Breakfast was extremely good,8.8,Very good time.,0,1,food|
United Kingdom,Superior King Room,1  ,April 2019,Solo traveler," Location, rooms, bar, breakfast",8.3,Very Good,0,1,location|drink|restaurant|food|
Philippines,Superior Twin Room,1  ,April 2019,Family," The breakfast selection was great, and it was only the staff at the breakfast area who were nice to us. The rest of the hotel staff, at least those that we have encountered, were not.",7.1,"great location, but bad service",0,1,food|staff|location|
Hong Kong,Executive King Room with Iconic View (3 Adults),1  ,April 2019,Family, Very nice staff and good service,9.6,Exceptional,0,1,staff|
Mexico,Executive King Room with Iconic View (3 Adults),2  ,April 2019,Family," Location, modern rooms",7.5,Good,0,1,location|comfort|
United Kingdom,Superior Twin Room,6  ,April 2019,Couple, Modern decor. Staff very helpful. Quality of food,9.6,Excellent location staff brilliant very comfortable,0,1,comfort|staff|drink|food|
United States of America,Superior King Room,1  ,April 2019,Couple, Location. Staff!! They were wonderful. The NEW rooms. We had the benefit of staying in both the old rooms. And the new rooms.,9.6,Outstanding service. Exceptionally remodeled rooms in the newly renovated side. Fantastic location.,0,1,location|staff|
Saudi Arabia,Superior Twin Room,6  ,April 2019,Group," Helpful and cheerful staff and the front disk, concierge disk, and morning breakfast restaurant. Housekeeping staff is great. Location is superb.",9.2,Wonderful,0,1,staff|food|restaurant|location|
India,Superior King Room,2  ,April 2019,Couple, Location,7.9,Good convenient place,0,1,location|
United Kingdom,Superior King Room,2  ,April 2019,Family, Location,9.6,Exceptional,0,1,location|
Kuwait,Superior Twin Room,1  ,April 2019,Group," Perfect location, clean room, enough for more than 2 person with good decoration, helpful and friendly stuff and facilities was excellent.",8.8,Excellent,0,1,location|dirty|staff|
United States of America,Superior Twin Room,5  ,April 2019,Group, The location was wonderful!,8.3,Very Good,0,1,location|
Germany,Superior King Room,4  ,April 2019,Couple, Location,8.8,Excellent,0,1,location|
United Kingdom,Superior King Room,1  ,April 2019,Solo traveler, I arrived late at night and had to wait more than 30 minutes to get in. I appreciate all the trouble they have late at night but still it’s a hotel.,9.6,Exceptional,0,1,
Malaysia,Superior King Room,2  ,April 2019,Couple, staff is friendly,7.1,Good,0,1,staff|
Germany,Superior King Room,1  ,April 2019,Solo traveler," Very efficient and courteous front desk. The location is a short walk from the Amsterdam Central station and therefore the ideal place to explore the city or region. The breakfast can be very crowded, but it serves almost everything you need. The room is small, but not untypical in Amsterdam.",8.8,Excellent,0,1,staff|location|food|
Switzerland,Superior King Room,1  ,April 2019,Couple, Convenient for station and town centre,7.0,"Comfortable hotel, good service",0,1,location|
Canada,Superior King Room,5  ,April 2019,Solo traveler," Location was excellent, the concierge was helpful. The room was very clean, excellent coffee machine in the room.",8.8,Excellent,0,1,location|staff|dirty|drink|
United States of America,Executive King Room with Iconic View (3 Adults),6  ,April 2019,Family," The rooms were a bit smaller than I expected for the amount of money we paid.
However, the stay was great and we were comfortable.
Location was great!
Pool was awesome!!!!",9.6,"Great location and pool.  Perfect for families.  High price,  it great stay.",0,1,price|comfort|location|fitness|
United Kingdom,Superior King Room with Iconic View,4  ,April 2019,Couple, Great Central location. Double glazing was effective,8.8,Excellent,0,1,location|
United Kingdom,Superior King Room,2  ,April 2019,Couple," Large bed. 
Great breakfast",7.1,Enjoyable,0,1,bed|food|
Iraq,Executive King Room with Iconic View (3 Adults),1  ,April 2019,Group," I loved every details in hotel 
Great location 
Very good staff 
Cleanliness and decoration 
Omg the music in reception and lobby and corridors 
5/5 its good value for it",9.6,Exceptional,0,1,location|staff|dirty|price|
Cambodia,Superior Twin Room,2  ,April 2019,Family, Location,8.3,Very Good,0,1,location|
Kazakhstan,Superior King Room,1  ,April 2019,Solo traveler, great location,7.5,Good,0,1,location|
Turkey,Superior King Room,1  ,March 2019,Couple, Great breakfast and great location,8.8,"Good location , easy access to all features of Amsterdam",0,1,food|location|
United States of America,Executive King Room,4  ,March 2019,Couple," The breakfast was very good.
The setting was good. The dinning room was welcoming.",9.2,Strategic place to stay. Central to transportation. Nice place to stay in.,0,1,food|
United Kingdom,Superior King Room,2  ,April 2019,Family," Cleanliness!
Very modern in a very old beautiful building and such a waste of the character there’s none left! 
My grandson liked the pool. 
Shower was great",7.1,Glad I visited but won’t be back,0,1,dirty|comfort|fitness|bathroom|
United Kingdom,Superior King Room with Iconic View,2  ,March 2019,Couple," Our room, the view, the service, the breakfast",9.6,Exceptional,0,1,location|staff|food|
United Kingdom,Superior King Room,2  ,April 2019,Couple, The bar staff were very good!,9.2,Loved it!!,0,1,drink|restaurant|staff|
Russia,Superior Twin Room,2  ,April 2019,Group, Breakfast was very good,8.8,Excellent,0,1,food|
United States of America,Superior King Room with Iconic View,2  ,April 2019,Group, Good location and very friendly staff,8.3,Kind of pricy but good location and had fun,0,1,location|staff|
Hong Kong,Superior Twin Room,1  ,April 2019,Solo traveler, Location,7.5,"Disappointed with room - I like the overall hotel quality, location and amenities, but room not good",0,1,location|
Canada,Superior King Room with Iconic View,2  ,April 2019,Solo traveler, Breakfast variety was very good and staff were helpful. Bar staff were friendly as were check in staff.,8.8,Its a good hotel but expensive.,0,1,food|staff|drink|restaurant|
United States of America,Superior King Room,6  ,March 2019,Couple, Location,8.3,Centrally locates. Friendly staff.,0,1,location|
United Kingdom,Executive King Room with Iconic View,2  ,April 2019,Group, I asked for paid for extras and did not receive them despite being told they had been organised.,9.6,Exceptional,0,1,price|
United Kingdom,Superior King Room with Iconic View,3  ,April 2019,Couple, I had a problem with my bakini although there was no sewing kit to be found in the room. Staff were quick to find me a kit. Also everyone was very polite.,8.3,Lavish and sophisticated with a classy touch would stay here again,0,1,staff|
United Kingdom,Superior King Room,2  ,March 2019,Family, There’s lightning and service,7.1,Good,0,1,staff|
United Kingdom,Superior King Room,2  ,March 2019,Couple, The bed was comfortable and there was a lot of variety at breakfast.,8.3,"Great stay with a comfortable bed, clean room and great breakfast.",0,1,bed|comfort|food|
United Kingdom,Superior King Room,3  ,April 2019,Couple, The bar man was really friendly and the concierge had excellent tips for travelling around Amsterdam,8.8,Really enjoyed our stay and would recommend the hotel,0,1,drink|restaurant|staff|
United Kingdom,Superior King Room,3  ,April 2019,Couple, Great central location near station and trams depot,9.6,Exceptional,0,1,location|
Turkey,Executive King Room with Iconic View,4  ,March 2019,Couple, The location of the hotel is excellent and also hotel opposite train station. You can walk to Dam Square in 5 minutes. The hotel's general area has been renovated and the part where we stayed was very comfortable. I'll stay there when I go again,8.8,Excellent,0,1,location|comfort|
Ghana,Superior King Room,2  ,March 2019,Solo traveler, Place was really great and the location gives u easy access to all part of Amsterdam. The rooms were very clean and spacious and the whole aura was really cool.,9.6,Exceptional,0,1,location|dirty|
Vietnam,Superior King Room,3  ,March 2019,Couple, Best location,8.3,Very Good,0,1,location|
United Kingdom,Superior King Room with Iconic View,5  ,April 2019,Couple," Ideally placed opposite Central Station, the transport hub for the city, yet surprisingly quiet at night.
We particularly liked the extra-large bed, the superb shower and the quality of the bath towels.  
There was a coffee machine and a kettle - not always found on the continent.  
Breakfasts were brilliant.
Friendly and helpful staff.",9.6,An ideal hotel,0,1,location|noisiness|bed|bathroom|drink|food|staff|
Qatar,Superior Twin Room,2  ,March 2019,Group," Great location, near to central station and everything . The staff were very friendly and welcoming. Very clean, comfortable and excellent breakfast.",8.8,Excellent,0,1,location|staff|dirty|comfort|food|
Oman,Superior King Room,6  ,March 2019,Solo traveler," Location, cleanliness, staff",9.2,Fabulous Stay,0,1,location|dirty|staff|
United Kingdom,Superior King Room,2  ,March 2019,Family, The breakfast was nice,7.1,It was nice and would use hotel again,0,1,food|
United Kingdom,Superior King Room,1  ,March 2019,Group, Location and breakfast. Staff were so friendly and helpful,8.3,Great value and service,0,1,location|food|staff|
Turkey,Superior King Room,1  ,March 2019,Family," Location, cleanliness, staff",9.2,Wonderful,0,1,location|dirty|staff|
Jersey,Superior King Room,2  ,March 2019,Couple," Location was great, opposite the train station. Facilities inside were also of a high standard.",9.6,Exceptional,0,1,location|
Ireland,Superior King Room with Iconic View,2  ,March 2019,Couple, Location,9.6,Exceptional,0,1,location|
United Kingdom,Superior King Room,3  ,March 2019,Couple," A very central located hotel, everything within walking distance",9.2,Wonderful,0,1,location|
Pakistan,Superior King Room,1  ,February 2019,Solo traveler, breakfast was good and location too,9.6,Exceptional,0,1,food|location|
Ireland,Superior King Room with Iconic View,3  ,March 2019,Couple, Location of hotel,8.8,Excellent,0,1,location|
United Kingdom,Superior King Room with Iconic View,3  ,February 2019,Couple, The bar down stairs was very nicely done.,7.5,great location!,0,1,drink|restaurant|
United Kingdom,Superior King Room,1  ,March 2019,Solo traveler," Proximity to station
Neat",9.2,Wonderful,0,1,location|
