Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
Australia,Superior Double Room,6  ,January 2019,Couple," Room was a good size. bed very comfortable bathroom well appointed with toiletries good shower etc. Room has automated closing blinds,
TV. iron and coffee facilities all good quality and working.
 Breakfast was continental and also had cooked options. views from breakfast area were great as was staff attention. 
Lovely hotel with pool and gym situated close to  Westminster",9.2,High quality hotel close to Westminster,0,1,bed|comfort|bathroom|tv|drink|food|location|staff|fitness|
United Kingdom,Executive Double Room - River View,3  ,January 2019,Family," The view is beautiful, staff are courteous and helpful, rooms are very comfy and clean.   Great place to stay.",9.6,Exceptional,0,1,location|staff|comfort|dirty|
United Kingdom,Executive Twin Room,3  ,December 2018,Couple," bar was very good with views of parliament
entertainment was very good and better than park plaza westminster",7.5,very good,0,1,drink|restaurant|location|tv|
United Kingdom,Superior Double Room,1  ,January 2019,Couple, Loved the location and easy access to the London underground.,8.8,Excellent,0,1,location|
United Kingdom,Superior Double Room,3  ,January 2019,Couple, Great central location,9.6,Exceptional,0,1,location|
Qatar,Suite,6  ,January 2019,Family," It's 20 mins waliking distance to London eye and Westminster.
Cheap grocery store 2 mins away.",9.6,Exceptional,0,1,price|
United Kingdom,Executive Double Room,2  ,January 2019,Family," Pool,location,room,good prize as well,friendly staff",8.8,All good!,0,1,fitness|location|staff|
United Kingdom,Executive Double Room - River View,3  ,January 2019,Couple, Loved the lighting system in room.Access to ice very handy.Large comfy bed.,9.6,"Really had a lovely stay,Great location with view of river ,staff very helpful especially concierge.",0,1,comfort|bed|
United Kingdom,Executive Double Room,1  ,December 2018,Couple, Hotel and location was fantastic.,8.8,Excellent,0,1,location|
Switzerland,Executive Double Room,5  ,January 2019,Family," Hotel is OK and room size is fine. Location is good enough, walking distance (20-30 min) to the Parliament or to the London Eye. Breakfast is rather simple but suitable for couple of days.",7.1,Good,0,1,location|food|
United Kingdom,Superior Double Room,3  ,January 2019,Couple," The room layout, friendly and helpful staff just the overall stay was great. It was also good that as we checked out at 10 but our travel home wasn’t under 7 at night we were able to leave our bags with concierge so we didn’t have to lug them around London.",10.0,Great stay as always,0,1,staff|
United Kingdom,Superior Twin Room,1  ,December 2018,Solo traveler, The location is fantastic. The room was super compfy.,7.9,It's a great hotel for business or leasure!,0,1,location|
United States of America,Executive Twin Room,3  ,January 2019,Group, Overall a good property. Staff was pleasant! Easy to walk to tube stop (Vauxhall). Hotel lobby very inviting.,8.3,Decent Value - only issue is lack of privacy in the room,0,1,staff|noisiness|
United Kingdom,Suite,1  ,December 2018,Family, Lovely airy rooms,10.0,A few issues but resolved with helpful staff,0,1,
United Kingdom,Executive Double Room,1  ,January 2019,Family, Excellent alround hotel special mention to Don the concierge who was there for all our needs,10.0,Exceptional,0,1,
United Kingdom,Executive Double Room,2  ,December 2018,Couple, Staff and service are what makes this hotel,10.0,Exceptional,0,1,staff|
Germany,Superior Double Room,1  ,December 2018,Couple, Bed was awesome and comfortable.,10.0,Wonderful,0,1,bed|comfort|
United Kingdom,Deluxe King Room with River View,3  ,December 2018,Family, coffee machine；bed；bathing pool,10.0,Exceptional,0,1,drink|fitness|
Poland,Superior Double Room,4  ,December 2018,Couple," Great location. Spacious rooms, even for UK standards. Fantastic gym, pool and sauna.",9.6,Awesome pre-Christmas city break,0,1,location|fitness|
South Africa,Executive Double Room - River View,4  ,December 2018,Couple, Manfred the housekeeping manager that sorted our problem speedily,8.3,Could do with more people that actually spoke english,0,1,
United Kingdom,Superior Double Room,3  ,December 2018,Couple, Location and size of room.,7.9,Good,0,1,location|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, The view was incredible.,7.5,Good,0,1,location|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple," Stayed for one night. Christmas eve. Chose the hotel because of view. Called the hotel earlier to confirm we are getting the Big Ben view. When we arrived they gave us the best possible room with view. Thank you very much for that. View was fabulous. It was cool to wake up in morning and open the curtains with push of button. 
Breakfast was nice too. Liked the oatmeal as it gives a lot of power to start the day.
Thank you. And Happy New Year!!",9.6,Exceptional,0,1,location|food|
United Kingdom,Suite - River View,1  ,December 2018,Family, Room was lovely Chrissie on check in was great.,7.1,Good,0,1,
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, Very happy with stay,10.0,Excellent,0,1,
United Kingdom,Executive Double Room,2  ,December 2018,Couple, This hotel and the room we stayed in holds a special place in my heart as it’s where my partner and I found out that we were expecting our Baby boy,8.0,Excellent and thoroughly enjoyable,0,1,location|
United Kingdom,Deluxe King Room with River View,2  ,December 2018,Couple, Piff,10.0,Exceptional,0,1,
Australia,Executive Double Room - River View,3  ,December 2018,Couple," Excellent friendly service, great breakfast,  fantastic location, beautiful views of Thames & Parliament House, close to Vauxhall Station",10.0,Exceptional,0,1,staff|food|location|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Family, Thought breakfast was inc ...booking.com,10.0,Excellent views,0,1,food|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Modern, clean, close to city centre",10.0,Exceptional,0,1,comfort|dirty|location|
United Kingdom,Superior Double Room,1  ,December 2018,Group," The room was excellent. Bed was big and comfortable. Loved the automatic curtains open/close, nice touch 😀",10.0,"Excellent, will definitely use again",0,1,bed|comfort|
China,Superior Twin Room,3  ,December 2018,Group," nice staff,the room is comfortable and clean.",8.3,Very Good,0,1,staff|comfort|dirty|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Location was excellent and fab value for money,10.0,Fantastic can’t wait to go back,0,1,location|price|
United Arab Emirates,Superior Double Room,5  ,December 2018,Couple," 1. Concierge service
2. check out service
3. Electric board at the room",8.8,Very good experience,0,1,staff|
United Kingdom,Superior Double Room,1  ,December 2018,Group," Impressed all round, my first visit but hopefully not my last 👍",10.0,Exceptional,0,1,
United Kingdom,Superior Double Room,2  ,December 2018,Couple," Clean,friendly and great location for us",10.0,Exceptional,0,1,dirty|staff|location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Good location. Great view from room. Definitely would stay again.,10.0,Exceptional,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Rooms are they nice well maintained with lots of added on features. This hotel is great value for money,10.0,Exceptional,0,1,price|
United Kingdom,Executive Double Room,2  ,December 2018,Family, Friendly staff,10.0,Loved the hotel will stay again,0,1,staff|
Jordan,Executive Double Room,1  ,December 2018,Family," Location, size of the room, comfort, and most importantly very friendly and helpful Staff.",9.6,Loved it.,0,1,location|comfort|staff|
United Kingdom,Superior Double Room,4  ,December 2018,Couple," Amazing service, very comfortable, clean and best location. Thank you to specially Don who made our first wedding anniversary special.",10.0,Exceptional,0,1,staff|comfort|dirty|location|
United Kingdom,Executive Double Room - River View,3  ,December 2018,Couple, ok,9.2,Wonderful,0,1,
United Kingdom,Superior Double Room,1  ,December 2018,Couple, very comfortable bed and super little pool,8.3,Very Good,0,1,comfort|bed|fitness|
United Kingdom,Executive Double Room - River View,3  ,December 2018,Couple, Location,8.8,Excellent,0,1,location|
United Kingdom,Executive Double Room,1  ,December 2018,Solo traveler, Room was fabulous and bathroom amenities great. Very comfy bed.,9.6,Comfortable,0,1,bathroom|comfort|bed|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, Everything the staff were great and the service you got aswell as the rooms.,9.6,Exceptional,0,1,staff|
United Kingdom,Executive Double Room,2  ,December 2018,Family," Excellent location, comfortable, spotless rooms, and super friendly and helpful staff !!",10.0,Simply lovely!!!,0,1,location|comfort|staff|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Clean tidy and just what you need for a good break away,10.0,Exceptional,0,1,dirty|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple," Loved the room and the view which was a River view and exceptional.  The beds were wonderful and the staff were very polite - especially the doormen.  It is a magnificent property in a superb location. The breakfast room was lovely with a superb vista,.",9.6,"Fantastic rooms, lovely well trained staff, terrible breakfast.",0,1,location|bed|staff|food|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, Location,9.2,Wonderful,0,1,location|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple," Everything hotel was very modern, clean, we paid for river view and it really was fantastic view, was lovely having breakfast in bed looking out onto the Thames. We stayed for my wife’s birthday they left a little present and happy birthday message! The bar was lovely, only regret was we only stayed for one night!! Loved it would stay again",9.6,Fantastic,0,1,comfort|dirty|price|location|food|bed|drink|restaurant|
Belgium,Superior Double Room,1  ,December 2018,Group, The bed was perfect 👌🏾 Great service and very nice restaurant. The lunch was delicious,10.0,Simply amazing,0,1,bed|staff|restaurant|food|
United Kingdom,Superior Twin Room,2  ,December 2018,Family," Excellent location, staff very attentive",10.0,Exceptional,0,1,location|staff|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, The view.,7.5,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Group," Amazing location. Very close to my conference meeting the next day. Very modern and beautiful hotel. Excellent facilities and loads of leisure activities such beautiful relaxing pool and sauna, hot air room too. Beautiful gym too.",10.0,"Very welcoming, modern construction and interior design. Luxury aswell.",0,1,location|comfort|fitness|temperature|
United Kingdom,Executive Twin Room,1  ,December 2018,Family, Doormen helpful,9.6,Exceptional,0,1,staff|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, Very comfortable bed and nice bathroom.,8.3,Very Good,0,1,comfort|bed|bathroom|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Hotel was very nice, good location and good value for money. Spacious rooms.",10.0,Exceeded Expectations,0,1,location|price|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Staff were all helpful and pleasant.,7.1,Good,0,1,staff|noisiness|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Modern and stylish.,9.6,Exceptional,0,1,comfort|
United Kingdom,Superior Double Room,2  ,December 2018,Couple," This hotel was amazing the staff were amazing it was my husbands birthday and they had a balloon and wine in the room for us arriving and they also upgraded us it was an amazing experience from the get go.  The breakfast was amazing food was really lovely and would highly recommend this hotel to anyone.  The hotel is also located close to Westminster, London eye etc lots of restaurants around the area.",10.0,An Amazing Weekend in a Beautiful hotel,0,1,staff|food|drink|location|restaurant|
United Kingdom,Superior Double Room,2  ,December 2018,Couple," Very comfortable bed, nicely designed room with excellent room control options. Helpful staff and nicely decorated front area for Christmas.",10.0,Lonely pre-Christmas weekend,0,1,comfort|bed|staff|location|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, The view and bar,8.3,Very Good,0,1,location|drink|restaurant|
United Kingdom,Executive Double Room - River View,2  ,December 2018,Couple," We had the pleasure of staying for 2 nights, and thoroughly enjoyed our stay.
The hotel within a excellent radius of popular locations in London. The staff were polite and catered to our every need. The room and hotel was clean, well presented. The entertainment in the bar was the perfect back ground music. Great choice of Cocktails which were beautifully presented.
 Excellent hotel. Will be recommending to friends.",10.0,Perfect weekend getaway.,0,1,comfort|location|staff|dirty|tv|drink|restaurant|food|
United Kingdom,Superior Twin Room,2  ,December 2018,Couple," Big comfy bed, electric curtains, all mod cons, ice making machine on each floor, fab Christmas decorations, friendly helpful staff.  Great hotel at a reasonable price.",10.0,Fab hotel in a great location.,0,1,comfort|bed|staff|price|
United Kingdom,Executive Double Room,2  ,December 2018,Family," Clean, location, pool.",10.0,Exceptional,0,1,dirty|location|fitness|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Super comfy beds and a great view from the bar,10.0,Exceptional,0,1,comfort|bed|location|drink|restaurant|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Everything,10.0,Exceptional,0,1,
United Kingdom,Executive Double Room - River View,2  ,December 2018,Couple," The room was incredible, view was incredible and the room was a fair price, will definitely stay again",10.0,Exceptional,0,1,location|price|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, Love the smell as you walk in the hotel. Good location. Very comfortable rooms and clean.,9.6,Very pleased would stay again,0,1,location|comfort|dirty|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, Location,8.8,Excellent,0,1,location|
Norway,Executive Double Room,3  ,December 2018,Couple," Location , clean , food at the restaurant !",9.2,Wonderful,0,1,location|dirty|drink|food|restaurant|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Lovely modern room in a quiet location but very convenient for central London. Would stay there again. Didn’t have breakfast at the hotel as it wasn’t included and at £21, way too expensive.",10.0,"Lovely room, conveniently located hotel.",0,1,comfort|noisiness|location|food|price|
United Kingdom,Superior Twin Room,2  ,November 2018,Family, The breakfast could have been better. Stayed at the Park Plazza Waterloo a couple of times and thier breakfasts were better quality. Items were piping hot and was set out nicer.,7.0,Was visiting my dad in St Thomas's was a difficult time for myself and my sister.,0,1,food|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," The bed was very comfy, we loved the fact we were upgraded on check in to an executive room, the little touches such as slippers and bed robes were perfect as was the Elmis toilitries.",10.0,"Great location, very modern, comfortable and affordable.",0,1,bed|comfort|
United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler, Excellent location. Room v comfortable. Would stay again,9.6,Exceptional,0,1,location|comfort|
United Kingdom,Superior Twin Room,1  ,December 2018,Family, Breakfast was good and staff were very friendly and helpful.,7.9,"Good place to stay, ideal if you don’t mind walking to tube station",0,1,food|staff|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Amazing hotel, very modern and clear 
Excellent customer service",10.0,Wonderful,0,1,comfort|staff|
United Kingdom,Superior Double Room,1  ,December 2018,Group, Good all round style,8.8,Need a better bar service l,0,1,comfort|
United States of America,Suite - River View,1  ,December 2018,Couple, Location and friendly staff,8.3,Very Good,0,1,location|staff|
United Kingdom,Executive Double Room - River View,2  ,December 2018,Couple, We enjoyed the lighting capabilities and the view. We also liked the spa options. The robes and slippers were a nice touch as well.,10.0,Exceptional,0,1,location|fitness|
United Kingdom,Superior Twin Room,1  ,December 2018,Couple," Nice hotel, rooms very good and clean",8.8,Lovely hotel,0,1,dirty|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Location & restuarant,8.8,met our expectations,0,1,location|
United Kingdom,Superior Twin Room,2  ,December 2018,Couple," View from the dining room was very good, good breakfast.
comfortable beds",7.9,Mixed - chose this hotel for the location which was very good,0,1,location|restaurant|food|comfort|bed|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Facilities and breakfast,8.3,Very Good,0,1,food|
Canada,Superior Twin Room,2  ,December 2018,Group," We liked the location, the cleanliness, the modern room, comfortable beds!",8.8,We would stay there again.,0,1,location|dirty|comfort|bed|
United Kingdom,Executive Double Room,3  ,December 2018,Family," Breakfast staff went above and beyond engaging and meeting the needs of me, my partner and baby. Particularly, how attentive they were to my child and friendly was lovely to see.
The swimming was also a lovely time for us to spend with our child.",8.8,Excellent,0,1,food|staff|fitness|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Very clean , great view and the staff would do anything to make your stay amazing.",10.0,One the best places to stay .,0,1,dirty|location|staff|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, Comfortable bedroom and good bathroom lighting with shaving mirror.,9.6,Comfortable hotel in a good location.,0,1,comfort|bathroom|
Portugal,Superior Double Room,3  ,December 2018,Family," Great location - 10min walk from Vauxhall bus/tube station - and facing the river. Nice and friendly staff (check-in, checkout, concierge, doorman, etc) always with a smile. 
Nice medium size comfy room (we had a free uppgrade for a higher floor which was really nice and highly pleasant), very nice indoor pool and great restaurant and bar. Wi-fi is fast and always available.",7.9,"Great location, great value for money. Worth returning.",0,1,location|staff|comfort|noisiness|fitness|restaurant|drink|wifi|
United Kingdom,Executive Double Room - River View,2  ,December 2018,Couple," Nice room, nice hotel, nice looking hotel.",7.9,Good,0,1,
United Kingdom,Superior Twin Room,1  ,December 2018,Solo traveler," Comfy bed, Elemis products but I have long, thick hair and could do with more shampoo",8.8,Good,0,1,comfort|bed|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, Gorgeous luxury immaculate Hotel. Friendly welcoming helpful staff. We were upgraded to a suite that had a spectacular view over to Westminster. Room was luxury with an amazing bathroom and a comfy bed with quality bed linen. Delicious breakfast with quality ingredients. Amazing location... we loved our stay and can't wait to go back.,10.0,Exceptional,0,1,staff|location|bathroom|comfort|bed|food|
United Kingdom,Superior Double Room,2  ,December 2018,Group," THE BED WAS EXTREMELY COMFORTABLE, GOOD SIZED BATHROOM AND EXCELLENT LOCATION.",7.5,"ENJOYED OUR STAY, THE BAR WAS A PLACE TO BE IN THE EVENING",0,1,bed|comfort|bathroom|location|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, It was clean,7.5,Good,0,1,dirty|
Netherlands,Superior Double Room,4  ,December 2018,Couple, Pool and fitness. Great food in the restaurant.,9.2,Wonderful,0,1,fitness|drink|food|restaurant|
Ukraine,Executive Double Room - River View,6  ,December 2018,Group," The room with river view, tea/coffee facilities in the room, comfortable bed.",7.9,Good,0,1,location|drink|comfort|bed|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, The room was lovely with a perfect view!,10.0,Fab stay will definately go again as location brilliant.,0,1,location|
Nigeria,Executive Twin Room,2  ,December 2018,Solo traveler, Nice hotel. Great service and friendly and accommodating staff,7.1,Good,0,1,staff|
United Kingdom,Executive Twin Room,1  ,December 2018,Couple, The location as sitting in the executive lounge watching over London sky line is amazing,7.9,Good,0,1,location|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, Finished to a good standard,7.5,Good,0,1,
United Kingdom,Superior Double Room,2  ,December 2018,Couple, bed was brilliant !!,10.0,"all in all very enjoyable ,, lovely breakfast and room really nice ,, staff very helpfull and accom",0,1,bed|
United Kingdom,Executive Double Room,1  ,December 2018,Couple," They made me and my partners night the best night we have ever had at a hotel. Mentioned it was my partners birthday and they offered us a free glass of wine each in the executive suite, the views from there were incredible and cannot thank them enough!",10.0,Exceptional,0,1,location|
United States of America,Superior Double Room,1  ,December 2018,Solo traveler," The room comfort and decor
The Salmon empanadas",9.6,"Excellent. Friendly, helpful, professional staff.",0,1,comfort|
United Kingdom,Executive Double Room - River View,1  ,December 2018,Couple, An amazing location!,7.9,Good,0,1,location|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, Very friendly staff and the room was  very clean.,7.5,Lovely hotel but rooms  too hot for comfort and,0,1,staff|dirty|
United Kingdom,Superior Double Room,1  ,December 2018,Group, Clean and easy to locate,7.9,Good,0,1,dirty|
United Kingdom,Superior Twin Room,1  ,December 2018,Solo traveler," Very busy indeed but a comfortable hotel. Working at the venue the following day, so the location was ideal.",7.1,A nice hotel,0,1,comfort|location|
Oman,Executive Double Room,6  ,December 2018,Solo traveler," The staff working , how clean it is this hotel",9.6,Great hotel with greater staff,0,1,staff|dirty|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Breakfast overlooking the Houses of Parliament!,10.0,Exceptional,0,1,food|
United Kingdom,Executive Double Room,2  ,December 2018,Family, The hotel and room was absolutely amazing lots of space and an amazing location for the children as they don’t like to walk far,10.0,Exceptional,0,1,location|
Ghana,Superior Twin Room,6  ,November 2018,Couple," Facility was convenient and excellent and the room was neat with comfortable bed. complains were quickly attended to. smiles on the face of staff. at the central of london, easy for internal movement and close to victoria train station",10.0,excellent stay,0,1,comfort|bed|staff|location|
United Kingdom,Executive Double Room,2  ,December 2018,Couple," The “welcome” macaroons in the bedroom!  Helpful concierge staff when I wanted something printed off, always smiling too.",7.9,"Great place to stay for a couple of nights, awesome cocktails!",0,1,bathroom|staff|
United Kingdom,Superior Twin Room,3  ,December 2018,Group," Very comfortable bed and fairly quiet room
Liked the mood lighting, not harsh and relaxing
Good quality bathroom products
Pool was very modern and clean; a bit narrow and wouldn't like to be in there at the maximum of 12 people, 4 was enough",9.2,Quality hotel within easy reach of transport links and overlooks the river.,0,1,comfort|bed|noisiness|bathroom|fitness|dirty|
Lithuania,Superior Twin Room,3  ,December 2018,Couple," Very comfortable beds, the best way to relax after working day. Good location, wonderful staff.",10.0,Exceptional,0,1,comfort|bed|location|staff|
United Kingdom,Suite - River View,1  ,December 2018,Couple," The hotel was so clean and welcoming. We stayed just after our wedding and were treated to an upgrade and some treats in our room!
Staff were friendly and helpful.",9.6,Wonderful stay just after our wedding!,0,1,dirty|staff|
United Kingdom,Executive Double Room,2  ,December 2018,Couple, Comfy beds / nice bathroom / plenty of towels.,8.3,Nice weekend break - could have stayed longer.,0,1,comfort|bed|bathroom|
United Kingdom,Superior Twin Room,1  ,December 2018,Couple," The staff were all very polite. 
The bed was very comfortable. 
The pool was clean and open until late. Wish it was 24hrs but that’s alright.",8.8,Excellent,0,1,staff|bed|comfort|fitness|dirty|
United Kingdom,Superior Twin Room,1  ,December 2018,Couple," The position of the property is absolutely brilliant, perfect, easy to get to by card. The staff are very nice, the Dutch lady on the front desk was the perfect balance of friendly and efficient. Alejandro and Dillon at the Concierge desk were great ambassadors for the hotel. The person responsible for valet parking was great, efficient, did what he said he would do, when he said that he would do it, and very helpful. The breakfast included in my booking was good. Overall, given the location, qualities of the property, and the very good staff I would say that I had outstanding value for money. I would not hesitate to stop at this property again.",9.2,Exceptional overall value for a very well run hotel in a superb position.,0,1,staff|parking|food|location|price|
Sweden,Superior Double Room,4  ,November 2018,Solo traveler, Breakfast,7.1,Good,0,1,food|
United Kingdom,Superior Double Room,2  ,November 2018,Family, We had a lovely stay . The staff were lovely rooms were fantastic . They moved us to a better room more accessible as my daughter is a wheelchair user .,9.6,Exceptional,0,1,staff|
United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler," The room was warm through the night despite using air conditioning,so didn’t sleep well",8.3,Nice room with a view,0,1,temperature|bed|
United Kingdom,Superior Twin Room,1  ,December 2018,Couple, Service desk Amazing staff,10.0,Amazing,0,1,staff|
United Kingdom,Executive Double Room,1  ,December 2018,Couple," Helpful staff, good check in experience, nice room. Didn’t eat at the hotel so no view on food.",9.6,Exceptional,0,1,staff|location|drink|food|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, Great staff and lovely breakfast,10.0,Exceptional,0,1,staff|food|
United Kingdom,Suite,2  ,December 2018,Family," The staff was very friendly with the children , our room was very clean , great family room !!",9.6,I would stay again,0,1,staff|dirty|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, The hotel is very stylish. Everything is catered for ans the views are amazing. Staff were friendly and helpful. Will be recommending!!,10.0,"Stylish, relaxing, 4 star stay!",0,1,location|staff|
United Kingdom,Executive Double Room,1  ,December 2018,Couple," Staff were superb, especially Alejandro. Shower was amazing, and Elemis toiletries were a nice touch. Plenty of mirrors and plug points, comfy beds, nice coffee machine in the room and a good size tv.",10.0,Excellent!,0,1,staff|bathroom|comfort|bed|drink|tv|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," The bed was lovely, room was great.",8.8,"Great hotel, great location, great breakfast.",0,1,bed|
Spain,Executive Double Room - River View,2  ,November 2018,Group," Staff were extremely polite and helpful. The room was spacious and clean.  Very nice hotel, good facilities, ideally situated and great view from hotel room.",9.2,"Lovely hotel to stay in, in an ideal central location.  Excellent and accommodating staff.",0,1,staff|dirty|location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Lovely clean & modern,8.8,Excellent,0,1,dirty|comfort|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," We had a great stay and thought the hotel was beautiful.  The breakfast was lovely and the view from the restaurant was spectacular.  As there was not an upgrade available we was offered a complementary drink in the 12th floor executive bar and enjoyed the view from the balcony. 
We would definitely return .",10.0,Relaxing,0,1,food|location|restaurant|drink|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, The ratings reflect my opinion. Overall Excellent.,9.2,Happy to recommend this hotel to anyone.........with alerts re baby cots and coffee!,0,1,
United Kingdom,Superior Double Room,2  ,December 2018,Couple," Great location, friendly and efficient staff and lovely executive lounge.",9.2,Wonderful,0,1,location|staff|
Belgium,Superior Twin Room,2  ,December 2018,Family, Very good location! Beds were very comfortable.,8.8,Excellent,0,1,location|bed|comfort|
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Clean, good breakfast",7.5,It could have been better,0,1,dirty|food|
United Kingdom,Executive Double Room - River View,1  ,November 2018,Couple," this hotel is defo a 5 star.lovely hotel,very clean,friendly staff.great location.made it extra nice for my husband's birthday.thank u :)",10.0,top posh stay,0,1,dirty|staff|location|
Ukraine,Superior Double Room,2  ,November 2018,Solo traveler, The room was clean and quiet. The bed was comfortable. The location is perfect. Tate modern Gallery is in 15 minutes walking from the hotel. It's a good choice for a business travellers.,7.5,Good,0,1,dirty|noisiness|bed|comfort|location|
United Kingdom,Superior Twin Room,2  ,November 2018,Group, Place is smart.  The location is great. The bar with views of the river is amazing. The staff are very helpful.,9.2,Wonderful stay.,0,1,location|drink|restaurant|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Very comfortable and a marvellous breakfast in my room. I was in an executive room on the 12th floor which was great. Fab views of the river from the bar, too.",8.8,Affordable luxury,0,1,comfort|food|location|drink|restaurant|
United Kingdom,Superior Twin Room,2  ,November 2018,Group," Comfortable , clean , quiet, close to tube station.",10.0,Exceptional,0,1,comfort|dirty|noisiness|
United Kingdom,Executive Double Room,1  ,November 2018,Solo traveler, Superb English breakfast!,9.6,Exceptional,0,1,food|
United Kingdom,Superior Twin Room,1  ,November 2018,Group, Bed was so comfy,8.3,Very Good,0,1,bed|comfort|
Finland,Executive Twin Room,3  ,November 2018,Group," Amazing service and super friendly staff. We slept so good and the breakfast was delicious. 
Good location with buses, trains and underground. Also many famous monuments and places in walking distance.",9.6,Amazing holiday,0,1,staff|food|location|
Denmark,Superior Double Room,3  ,November 2018,Couple," It is such a big surprise that the staff in the hotel prepared card, ballon and chocolate for my husband and I in the room because they found we travelled to London to celebrate our 2nd wedding anniversary. Thank you so much!",10.0,"It's very nice, well recommended!",0,1,staff|
Canada,Superior Twin Room,4  ,November 2018,Group, The gentleman host at breakfast every morning. He was lovely.,7.1,Good,0,1,food|
Norway,Executive Double Room,2  ,November 2018,Family," Modern, high comfort, friendly & helpful staff. Very accommodating for guests with children. Best stay in London so far. The doorman is enthusiastic every time you meet him. Grocery store beside the hotel. London eye nearby. We had a great time!",9.6,Wonderful five star hotel,0,1,comfort|staff|location|
United Kingdom,Superior Double Room,2  ,November 2018,Couple, The bed was a good size double. Was nice to have a separate bath and shower,10.0,Good location and good value for money,0,1,bed|bathroom|
Turkey,Executive Double Room,2  ,November 2018,Couple, Good location to amenities,8.8,Great location,0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Group," room very good, check in/out easy",9.2,excellent,0,1,
United Kingdom,Superior Twin Room,2  ,November 2018,Group, The only issue we had was our room keys failed a few times . Cleaning staff could not let us in and we spent half an hr back n forth to reception which was frustrating,9.2,Good,0,1,dirty|staff|
United Kingdom,Superior Double Room,2  ,November 2018,Couple, Great value for money. Breakfast amazing,10.0,Exceptional,0,1,price|food|
Australia,Superior Twin Room,5  ,November 2018,Couple, The concierge team are amazing and knowledgeable and friendly. So well done,9.6,Exceptional,0,1,staff|
United Kingdom,Executive Twin Room,1  ,November 2018,Group, Bed was very comfy and the black out curtains were brilliant. Staff were very friendly and informative. Was very quick to check in and check out.,8.3,Happy with the hotel however i do think it was a little expensive.,0,1,bed|comfort|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, the room are very modern and was comfy bed,7.5,Good,0,1,comfort|bed|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Everything,10.0,Would visit again & eat their food was delicious,0,1,
United Kingdom,Superior Double Room,1  ,November 2018,Couple, The bed was really comfy.,10.0,Excellent,0,1,bed|comfort|
United Kingdom,Executive Double Room - River View,2  ,November 2018,Solo traveler, Very good will go again ☺️,8.3,Very Good,0,1,
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Great room, good facilities in the room and a comfy bed",10.0,Loved it,0,1,comfort|bed|
