Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities
France,Standard Room,2  ,December 2019,Family," Very friendly & helpful staff, quiet rooms & very comfy bed.",7.0,Friendly staff but rooms need a little updating,1,staff|noisiness|comfort|bed|
United Kingdom,Standard Room,1  ,December 2019,Solo traveler, Room was big bathroom was good,8.0,Good,1,bathroom|
United Arab Emirates,Superior Room with River view,2  ,December 2019,Family, The friendly staff and the restaurant food was surprisingly good for a hotel restaurant.,8.3,Great day’s stay!,1,staff|restaurant|food/drink|
United Kingdom,Superior Room with River view,3  ,November 2019,Family," The swimming pool was great ,bit difficult to get to steam room if you were disbaled as it was above the main pool .Massage was very good and professional .Hotel was  a bit further out from main leisure area than I thought it would be",8.0,A family visit to see relatives with a bit of tourism thrown in .We had a great time .,1,fitness|location|
United Kingdom,Superior Room with River view,1  ,November 2019,Couple, Comfy clean room. Friendly staff. Good location. Would come back again.,7.9,Great stay (shame about steam room),1,comfort|dirty|staff|location|
United Kingdom,Standard Room,1  ,November 2019,Solo traveler," The warm breakfast was good, with a few vegan options in the form of sliced cucumbers and tomatoes (would have been good to have some green leaves too to make up a salad but there were none on the day I stayed 21 Nov 2019).
The room was spacious and uncluttered.
The bed was  big and very comfortable.
The bathroom was spotless.
The shower was really efficient.
The WIFI worked really well.
I really appreciated the fact upon check out I could leave my luggage trolley at the hotel to be collected later on that day.",9.0,A good experience,1,food/drink|bed|comfort|bathroom|internet|
United Kingdom,Standard Room,1  ,November 2019,Solo traveler," Stand I’d expect from the Radisson all very good 
I parked at local NCP car park very close to hotel even if a little pricey overnight.",9.2,Wonderful,1,parking|price|
United Kingdom,Superior Room with River view,1  ,November 2019,Couple, Very accessible and staff very helpful and friendly,9.2,Wonderful,1,staff|
United Kingdom,Standard Room,2  ,November 2019,Group, Lovely friendly and helpful staff,8.0,We had a fabutime and the hotel was lovely,1,staff|
United Kingdom,Standard Room,2  ,November 2019,Solo traveler," Breakfast could've been better, I found a hair in my mushrooms...! didn't have the time to complain to staff but I did put me off just a bit, also some of it was dry where it has been under the lights for a while. Room was excellent and I would've used the Gym / Pool if I'd had enough time",7.0,Great location apart from the lack of parking,1,food/drink|staff|fitness|
United States of America,Standard Room,8  ,November 2019,Solo traveler," Fitness center excellent!
Two wonderful staff at breakfast: Gemma and Rose.",8.3,Great fitness center but other aspects lacking.,1,fitness|location|staff|food/drink|
United Kingdom,Superior Room with River view,4  ,October 2019,Couple, Good service. Helpfull staff. Great facilaties spa/pool etc,7.9,Good,1,staff|fitness|
United Kingdom,Standard Room,2  ,November 2019,Solo traveler, Great location for exploring the city centre and Riverside area.,9.2,Wonderful,1,location|
United Kingdom,Superior Room with River view,3  ,November 2019,Group," Our rooms were spacious with a very large bed, vey nice bathroom and amazing view of the river. Breakfast was really good.",6.7,Pleasant,1,bed|bathroom|location|food/drink|
United Kingdom,Standard Room,2  ,November 2019,Couple," Location was great, close to everything, you could walk to most places! Pool was amazing, clean and not over crowded. Beds were extremely comfortable and nice bedding. Would definitely stay there again. Cleaning staff were super friendly and happy to help.",9.0,"Comfortable, great location, excellent services and friendly staff.",1,location|fitness|dirty|bed|comfort|staff|
United Kingdom,Standard Room,1  ,November 2019,Family, The beds were comfortable and the room was clean .,8.0,Comfortable,1,bed|comfort|dirty|
United Kingdom,Standard Room,1  ,November 2019,Group, Room was clean nice big bed very comfortable nice room little bit of noise from other guests but there had been wedding night before at hotel,9.0,Brilliant hotel,1,dirty|bed|comfort|noisiness|
United Kingdom,Standard Room,1  ,November 2019,Couple," The bed was very comfy, maybe biscuits with tea and coffee would be nice also a bottle of water would be nice",8.0,Very nice,1,bed|comfort|food/drink|bathroom|dirty|
United Kingdom,Standard Room,2  ,November 2019,Couple," Needed more fresh fruit and some of the hot food was depleted on both mornings - needed more attention or bigger receptacles, especially for non-meat eaters.   No fish offered and only scrambled or hard boiled eggs.",8.0,"Nice hotel, could have done with a better view for the price but everything was a 'pay extra'",1,food/drink|
United Kingdom,Standard Room,1  ,November 2019,Family," Location 
Very quiet at night",8.0,Convenient quiet hotel,1,location|noisiness|
Ireland,Standard Room,1  ,November 2019,Family, The help fullness of staff.,7.0,It was a very nice stay,1,staff|
United Kingdom,Standard Room,1  ,November 2019,Group," Location, comfortable bed & clean",7.5,"Bar closed early, breakfast weak",1,location|comfort|bed|dirty|
United Kingdom,Superior Room with River view,1  ,November 2019,Couple," Check in was fast, and easy. Receptionist was informative and very helpful. Myself, and partner ate food and enjoyed some drinks at the “White Bar” situated in the lobby area, food was very nice, expensive but it was good. The facilities were great, the gym was spacious and had a good variety of machines, didn’t manage to use the spa. But, both were complimentary with a nights stay. We ordered breakfast to our room at no extra charge, after paying at reception for it, the price was around £20 for us both. We ordered for 9am, and it was delivered bang on the time. The food was hot and nice, we received extras including croissants, fruit, orange juice and toast with a variety of sauces and jams. Although, we had both ordered coffees and this didn’t come with our breakfast. Overall, it was a pleasant experience and stay.",7.9,Good Facilities and Friendly Staff.,1,staff|food/drink|location|price|fitness|noisiness|
United Kingdom,Premium Room with River View,2  ,November 2019,Couple," The room was amazing, we were offered the upgrade for £10 extra so we thought why not.",9.0,Amazing and comfortable. Highly recommended and would return,1,
United Kingdom,Superior Room with River view,1  ,November 2019,Solo traveler, Good friendly check in and out,9.2,Wonderful,1,staff|
Ireland,Standard Room,1  ,November 2019,Group, They gave us an extra bed.,7.9,Review would be much better if food quality improved.,1,bed|
United Kingdom,Superior Room with River view,2  ,November 2019,Couple," Helpful staff 
clean room 
good location",7.5,Good,1,staff|dirty|location|
United Kingdom,Standard Room,1  ,October 2019,Family," The hotel and room were comfortable. The spa downstairs was a great bonus - nice sauna, steam room and pool area that we made the most of on arrival.",8.0,"Very comfortable, lovely to have the spa!",1,comfort|fitness|bathroom|location|
United Kingdom,Standard Room,2  ,October 2019,Group, The rooms for very comfortable,8.8,Nice and comfortable,1,comfort|
Ireland,Standard Room,2  ,November 2019,Couple, Rooms were nice and comfortable,8.3,Very Good,1,comfort|
United Kingdom,Superior Room with River view,1  ,November 2019,Family, The staff really did have a can do attitude and were all lovely.,8.8,Excellent,1,staff|
United Kingdom,Superior Room with River view,2  ,November 2019,Couple," Large bed, excellent breakfast. Friendly staff, good bar prices and good choice of beer.",8.3,Review,1,bed|food/drink|staff|restaurant|price|
United Kingdom,Premium Room with River View,1  ,November 2019,Couple, The staff were very helpful. The hotel was very clean and nice .,9.2,One Night Stay,1,staff|dirty|
United Kingdom,Superior Room with River view,2  ,October 2019,Couple," Breakfast was good, staff was excellent. Very comfortable bed",9.2,"good, comfortable",1,food/drink|staff|comfort|bed|
United Kingdom,Standard Room,1  ,November 2019,Group, The staff were very polite and friendly. Style of the hotel was lovely,7.9,All in all my stay at the Radisson Blu was very comfortable apart from the dirty duvet.,1,staff|comfort|
United Kingdom,Standard Room,1  ,November 2019,Family, Friendly - no queues at check on. Very comfy beds. Loved the pool,9.0,Friendly and warm welcome,1,staff|comfort|bed|fitness|
United Kingdom,Superior Room with River view,2  ,October 2019,Family," Amazing view from the window, comfortable bed, spacious room and bathroom. It’s a good hotel.",7.9,Good,1,location|comfort|bed|bathroom|
United Kingdom,Standard Room,3  ,October 2019,Couple, The breakfast was great the staff were very helpful,8.3,Very Good,1,food/drink|staff|
United Kingdom,Standard Room,2  ,October 2019,Family, Breakfast was excellent and beds were comfortable.,8.0,"Good value, friendly staff would definitely use again",1,food/drink|bed|comfort|
United Kingdom,Standard Room,1  ,October 2019,Couple, The room was big. Huge bed. Clean and cosy. Staff amazing.,9.0,Was great for what we needed. Expensive for one night but did it’s job. Staff amazing.,1,bed|dirty|staff|
United Kingdom,Standard Room,3  ,October 2019,Family, Good rooms ... good gym and pool,8.3,Good hotel in a great city,1,fitness|
United Kingdom,Superior Room with River view,2  ,October 2019,Group," Hotel Bar
Big beds
booking a taxi was efficient and easy
friendly staff
later check out at 12",6.7,stayed in a number of Radisson Blus & always rate they're luxurious feel this was not the same,1,restaurant|bed|staff|
Nigeria,Standard Room,6  ,October 2019,Family, Only one lift was working,7.1,Good,1,
United Kingdom,Superior Room with River view,2  ,October 2019,Solo traveler," The location is good, quiet area with coffee shops and food within 200m. The city center and Albert dock being only a 15-20 minutes walk.
Staff were extremely friendly, especially those in the breakfast room and check-in desk on the 24/10/2019.",8.3,"Large clean room, in a good location with only a few ""niggles""",1,location|noisiness|food/drink|restaurant|staff|
United Kingdom,Superior Room with River view,2  ,October 2019,Couple, How big the room was and bed,7.5,Good,1,bed|
United Kingdom,Standard Room,1  ,September 2019,Couple, Great location. Fabulous room,9.2,Wonderful,1,location|
United Kingdom,Standard Room,2  ,October 2019,Group," Location was convenient
Beds were very comfortable",7.0,Had a great first time in Liverpool and helped that the hotel added to making the stay so pleasant,1,location|bed|comfort|
United Kingdom,Superior Room with River view,2  ,October 2019,Couple, Friendly staff and great location,8.8,Excellent,1,staff|location|
United Kingdom,Superior Room with River view,1  ,October 2019,Group," Nice place, simple and to the point, it was clean and tidy and nice and spacious the view is definitely worth paying extra for",8.3,Very Good,1,location|dirty|price|
Netherlands,Junior Suite,2  ,October 2019,Couple, Excellent staff,7.1,Good,1,staff|
Ireland,Standard Room,2  ,October 2019,Group, breakfast was excellent.,8.0,Very Good,1,food/drink|
United Kingdom,Standard Room,1  ,October 2019,Group," Good design, decent rooms, just out of centre so close but quiet. Nice relaxing bar and although we didn’t eat there the food looked good.",6.7,Quite nice but hotel could be better.,1,location|noisiness|restaurant|food/drink|
United Kingdom,Superior Room with River view,2  ,October 2019,Group," Clean, tidy....spacious rooms, helpful staff",8.8,Excellent,1,dirty|staff|
United Kingdom,Superior Room with River view,2  ,October 2019,Solo traveler," Staff good, great location, food good too.",8.8,Excellent,1,staff|location|food/drink|
Jersey,Standard Room,3  ,October 2019,Family, The bed was comfortable the room lovely and pool was an added bonus,7.5,Overall very pleasant,1,bed|comfort|fitness|
United Kingdom,Standard Room,2  ,October 2019,Group," Leisure facilities 
Cleanliness",8.8,"Very clean room, leisure facilities fantastic, location close enough to centre.",1,dirty|
United Kingdom,Standard Room,2  ,October 2019,Couple, Size of bed and mega comfy,7.0,Good,1,bed|comfort|
Bangladesh,Superior Room with River view,4  ,October 2019,Group, In the City,7.5,Good,1,location|
United Kingdom,Superior Room with River view,2  ,October 2019,Couple, Room was very comfortable and quiet.,7.5,Ok overall,1,comfort|noisiness|
United Kingdom,Premium Room with River View,2  ,October 2019,Solo traveler, Facilities were good. Good access to city centre.,7.5,Good,1,location|
United Kingdom,Standard Room,1  ,October 2019,Solo traveler, The bed,9.2,A lovely stay with a comfy bed,1,bed|
United Kingdom,Standard Room,1  ,October 2019,Group," Staff on front desk were helpful and friendly
Beds were very comfy and we requested single beds which we got",7.5,Good,1,staff|bed|comfort|
United Kingdom,Standard Room,4  ,October 2019,Family, Friendly staff & good breakfast. No peppermint tea the whole 4 days we were there,8.0,Very good stay great location & extremely friendly & helpful staff.,1,staff|food/drink|
Ireland,Standard Room,1  ,September 2019,Group," Nice hotel, enjoyed our stay.",8.3,Very Good,1,
United Kingdom,Premium Room with River View,1  ,October 2019,Couple, The room facilities were good.,8.0,Very Good,1,
United Kingdom,Standard Room,1  ,September 2019,Group," Does not look much from the outside, though I did like the old brick building integrated into the new structure, but internally there is a very impressive foyer with an amazing sculpture. The room was large and very comfortable and had an amazing view across the Mersey.  Reception staff were friendly and helpful. Breakfast was a cooked buffet or continental with plenty of choices for both.",9.0,Enjoyable Trip,1,location|comfort|staff|food/drink|
United Kingdom,Standard Room,3  ,September 2019,Couple, Breakfast was very good particularly the choice of food available,8.3,Very Good,1,food/drink|
South Africa,Standard Room,4  ,October 2019,Family, We chose not to have breakfast at the hotelQuite,7.9,Good,1,food/drink|
United Kingdom,Standard Room,5  ,October 2019,Solo traveler, On arrival Giana greeted me with a smile and was very welcoming.  The location of the property was brilliant for my needs.  The room service was a good variety of choices on the menu.  The WiFi was free and excellent.,6.7,Pleasant,1,location|staff|restaurant|internet|
United Kingdom,Standard Room,1  ,September 2019,Couple, The leisure facilities,7.0,Good,1,
Sweden,Standard Room,1  ,October 2019,Couple, Excellent sauces with meals,8.0,Pleasant experience,1,food/drink|
United Kingdom,Standard Room,2  ,October 2019,Couple, Beds very comfy and quiet hotel,7.5,"Rooms on par with premier inn, bar and meals expensive for average items.",1,bed|comfort|noisiness|
United Kingdom,Superior Room with River view,1  ,September 2019,Couple," Room was lovely, reception staff were lovely",7.0,Would definately come back maybe arrive a bit sooner for breakfast,1,staff|
United Kingdom,Standard Room,2  ,September 2019,Couple, Excellent situation. Clean comfortable rooms. Friendly helpful staff.,9.2,Wonderful,1,dirty|comfort|staff|
United Kingdom,Superior Room with River view,1  ,September 2019,Couple, Bed really quiet and comfortable.,7.0,Good room and location but the room was a little tired.,1,bed|noisiness|comfort|
United Kingdom,Premium Room with River View,1  ,September 2019,Couple, Breakfast was good and hotel was clean,9.0,Would stop again but not at the weekend,1,food/drink|dirty|
United Kingdom,Standard Room,1  ,September 2019,Couple," The location was just perfect for where we wanted to be in Liverpool. Just around the corner from the panoramic 34 restaurant. Very close to the liver building and a short stroll to the Albert Dock and to all the shops. Parking was separate but only £13 for 24 hours in a secure car park close by. The use of the swimming pool, sauna and steam room was good. Breakfast was good. We asked for a quiet room and it was the most quiet room I have ever had in a hotel and slept very well.",9.2,Wonderful,1,location|restaurant|parking|fitness|food/drink|noisiness|
United Kingdom,Premium Room with River View,1  ,September 2019,Couple, Staff were nice,7.1,Good,1,staff|
Netherlands,Standard Room,1  ,September 2019,Couple," Close to city center, breakfast, bed",8.3,Good stay,1,location|food/drink|bed|
United Kingdom,Standard Room,2  ,September 2019,Family, Bed very comfy. Quiet too,9.0,Very enjoyable,1,bed|comfort|noisiness|
United Kingdom,Superior Room with River view,2  ,September 2019,Couple, The staff all of them gave excellent customer service and with a smile fantastic,7.0,My partner and I had a great few days in Liverpool,1,staff|
United Kingdom,Standard Room,1  ,September 2019,Couple," The staff were helpful, the room we upgraded to spacious and the bed huge and comfortable. Locationwise the hotel is on the outskirts of L1.",7.0,Rooms a little disappointing.,1,staff|bed|comfort|
United Kingdom,Premium Room with River View,1  ,September 2019,Group, See tripadvisor review,7.5,Good,1,
United Kingdom,Premium Room with River View,2  ,September 2019,Couple, Staff were lovely and very fit for purpose.,9.2,Suited our purposes!,1,staff|
United Kingdom,Premium Room with River View,1  ,September 2019,Solo traveler," Towels, gown, slippers and bathroom. Nice toiletries too.
Clean sheets, nice pillows.",7.5,Good,1,bathroom|dirty|bed|
United Kingdom,Standard Room,1  ,September 2019,Couple, Only there for breakfast food excellent,9.2,Very pleasant overnight stay,1,food/drink|
United Kingdom,Standard Room,2  ,September 2019,Couple, Excellent breakfast.  Good location for our tourist excursion.,7.9,Very pleasant and good value for a couple of nights.,1,food/drink|location|
United Kingdom,Superior Room with River view,1  ,September 2019,Couple, The bed,7.1,Good,1,bed|
United Kingdom,Standard Room,2  ,September 2019,Couple, Very beautiful clean hotel ... can’t hear a thing in the rooms . Breakfast was great ..,9.2,Great,1,dirty|food/drink|
United Kingdom,Standard Room,1  ,September 2019,Couple," Lovely big room and comfortable bed, good shower",8.3,"Lovely room, too much noise intrusion",1,comfort|bed|bathroom|
United Kingdom,Superior Room with River view,2  ,September 2019,Couple," Very quiet room, peaceful with a good river view, great location for us.",7.9,Good,1,noisiness|location|
Isle of Man,Standard Room,1  ,August 2019,Couple, Everything,7.1,Good,1,
United Kingdom,Standard Room,2  ,September 2019,Couple," The staff were really friendly and helpful, they found us an early room to check in and kept our bags safe for the day as we went out.",7.5,Good,1,staff|
United Kingdom,Premium Room with River View,1  ,September 2019,Couple, Friendliness of staff,7.1,Good,1,staff|
United Kingdom,Standard Room,1  ,August 2019,Couple, Nice views,8.8,Excellent,1,location|
Isle of Man,Standard Room,2  ,September 2019,Group, Breakfast good staff great very helpful and friendly,9.0,Pleasant and comfortable,1,food/drink|staff|
United Kingdom,Standard Room,1  ,September 2019,Solo traveler, Location near office,6.7,Pleasant,1,location|
United Kingdom,Standard Room,1  ,September 2019,Couple," Beds where comfy, spa was ok",6.7,Pleasant,1,bed|comfort|fitness|
Australia,Premium Room with River View,2  ,September 2019,Couple," Great facilities, huge bed, helpful staff",9.2,Wonderful,1,bed|staff|
United Kingdom,Standard Room,1  ,September 2019,Couple, Location good,8.8,Excellent,1,location|
United Kingdom,Standard Room,1  ,September 2019,Couple," Bed was huge , good size room and bathroom",7.5,Could have been better,1,bed|bathroom|
Ireland,Standard Room,3  ,September 2019,Group, Comfy beds. Friendly staff.,8.8,Enjoyable.,1,comfort|bed|staff|
United Kingdom,Standard Room,1  ,September 2019,Group," Contemporary design with interesting layout. Good breakfast in a cafe area with lots of. Choice of seating types
nd good views over the Mersey.",8.8,Perfect for the Albert Dock,1,comfort|food/drink|restaurant|location|
Spain,Premium Room with River View,1  ,August 2019,Couple," Good location.
Very modern.
Confortable bed.",8.8,It was okay,1,location|comfort|bed|
United Kingdom,Standard Room,1  ,September 2019,Solo traveler, The bed and view of my room.,8.3,Very Good,1,bed|location|
United Kingdom,Superior Room with River view,1  ,September 2019,Couple, The reception staff were very nice,7.5,Good,1,staff|
United Kingdom,Superior Room with River view,1  ,August 2019,Couple, Nice big bed   good location,7.9,Good,1,bed|location|
United Kingdom,Standard Room,2  ,September 2019,Group," The choice was good, and tables were cleared very promptly",9.2,"A very pleasant stay, only slightly marred by my key card failing to operate.",1,location|
United Kingdom,Standard Room,1  ,September 2019,Family, The room view  comfy bed,7.9,Short but sweet,1,location|comfort|bed|
United Kingdom,Standard Room,1  ,September 2019,Couple," Nice and bright ambience and modern feel
The swimming pool was warmish",9.2,Altogether a comfortable stay. I will come again,1,comfort|fitness|
United Kingdom,Premium Room with River View,2  ,September 2019,Couple, Staff were very helpful,9.2,Wonderful,1,staff|
United Kingdom,Standard Room,2  ,September 2019,Couple," Great location, Big hotel very clean",8.3,Very Good,1,location|dirty|
United Kingdom,Premium Room with River View,1  ,September 2019,Couple, The bed the breakfast,8.3,Very Good,1,bed|food/drink|
United Kingdom,Premium Room with River View,1  ,August 2019,Couple," Hotel was lovely, amazing design and layout and best night sleep ever had in hotel :-). Room view perfect and very nice welcome to receive cake thank you. Perfect for our Wedding Anniversary. All staff very friendly.",7.5,"Gorgeous hotel,lovely staff. Poor breakfast!",1,bed|location|staff|
United Kingdom,Premium Room with River View,2  ,September 2019,Couple," - staff were friendly and helpful (except spa)
- spacious room
- TV channels
- early check in and late check out options",7.5,Five star staff,1,staff|fitness|tv|internet|
United Kingdom,Premium Room with River View,1  ,September 2019,Couple, Loved the delicious meal we had & the friendly staff.,8.8,Excellent,1,food/drink|staff|
United Kingdom,Standard Room,1  ,August 2019,Solo traveler," Staff were happy and helpful, the view over the Mersey was fantastic, beds were very comfortable. I",7.5,Good,1,staff|location|bed|comfort|
United Kingdom,Standard Room,1  ,August 2019,Couple, Location was very good. Facilities also good. Breakfast was excellent.,6.7,Pleasant,1,location|food/drink|
United Kingdom,Standard Room,2  ,August 2019,Couple," Great staff, great breakfast and nice bar.
A great city that is on the doorstep of this hotel.
Best bit is the location.",8.3,Top location for a top city.,1,staff|food/drink|restaurant|location|
United Kingdom,Standard Room,2  ,August 2019,Group," Reception Staff were very Helpful & Friendly. Breakfast was very good. Loads to choose from. Just a shame fried eggs were not part of the standard full English. They had to be ordered. Which meant when it was busy, they did'nt arrive in time to have with the rest of your breakfast.",7.5,Good Trip to Liverpool,1,staff|food/drink|
United Kingdom,Standard Room,1  ,August 2019,Family, Food was lovely too and was nice to have a swim in morning,7.1,Good,1,food/drink|
United Kingdom,Superior Room with River view,1  ,August 2019,Couple, Modern with all necessities,9.2,Wonderful,1,comfort|
United Kingdom,Standard Room,1  ,August 2019,Group, The spa,8.3,Pleasant,1,fitness|
United Kingdom,Premium Room with River View,1  ,August 2019,Couple," The hotel was quite a distance from the main part of town and although we walked to Albert Dock on a couple of occasions it was easier to grab a taxi, however, the parking was only £13 for off site secure parking for 24 hours and for that we thought it was very good.  The staff were generally ok but Claire on reception was fabulous.  She was really helpful and gave us pointers of what we should do and deserves a gold star for her CRM.",7.1,Loved Liverpool but would probably stay closer to Albert Dock if we came again.,1,location|parking|staff|
United Kingdom,Premium Room with River View,2  ,August 2019,Couple, Good position. Comfortable room,8.3,Good basic hotel,1,comfort|
United Kingdom,Standard Room,1  ,August 2019,Family," Good location, nice inside, breakfast excellent",7.1,Nice hotel in good location but in room facilities poor,1,location|food/drink|
Jersey,Premium Room with River View,1  ,August 2019,Solo traveler, Staff were very friendly and the breakfast was nice,7.5,Good,1,staff|food/drink|
United Kingdom,Standard Room,2  ,August 2019,Couple, Nice and quiet,9.2,Wonderful,1,noisiness|
United Kingdom,Superior Room with River view,1  ,August 2019,Couple, Really big bed. Nice bathroom and good TV with a selection of channels. Room was right next to the road but was very quiet.,8.8,Rad Blu,1,bed|bathroom|tv|internet|noisiness|
United Kingdom,Premium Room with River View,3  ,August 2019,Couple, Bar prices were too high. Staff were friendly and helpful.,7.1,ok  quite a good location but not much near by is open on a Sunday.,1,restaurant|price|staff|
United Kingdom,Premium Room with River View,1  ,August 2019,Couple, Great location and parking only a short walk.,6.7,Pleasant,1,location|parking|
United Kingdom,Standard Room,2  ,August 2019,Couple," Breakfast and breakfast staff were fa.
Loved towels and television",7.5,Comfortable and friendly hotel,1,food/drink|staff|bathroom|tv|
United Kingdom,Superior Room with River view,3  ,August 2019,Couple," The staff were attentive and helpful, the hotel was clean and always tidy and the food was of a good standard",8.8,Great apart from the extract fan,1,staff|dirty|food/drink|
United Kingdom,Standard Room,1  ,July 2019,Family," Bed was really comfortable. Room was clean, location was great.",7.1,Good enough but could do with some updating.,1,bed|comfort|dirty|location|
Ireland,Standard Room,2  ,August 2019,Group, Ease of booking. Location was a factor too.,9.2,The hotel was convient  and practical.,1,location|
Belgium,Standard Room,2  ,August 2019,Couple," Very friendly and helpful staff. Although there was a wedding on Saturday, our sleep wasn’t disturbed. It was my second stay, and it won’t be my last! Breakfast was perfect!",7.5,Good,1,staff|bed|food/drink|
United Kingdom,Superior Room with River view,1  ,August 2019,Couple," The facilities were great, very good sized room with a range of useful products in the room free of charge. Also, the health facilities were great!",9.2,Wonderful,1,staff|
United Kingdom,Superior Room with River view,1  ,August 2019,Family, Comfortable spacious bed friendly atmosphere helpful staff,9.2,Wonderful,1,comfort|bed|staff|
United Kingdom,Standard Room,1  ,August 2019,Couple, Crusty bread was lovely and fresh,9.2,Wonderful,1,
United Kingdom,Standard Room,2  ,August 2019,Couple, The staff were friendly enough,6.7,Not 4 star,1,staff|
United Kingdom,Premium Room with River View,2  ,August 2019,Couple, The king size bed was very comfortable,7.5,A little disappointing for the price,1,bed|comfort|
United Kingdom,Premium Room with River View,2  ,August 2019,Couple, Ideally situated to explore Liverpool,7.9,Two nights stay,1,
Ireland,Standard Room,3  ,August 2019,Family, Room spacious,9.2,Happy,1,
Canada,Standard Room,3  ,August 2019,Couple, The view was spectacular. The furnishings were fun and quirky. It was very clean.,7.9,Loved Liverpool and having a pleasant room to come back to after a day of exploring was awesome.,1,location|dirty|
Saudi Arabia,Junior Suite,2  ,August 2019,Family, quite and big room,8.3,Very Good,1,
United Kingdom,Standard Room,1  ,August 2019,Couple," Really comfortable bed, lovely river view from room. Lovely helpful staff. Clean and well decorated. Would stay again.",9.2,Liverpool weekend away.,1,comfort|bed|location|staff|dirty|
United Kingdom,Premium Room with River View,4  ,August 2019,Couple," Huge, comfy bed and lots of toiletries provided. Also an ice station on every floor.",7.9,Very enjoyable stay,1,comfort|bed|
Ireland,Premium Room with River View,1  ,August 2019,Couple, Spacious and comfortable; good facilities,8.8,Excellent,1,comfort|
United Kingdom,Standard Room,4  ,July 2019,Group, The breakfast was good and the location is easily accessible,7.5,It was a good experience,1,food/drink|location|
United States of America,Standard Room,1  ,August 2019,Group," Beds good, nice room size, good view",7.1,Good,1,bed|location|
United Kingdom,Standard Room,1  ,July 2019,Solo traveler, Na,8.8,Excellent,1,
United Kingdom,Premium Room with River View,1  ,August 2019,Couple," The staff, breakfast",7.5,Good,1,staff|food/drink|
Austria,Premium Room with River View,2  ,August 2019,Family, Great breakfast,8.3,Very Good,1,food/drink|
United Kingdom,Premium Room with River View,1  ,August 2019,Couple," The bed was big and roomy, but a little soft would have benefited from extra pillows,",8.3,Comfortable stay in a good quiet location,1,bed|comfort|
United Kingdom,Standard Room,1  ,August 2019,Couple, The bed was very comfy,8.8,We had dust and dirt on the light switch and dust was sat on the top of the carpet next to were I wa,1,bed|comfort|
Isle of Man,Standard Room,2  ,August 2019,Group," Breakfast food was good, but my friend on three occasions ask things to be top up.
Also my wife and I were sat in reception, and heard two members of staff swearing at each other. Between 1-2pm on Wednesday the 7th, we felt very uncomfortable, don’t really expect that. Not sure if we will stay at the hotel again, that was are third time.",7.5,Good,1,food/drink|staff|noisiness|
United Kingdom,Standard Room,2  ,August 2019,Group, The bed was really comfy and we had a lovely view of the mersey,7.5,We had a lovely stay breakfast very good,1,bed|comfort|location|
United Kingdom,Standard Room,3  ,August 2019,Group," Close to the venue I was attending. Very comfortable beds, friendly , efficient staff.",9.2,"Relaxing, comfortable and friendly.",1,comfort|bed|staff|
United Kingdom,Premium Room with River View,1  ,July 2019,Couple, The room and bathroom were both clean and a good size. The reception staff were very helpful and recommended carpark around the corner.,7.5,Good,1,bathroom|dirty|staff|
United Kingdom,Premium Room with River View,1  ,August 2019,Couple," Great welcome, good breakfast, room nicely designed and clean",7.9,Good,1,food/drink|dirty|
United Kingdom,Standard Room,1  ,August 2019,Couple, The space and the comfort was exceptional,8.3,Fully rested & destressed so so peaceful,1,comfort|
United Kingdom,Premium Room with River View,3  ,August 2019,Family," The amenities, location",7.5,It was good and relaxing stay.,1,location|
United Kingdom,Standard Room,2  ,July 2019,Family," Clean, modern  and convienient",9.2,Wonderful,1,dirty|comfort|
United Kingdom,Premium Room with River View,2  ,August 2019,Couple, Breakfast was amazing!! Location was great!!,9.2,We had an amazing stay!!,1,food/drink|location|
Isle of Man,Standard Room,1  ,August 2019,Group, Location,6.7,Pleasant,1,location|
United Kingdom,Standard Room,1  ,August 2019,Couple," Lovely big room and bathroom. Good shower.
Helpful staff.",8.8,Excellent,1,bathroom|staff|
Ireland,Standard Room,2  ,July 2019,Couple," Reception staff was very professional, helpful and friendly. They gave an excellent representation for the hotel.",7.9,Good Value. Friendly staff. Excellent location.,1,staff|
Mexico,Standard Room,2  ,August 2019,Family, Bed very comfortable,7.9,"Central, clean and very good breakfast.",1,bed|comfort|
United Kingdom,Standard Room,1  ,July 2019,Group, Good overall value,7.9,Good,1,price|
United Kingdom,Standard Room,1  ,July 2019,Group," Decent enough self serve breakfast, staff were attentive and the rooms spacious and with good working wi-fi and Air Con / Heating.",6.7,Disappointing standard of finish and cleanliness for a higher end Hotel in a major UK city.,1,food/drink|staff|internet|temperature|
United Kingdom,Standard Room,1  ,July 2019,Group, Room and view.,9.2,Wonderful,1,location|
United Kingdom,Standard Room,1  ,July 2019,Group, Well situated for what we were doing in Liverpool,7.9,Pleasant staff..Preferred previous visit though,1,
United Kingdom,Premium Room with River View,2  ,July 2019,Couple, The pool and gym were nice,6.7,"Nice staff, good gym, crap room.",1,fitness|
United Kingdom,Standard Room,1  ,July 2019,Couple," Breakfast was ok.
Pleasant helpful staff.",6.7,1 night at Radisson!,1,food/drink|noisiness|staff|
United Kingdom,Standard Room,2  ,July 2019,Group, Breakfast was excellent. Lots of choice and good quality. Well worth the cost,8.8,Good food comfy beds hot water - staff very helpful,1,food/drink|
France,Standard Room,2  ,July 2019,Couple, Breakfast chaotic ran out of food,7.9,Good,1,food/drink|
