Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Superior Double Room,2  ,January 2019,Solo traveler, The window view and the gym,8.3,Very Good,0,1,location|fitness|
United Kingdom,Superior Double Room,1  ,January 2019,Group, Spacious rooms. Elemis toiletries. Great value for money.,7.9,Excellent location & value for money,0,1,price|
United Kingdom,Superior Twin Room,1  ,January 2019,Family, Good location,9.2,Wonderful,0,1,location|
United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler, Location,9.2,Wonderful,0,1,location|
Italy,Superior Twin Room,1  ,January 2019,Family, Staff is professional and very kind. Rooms are quite confortable.,9.6,A good and quiet stay,0,1,staff|
United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler," Bed was very comfortable, the double aspect view of the city at night was lovely.",8.3,"Comfortable night, with plenty of space",0,1,bed|comfort|location|
United Kingdom,Executive Double Room,3  ,January 2019,Solo traveler, .,8.3,Very Good,0,1,
United Kingdom,Superior Double Room,1  ,January 2019,Group, The room,8.3,Very nice,0,1,
United Kingdom,Superior Double Room,2  ,January 2019,Solo traveler," Clean room,good size& smart TV. Friendly and attentive people.",6.7,Good hotel but food in restaurant was overpriced.,0,1,dirty|tv|staff|
Nigeria,Superior Double Room,2  ,December 2018,Solo traveler, Location was quite good. Breakfast was good.,6.7,Fantastic,0,1,location|food|
Oman,Superior Twin Room,4  ,January 2019,Group, Amazing staff specially the recipients,9.2,Lovely staying in the hotel,0,1,staff|
United Kingdom,Superior Double Room,1  ,December 2018,Group, Fab service,9.6,Enjoyed and would stay again.,0,1,staff|
United Kingdom,Superior Double Room,1  ,January 2019,Couple, Great room with city views and great location,7.5,Good,0,1,location|
United Kingdom,Superior Twin Room,1  ,January 2019,Group, Location,7.5,Very good,0,1,location|
United Kingdom,Superior Double Room,1  ,January 2019,Family, The breakfast was amazing for myself my partner and my 9 month old son. So much choice and great staff,8.8,Fabulous as always,0,1,food|staff|
Ireland,Superior Double Room,1  ,December 2018,Solo traveler," friendly staff .excellent city centre location close to all amenities.
comfortable room.",9.2,hotel had a friendly feel .staff very pleasant and accommodating. retained luggage prior to check in,0,1,staff|location|comfort|
United Kingdom,Executive Triple Room,2  ,January 2019,Group," The view was spectacular as we were on 20th floor. The food at Chino Latino was excellent, generous portions. Trinity shopping centre and other shops close by.",9.6,Very professional . Welcoming and helpful,0,1,location|drink|food|restaurant|
United Kingdom,Executive Double Room,1  ,December 2018,Couple, Location,7.9,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,January 2019,Couple, Great size room with a massive and comfortable bed. Great location too,9.6,Exceptional,0,1,comfort|bed|location|
United Kingdom,Superior Double Room,2  ,January 2019,Couple, The bed was comfy and the tv had sky including movies and sports.,8.3,Very Good,0,1,bed|comfort|tv|
United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler," Location was great, facilities in the hotel.",6.7,"Nice hotel but no atmosphere, or particularly welcoming",0,1,location|
Malta,Superior Double Room,2  ,January 2019,Couple, Very good location,9.2,Wonderful,0,1,location|
United Kingdom,Superior Double Room,2  ,January 2019,Solo traveler," Full sky channels in your room.
Really good size rooms
Excellent shower
Huge super king size bed
Staff are really nice 
I was on the 18tu floor. Amazing views!!!
Excellent location. Directly next to Trinity shopping centre and opposite the train station
Really clean and modern",7.5,Perfect hotel for work. Location is spot on!,0,1,tv|wifi|bathroom|bed|staff|location|dirty|comfort|
United Kingdom,Executive Double Room,1  ,December 2018,Family," Good location, clean, comfy, too bad about staff",7.9,Good,0,1,location|dirty|comfort|staff|
United Kingdom,Superior Double Room,1  ,January 2019,Group, location,7.9,Good,0,1,location|
Oman,Superior Twin Room,1  ,January 2019,Family, The toilet and the towels should be more clean,7.9,A lovely place with freindly recieption,0,1,bathroom|dirty|
United Kingdom,Superior Twin Room,1  ,January 2019,Group, rooms big and comfy bottle water nice plenty towels. being able to leave your luggage to shop great.,9.6,mum and daughter over nighter was really good,0,1,comfort|drink|dirty|bathroom|restaurant|
United Kingdom,Superior Twin Room,1  ,January 2019,Family, Breakfast was great and the hotel was in a great location close to shops and restaurants ideal for a weekend away,8.8,Excellent,0,1,food|location|restaurant|
United Kingdom,Superior Twin Room,1  ,January 2019,Solo traveler, Value,8.3,Cheap but good four star stay,0,1,price|
United Kingdom,Superior Double Room,1  ,January 2019,Family," Decided to go on the train and the hotel was literally over the road 😁 The staff were very friendly and welcoming, breakfast was splendid and the atmosphere was brilliant the staff in the restaurant could not do enough for us, everything was perfect and tasty. The room was nice and warm and the bed was comfy. We had a huge bath so treat ourselves to a Lush bath bomb and a pamper. Would definitely stay there again in fact we wouldn't stay anywhere else in Leeds now! 😁👍",9.6,SMASHING LOVELY GREAT 😁,0,1,staff|food|restaurant|bed|comfort|bathroom|
United Kingdom,Superior Double Room,1  ,January 2019,Couple, Location,7.1,Good,0,1,location|
Angola,Superior Double Room,3  ,December 2018,Solo traveler, location and overall service,9.6,great expirence. I higly recomend,0,1,location|staff|
United Kingdom,Superior Double Room,2  ,December 2018,Group, Location,9.6,Brilliant,0,1,location|
Japan,Executive Double Room,1  ,January 2019,Family, The room I stayed was comfortable and spacious. Inside the room it was very clean.,8.8,Excellent,0,1,comfort|dirty|
United Kingdom,Superior Twin Room,1  ,January 2019,Couple, Very big clean rooms. Staff were very nice.,9.6,Exceptional,0,1,dirty|staff|
United Kingdom,Superior Double Room,2  ,December 2018,Couple, Very friendly and helpful reception staff.,9.6,Great Location and Staff,0,1,staff|
United Kingdom,Superior Double Room,2  ,December 2018,Solo traveler," Great location, comfortable and convenient room. Can’t comment on dining as I ate out.",9.6,Exactly what I was looking for.,0,1,location|comfort|restaurant|
United Kingdom,Superior Twin Room,2  ,December 2018,Couple, Excellent location for all the shopping centres.,7.9,Good,0,1,location|
United Kingdom,Superior Double Room,2  ,January 2019,Family, Very comfy and spacious room,7.5,Great pkace to stay,0,1,comfort|
United Kingdom,Superior Double Room,1  ,January 2019,Group, Location,7.9,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,January 2019,Couple," Great location, couldn’t ask for anywhere better.",7.1,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Great view, location is excellent,  very spacious",8.3,Very Good,0,1,location|
United Kingdom,Superior Double Room,2  ,January 2019,Couple, Great location!,6.7,Pleasant,0,1,location|
Malaysia,Executive Double Room,5  ,December 2018,Family, Location. Very near to train station and Trinity mall is just in front the main entrance hotel.,7.9,Good,0,1,location|
United Kingdom,Superior Twin Room,1  ,December 2018,Family," Very good location near enough centre to be accessible but not noisy or problem of wanting peace and quiet.
Breakfast was lovely and very good value. Overall a very pleasant experience.",9.2,Wonderful,0,1,location|noisiness|food|price|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," staff extremely friendly.
room little  dusty found previous people's property handed in.",9.6,definitely will be back,0,1,staff|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Location,9.2,Wonderful,0,1,location|
United Kingdom,Executive Double Room,1  ,December 2018,Couple, Executive room was not the cleanest. Bottle tops found near television.,7.5,Good,0,1,drink|location|tv|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," The location is perfect, right at the train station, and close to lots of parking. 
Bars and restaurants are just around the corner.",8.8,Excellent,0,1,location|parking|drink|restaurant|
United Kingdom,Superior Twin Room,1  ,December 2018,Solo traveler, nice room bed  food,9.2,great,0,1,bed|drink|food|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Location and cost, clean and tidy and friendly and was able to check in earlier than stated.",7.1,Good,0,1,location|dirty|staff|
United Kingdom,Executive Double Room,1  ,December 2018,Family," Lovely hotel and very central to where we wanted to visit. The rooms we booked where extremely spacious and had amazing views over the city centre. Good facilities in the room including tea, coffee, fridge, hairdryer, iron and ironing board .Lovely breakfast and good value for money.",7.9,Despite the few problems i have mentioned we would stay in this hotel again.,0,1,location|drink|food|price|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Lovely hotel room and great location!,8.8,Excellent,0,1,location|
United Kingdom,Superior Twin Room,1  ,December 2018,Family, The bed was so comfy. It was the king bed and exceeded my expectations. The sofa bed was double as well. The city views were amazing. Would book park plaza hotel again! Only gym and swimming pool / sauna room needed to compliment everything. I keep fit every day and waking up to a gym at park plaza would be a great bonus!,8.3,Awesome,0,1,bed|comfort|location|fitness|
United Kingdom,Executive Double Room,1  ,December 2018,Couple, There were holes in the bathroom tiles room 1908 and the coffee machine leaked whilst trying to use it but otherwise its a lovely hotel,8.8,Good value hotel,0,1,bathroom|drink|
United Kingdom,Superior Double Room,2  ,December 2018,Solo traveler, The location is great. The view is amazing,7.9,"Bad pillows, bad nights sleep. Good view.",0,1,location|
United Kingdom,Executive Triple Room,1  ,December 2018,Group, Location,7.9,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Good view of Leeds from our tenth floor room, the breakfast we received was fantastic too!",6.7,Overcharged but still enjoyed.,0,1,location|food|
United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler, Hotel was clean and located well,7.9,Good,0,1,dirty|location|
United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler," Excellent staff, huge comfortable bed, great view, and brilliant location.",9.6,Exceptional,0,1,staff|comfort|bed|location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Me and my partner, stayed on the 17th floor and the view was beautiful. Bed was comfy, everything was clean, room was lovely. Would definitely recommend.",9.6,"Fantastic location, brilliant staff, clean spacious room.",0,1,location|bed|comfort|dirty|
United Kingdom,Superior Twin Room,2  ,December 2018,Couple, Room and view,7.1,Lovely room and location but breakfast terrible,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler, Clean; comfortable bed; great view from the 19th floor; free WiFi was easy to use,7.5,Good,0,1,dirty|comfort|bed|location|wifi|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, Rooms clean and location great.,7.1,Good,0,1,dirty|location|
United Kingdom,Executive Triple Room,1  ,December 2018,Couple, Cheap hotel very close to station and central Leeds,7.1,Overnight for Graduation Ceremony,0,1,price|location|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, The location was Perfect..the room was big enough and facilities were good,8.3,Very Good,0,1,location|
Brunei,Executive Double Room,1  ,December 2018,Family, The bed was so comfy!,7.5,Pleasant stay,0,1,bed|comfort|
Malaysia,Superior Double Room,1  ,December 2018,Couple," The location is superb, easy to access to the city.",8.8,Overall we are lucky to stay in the city close to most thing for one night stay.,0,1,location|
United Kingdom,Executive Double Room,1  ,December 2018,Group, Central Location was perfect. Unfortunately it was a very brief visit and I didn't have enough time to really enjoy all the facilities,7.9,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Location,7.5,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Huge room, exceeded my expectation and a very luxurious bathroom. Stunning views from the room",7.1,Good,0,1,price|bathroom|location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Great central location
Modern clean rooms",7.9,Good,0,1,location|comfort|dirty|
United Kingdom,Superior Double Room,6  ,November 2018,Solo traveler, Very central location opposite the train station and adjacent to shopping centre,7.5,"Centrally located, stylish hotel with poor WiFi connection",0,1,location|
United Kingdom,Executive Double Room,1  ,December 2018,Family, The Staff were very helpful and the view from the window was amazing. The hotel was situated in an ideal place for our needs.,6.7,Pleasant,0,1,staff|location|
United Kingdom,Executive Double Room,1  ,December 2018,Family, Friendly staff and bar service,8.5,Friendly,0,1,staff|drink|restaurant|
United Kingdom,Executive Triple Room,1  ,November 2018,Group, Good location quiet and clean,7.5,Good,0,1,location|noisiness|dirty|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, Good location. Clean,7.5,Good,0,1,location|dirty|
United Kingdom,Superior Double Room,1  ,December 2018,Family, Reception staff very helpful and friendly. Rooms and surroundings very clean.,7.5,Good,0,1,staff|dirty|
United Kingdom,Superior Twin Room,1  ,December 2018,Group," Clean, smart room, charming staff, I regret not using the breakfast area as it was better than any breakfast restaurant around us, the location was perfect, great for the train station and great for bars.",9.6,Short and sweet.,0,1,dirty|staff|food|location|restaurant|drink|
United Kingdom,Executive Triple Room,1  ,November 2018,Group, Room said to be available from 2pm however was still not ready at 2:30pm. Very inconvenient but staff sorted quickly.,7.9,Very good,0,1,staff|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Superb location for the station...,9.6,"Excellent, would definitely stay again",0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Group," This is a nice, comfortable city centre hotel.  Not upmarket, but not at the cheaper end of the market.  The buffet  breakfast was very good, the quality of the food better than average, and liked the fact that eggs could be ordered freshly cooked and served.",9.5,Comfortable better than average city centre hotel,0,1,comfort|location|price|food|drink|
United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler, Comfy beds and location,7.5,Good,0,1,comfort|bed|location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, The breakfast and staff were great,7.1,Adequate but not worth 100 quid,0,1,food|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, The bed was comfortable.,9.2,"Bed comfortable but cold bathroom, no hot water in the",0,1,bed|comfort|
Denmark,Superior Double Room,1  ,December 2018,Solo traveler," Location, gym room, bar and the staff.",9.6,Exceptional,0,1,location|fitness|drink|restaurant|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, really nice,9.6,Exceptional,0,1,
United Kingdom,Executive Triple Room,1  ,December 2018,Group," Great location and comfortable, clean rooms.",9.2,Wonderful,0,1,location|comfort|dirty|
United Kingdom,Superior Twin Room,2  ,December 2018,Group, Location brilliant,8.0,Very Good,0,1,location|
United Kingdom,Superior Twin Room,1  ,December 2018,Group, Great location an easy walk from train station even with luggage. Fab breakfast. We decided to eat in the hotel restraint due to the poor weather - couldn't fault the food or the service,8.3,Great location an easy walk from train station even with luggage & the rain!,0,1,location|food|drink|staff|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Location and size of room,8.8,Excellent,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Group, Location and high floor,9.5,Fabulous,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Comfortable room and close to city centre and train station,9.2,Wonderful,0,1,comfort|location|
United Kingdom,Superior Double Room,1  ,November 2018,Group, no bed side lights,7.9,Good,0,1,bed|
United Kingdom,Superior Twin Room,1  ,November 2018,Family, Receptionists very helpful,9.2,Wonderful,0,1,staff|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Close to railway station and right in town,8.3,Very Good,0,1,location|
United Kingdom,Superior Double Room,5  ,November 2018,Solo traveler, Large room with a good view of Leeds. The bed was comfortable and the bathroom was a decent size with a good shower. The staff were friendly and helpful. The location was great for me as it is very close to the train station and the office where I was working. A decent choice of food at breakfast. I didn't eat in the restaurant in the evening. There are loads of places to eat within a few minutes walk. Housekeeping was very good with toiletries etc refreshed every day.,9.2,very good location but needs an upgrade,0,1,location|bed|comfort|bathroom|staff|drink|food|restaurant|
United Kingdom,Executive Double Room,1  ,November 2018,Couple, perfect location and great staff!,8.3,leeds v reading and wifes conference,0,1,location|staff|
United Kingdom,Superior Twin Room,1  ,November 2018,Couple, beds really comfy and staff fantastic,9.6,Exceptional,0,1,bed|comfort|staff|
United Kingdom,Superior Twin Room,1  ,November 2018,Group," a nice breakfast, great hot and cold selection was good.",8.3,"Great location, near to transport links and nice sushi",0,1,food|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler," Really good hotel gym, good machines and free weights.  Really close to train station and city centre.  Stayed on 19th floor so awesome views over Leeds.",8.3,Leeds: Good gym in a hotel,0,1,fitness|location|
United Kingdom,Superior Double Room,1  ,November 2018,Group, Location & Breakfast,7.1,Good,0,1,location|food|
United Kingdom,Superior Twin Room,1  ,November 2018,Family, great location for shopping,7.9,ideal location,0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Fantastic stay, would reccomend",7.5,Good,0,1,
Ireland,Superior Twin Room,1  ,November 2018,Solo traveler, Breakfast was good,6.7,Pleasant,0,1,food|
United Kingdom,Superior Twin Room,2  ,November 2018,Family, Ryan on reception was extremely helpful in informing us of nearby parking and checking us in early,9.6,Very good stay,0,1,staff|location|parking|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, The view from room 1207 was amazing!,9.2,Amazing room & view but price a bit too high,0,1,location|
United Kingdom,Superior Twin Room,1  ,November 2018,Group," the booking in was a bit of a night mare due to booking .com saying I had cancelled the booking, but the staff were very help full, the beds in our room were fab. the dinning area was first class and the staff were first rate , thanks for the help",7.9,booking in a night mare but after that very good stay,0,1,staff|bed|location|
United Kingdom,Superior Double Room,2  ,November 2018,Group, Staff were helpful and the restaurant was excellent. Particularly Jamila in the restaurant on Saturday night,8.8,Park plaza,0,1,staff|restaurant|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Room was large with great facilities and very clean. Lovely bar area with friendly receptionist.,9.2,Very nice,0,1,dirty|drink|restaurant|location|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Group, Reception lady from Thailand. Lovely and helpful. Always chatty and welcoming.,7.5,Good,0,1,staff|
United Kingdom,Superior Double Room,1  ,November 2018,Group, Ideal location for centre.,8.8,Excellent,0,1,location|
United Kingdom,Executive Triple Room,1  ,November 2018,Group, Reception staff ALL very good,6.7,Room ok breakfast very poor,0,1,staff|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, Comfortable and good hotel close to downtown city centre Leeds and I have stayed there before.,8.8,Good value and well situated.,0,1,comfort|location|
United Kingdom,Superior Twin Room,1  ,November 2018,Couple," TV tea and coffee
Bed and pillow comfy",9.6,Exceptional,0,1,tv|drink|bed|comfort|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, Good location,7.9,"Good helpful staff, not worth the money. Thankfully paid for by company.",0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler," Lovely room - I had a superior double as was at a good rate.  There was a few little extras a Nespresso machine a large TV with sky a huge comfortable bed,  Breakfast is great with a huge selection.",8.8,"Ideal location for shopping, sightseeing or business",0,1,tv|comfort|bed|food|
United Kingdom,Executive Double Room,1  ,November 2018,Family, Friendly staff. Good location.,8.3,Very Good,0,1,staff|location|
United Kingdom,Superior Twin Room,1  ,November 2018,Group, The location is very central. The staff were very pleasant and helpful.-,9.2,Wonderful,0,1,location|staff|noisiness|
United Kingdom,Superior Double Room,1  ,November 2018,Family, Comfortable big bed,7.1,Good,0,1,comfort|bed|
United Kingdom,Executive Double Room,1  ,November 2018,Couple, Excellent location for hitting the nightlife of Leeds. Room very spacious with excellent views of Leeds. Facilities in room very good.,8.3,"Good location, excellent room facilities, great views",0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Family, Staff was was nice and helpful and the location was great,7.5,Great location but expensive for what you get.,0,1,staff|location|
United Kingdom,Executive Double Room,1  ,November 2018,Solo traveler," Great location, fantastic view from the top rooms! Great value for money.",8.8,Great location and fantastic views from top fllors!,0,1,location|price|
United Kingdom,Superior Double Room,1  ,November 2018,Family, Great central location.,7.5,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Excellent location, great view from the room and good amenities.",8.3,Leeds city centre stay,0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, The location in the center of Leeds is wonderful,7.1,Good,0,1,location|
Isle of Man,Superior Double Room,2  ,November 2018,Group, I liked how central the hotel was to train station and the shopping area and other amenities. I booked the Superior room this was very spacious and clean.,8.8,Only had a short but excellent stay and would definately book again.,0,1,location|dirty|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, fantastic location only a 3 minute walk from the train station. Close to all shops and restaurants all within walking distance. The hotel was clean and modern and good value for money. We were on the 12th floor so had lovely view of the city.,7.1,Great location and clean hotel,0,1,location|restaurant|dirty|comfort|price|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Went with this hotel due to the location as had a work do across the street. Room seemed relatively clean.,6.7,Alright for one night,0,1,location|dirty|
United Kingdom,Executive Triple Room,1  ,October 2018,Family," Location - very near station, shopping centre and restaurants etc",7.1,Good,0,1,location|restaurant|
United Kingdom,Executive Triple Room,1  ,October 2018,Group," Great location, close to all amenities including; train station, shopping and bars and restaurants.",9.2,Plesant,0,1,location|drink|restaurant|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Location was great.  Everywhere seemed clean and all facilities worked.,7.1,"Great Location, but for the same price you can stay somewhere nicer.",0,1,location|dirty|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, The bed was very comfy the room was a bit dated but clean,7.1,Good but would not stay again,0,1,bed|comfort|dirty|
United Kingdom,Superior Twin Room,1  ,November 2018,Group," Arranged late check out which was great, but didn’t tell us had to get new key after 12. Took all shopping up to room only to have to come down again, not great.",7.5,"Location great, staff good, but needs some upgrading.",0,1,
United Kingdom,Superior Double Room,2  ,November 2018,Couple, The  staff were so friendly and the beds were so comfortable . I asked for a quiet room and I never heard a thing .,9.6,I will definitely be back x,0,1,staff|bed|comfort|noisiness|
United Kingdom,Superior Twin Room,2  ,November 2018,Couple," Spacious room, good view of city centre, staff very attentive",7.5,Comfortable hotel for city stay,0,1,location|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Excellent breakfast and staff.  Location for visiting the city is excellent as very close to shopping and restaurants.,8.3,Lovely place and great location,0,1,food|staff|location|restaurant|
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Location, view, cleanliness",8.3,Very Good,0,1,location|dirty|
United Kingdom,Superior Twin Room,2  ,November 2018,Solo traveler," Great room, lovely bed linen. Good quality complimentary toiletries and towels. Excellent double head shower.",9.6,A relaxing and restorative break in one of my favourite UK cities.,0,1,bed|price|bathroom|
Italy,Superior Double Room,2  ,October 2018,Group, Location is center Leeds,7.5,Leeds central,0,1,location|
United Kingdom,Superior Twin Room,1  ,November 2018,Solo traveler," Coffee machine, water bottles, comfy beds",8.0,Very Good,0,1,drink|dirty|bathroom|comfort|bed|
United Kingdom,Superior Double Room,1  ,November 2018,Group," Excellent location , good breakfast .",7.5,Good,0,1,location|food|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Location. Decor wax goid. Tv was great.,7.1,Disappointed with the finer details as above. I expect more from a superior room stay.  I wouldn’t r,0,1,location|comfort|tv|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Location,7.1,Good,0,1,location|
United Kingdom,Executive Double Room,1  ,November 2018,Couple, The location is brilliant very central,7.5,Good,0,1,location|
United States of America,Superior Double Room,1  ,November 2018,Solo traveler, The location and staff were great.,9.2,Perfect location,0,1,location|staff|
United Kingdom,Superior Twin Room,1  ,October 2018,Solo traveler," The gym was great, room on the 15th Floor overlooking the city centre, right in the heart of town.",7.5,Great location in Leeds,0,1,fitness|location|
United Kingdom,Executive Triple Room,2  ,November 2018,Group," Beautiful city view, clean and spacious",8.3,Very Good,0,1,location|dirty|
United Kingdom,Superior Twin Room,1  ,November 2018,Group, Coffee machine and comfy beds,9.2,Spoilt by inconsiderate other guesrs,0,1,drink|comfort|bed|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Was a decent hotel and close to city centre,7.5,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Fab location clean spacious room. Everything you need for a weekend stay.,9.6,Exceptional,0,1,location|dirty|
United Kingdom,Superior Double Room,1  ,October 2018,Couple," Got upgraded, room was really lovely and clean, friendly staff",8.3,Very Good,0,1,dirty|staff|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, Great location and facilities . Lovely size and layout of room,8.8,Excellent,0,1,location|
United Kingdom,Executive Triple Room,1  ,November 2018,Group, Excellent location for shopping and restaurants. Comfortable beds. Nice bar on ground floor. Staff friendly.,7.1,Shopping trip,0,1,location|restaurant|comfort|bed|drink|staff|
United Kingdom,Superior Twin Room,1  ,October 2018,Solo traveler, The staff were professional. The location was very convenient. Good Room Service. Good bed.,6.7,Expensive for what it is,0,1,staff|location|bed|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Location - excellent - close to shopping area and across road from railway station.,7.9,Nice hotel to stay at right in the centre of Leeds,0,1,location|
United Kingdom,Superior Double Room,1  ,November 2018,Couple, Breakfast was very good.Liked that eggs were cooked to order,7.9,"Excellent location and breakfast,bed needs new mattress",0,1,food|
United Kingdom,Superior Twin Room,1  ,November 2018,Group," Great location, service overall, although found ourselves queuing a few times though for checking in and waiting to be greeted for breakfast.",7.9,Good,0,1,location|staff|food|
United Kingdom,Superior Twin Room,1  ,November 2018,Group," Great location my Son runs the Abbey Dash and we always stay at this hotel, lovely warm clean room and the breakfast has even more choice than last year. Beds were comfy and great view of the City.",9.2,"Great locaton, comfy room, lovely breakfast.",0,1,location|dirty|food|bed|comfort|
United Kingdom,Superior Double Room,1  ,November 2018,Family," The staff were really good, friendly and very helpful.  Bed was comfortable",6.7,Was ok.  Nothing special.,0,1,staff|bed|comfort|
United Kingdom,Superior Double Room,1  ,November 2018,Couple," Clean room, good choice for breakfast, friendly staff",9.2,Wonderful,0,1,dirty|food|staff|
United Kingdom,Superior Twin Room,1  ,November 2018,Solo traveler, I ordered room service for Breakfast  and it was delicious. Served on time and most enjoyable.,7.5,Very polite and helpful staff and Comfortable stay,0,1,staff|food|
United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler," Very convenient location, comfortable and quiet room, excellent breakfast, excellent WiFi",9.6,Generally very good value,0,1,location|comfort|noisiness|food|wifi|
United Kingdom,Superior Double Room,1  ,October 2018,Couple," Lovely hotel, friendly staff. Excellent location will definitely stay again.",9.6,Exceptional,0,1,staff|location|
United Kingdom,Superior Twin Room,1  ,October 2018,Group," Location, and spacious room",7.1,Good,0,1,location|
United Kingdom,Executive Triple Room,1  ,October 2018,Group," Great hotel, great location - exactly what you need for a 1 night stay!",9.6,Exceptional,0,1,location|
United Kingdom,Superior Twin Room,1  ,October 2018,Family," Bed comfortable, staff friendly and duty manager resolved an issue quickly.",8.8,Great location for shopping,0,1,bed|comfort|staff|
United Kingdom,Executive Double Room,1  ,October 2018,Couple, The cleanliness,9.2,Wonderful,0,1,dirty|
United Kingdom,Executive Triple Room,1  ,October 2018,Family, Spotlessly clean everywhere. Excellent location for everything. Staff friendly and efficient. Easy access to free WiFi.,7.9,Great location!,0,1,dirty|location|staff|wifi|
Ireland,Executive Double Room,2  ,October 2018,Family, Room was great for a family,8.8,Excellent,0,1,
United Kingdom,Superior Twin Room,1  ,October 2018,Family," Spacious room.
Comfortable bed, crisp sheets = good night’s sleep!",9.6,Excellent,0,1,comfort|bed|
United Kingdom,Superior Double Room,1  ,October 2018,Solo traveler, excellent food,8.3,enjoyable,0,1,drink|food|
United Kingdom,Superior Double Room,2  ,October 2018,Couple, Everything else was fine,7.5,Good,0,1,
United Kingdom,Executive Double Room,2  ,October 2018,Group," The hotel was clean, proximity to the city centre and the train station was great as well. Staff were very helpful and the rooms were cleaned quite frequently. Also you get access to full SKY channels which was amazing.",7.9,Great proximity to the train station and city centre. Access to full SKY catalogue from your room,0,1,dirty|location|staff|tv|wifi|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, The hotel was perfectly located and overall cleanliness and helpfulness was good.,7.5,It was a birthday treat to catch up with local family and the night/sleep was so disturbed,0,1,location|dirty|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Location and breakfast,9.2,Great location and breakfast,0,1,location|food|
Portugal,Superior Double Room,2  ,October 2018,Couple, Location and price.,7.9,Good,0,1,location|price|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Location was fantastic,7.1,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Location was great to be able to get out anywhere within Leeds. We were on floor 18 and the view was really good. Concession parking with Q parking was really good value.,7.5,Enjoyable location with great service from staff.,0,1,location|parking|price|
