Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
United States of America,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," I had a very comfortable stay at this hotel. I like the comfy bed, the delicious breakfast, and the friendly staff. I will stay here again.",10.0,I will stay here again.,1,comfort,0
United States of America,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," I had a very comfortable stay at this hotel. I like the comfy bed, the delicious breakfast, and the friendly staff. I will stay here again.",10.0,I will stay here again.,1,bed,0
United States of America,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," I had a very comfortable stay at this hotel. I like the comfy bed, the delicious breakfast, and the friendly staff. I will stay here again.",10.0,I will stay here again.,1,food/drink,0
United States of America,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," I had a very comfortable stay at this hotel. I like the comfy bed, the delicious breakfast, and the friendly staff. I will stay here again.",10.0,I will stay here again.,1,staff,0
Switzerland,Executive Room with Lounge Access,3,October 2019,Couple," Everything: staff, food, location, service, amenities, views, all top class !",10.0,Excellent service in the Business Bay Area,1,staff,0
Switzerland,Executive Room with Lounge Access,3,October 2019,Couple," Everything: staff, food, location, service, amenities, views, all top class !",10.0,Excellent service in the Business Bay Area,1,food/drink,0
Switzerland,Executive Room with Lounge Access,3,October 2019,Couple," Everything: staff, food, location, service, amenities, views, all top class !",10.0,Excellent service in the Business Bay Area,1,location,0
Uganda,Standard Room,1,October 2019,Solo traveler, Perfect location. Very close to Dubai mall. Clean and modern finish with beautiful interior design.,10.0,Great value for money,1,location,0
Uganda,Standard Room,1,October 2019,Solo traveler, Perfect location. Very close to Dubai mall. Clean and modern finish with beautiful interior design.,10.0,Great value for money,1,dirty,0
Uganda,Standard Room,1,October 2019,Solo traveler, Perfect location. Very close to Dubai mall. Clean and modern finish with beautiful interior design.,10.0,Great value for money,1,comfort,0
Croatia,Standard Room,4,October 2019,Group," Super cool hotel, staff is the best!",10.0,"Great stay, great staff!",1,staff,0
South Africa,Executive Room with Lounge Access,2,September 2019,Family, Breakfast was great and the kids enjoyed it. Really liked the location.,7.0,Good,1,food/drink,0
South Africa,Executive Room with Lounge Access,2,September 2019,Family, Breakfast was great and the kids enjoyed it. Really liked the location.,7.0,Good,1,location,1
Romania,Standard Room with Burj Khalifa View,4,September 2019,Couple, Valet Parking,10.0,Exceptional,1,parking,0
Saudi Arabia,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," The cleaness
The gym is super
The bed is comfortable
The wifi is great",7.1,Good,1,fitness,0
Saudi Arabia,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," The cleaness
The gym is super
The bed is comfortable
The wifi is great",7.1,Good,1,bed,0
Saudi Arabia,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," The cleaness
The gym is super
The bed is comfortable
The wifi is great",7.1,Good,1,comfort,0
Saudi Arabia,Standard Room with Burj Khalifa View,2,October 2019,Solo traveler," The cleaness
The gym is super
The bed is comfortable
The wifi is great",7.1,Good,1,internet,0
United Kingdom,Executive Room with Lounge Access,5,September 2019,Group," The property was centrally located. 
It was exceptionally clean and the staff were friendly and could not have done more to make our stay outstanding.",9.6,Exceptional,1,location,0
United Kingdom,Executive Room with Lounge Access,5,September 2019,Group," The property was centrally located. 
It was exceptionally clean and the staff were friendly and could not have done more to make our stay outstanding.",9.6,Exceptional,1,dirty,0
United Kingdom,Executive Room with Lounge Access,5,September 2019,Group," The property was centrally located. 
It was exceptionally clean and the staff were friendly and could not have done more to make our stay outstanding.",9.6,Exceptional,1,staff,1
India,Standard Room,3,September 2019,Group, Value for Money and Comfort,9.6,Exceptional,1,price,1
India,Standard Room,3,September 2019,Group, Value for Money and Comfort,9.6,Exceptional,1,comfort,0
Australia,Executive Room with Lounge Access,3,September 2019,Couple," It was a beautiful hotel with great facilities and helpful and friendly staff. We stayed three nights and our room was spacious and we were fortunate to receive an upgrade on our arrival. 
It was very quiet in our room and we didn’t hear any noise to disturb us. 
The bed was so comfortable and our room was serviced each day. 
It was also great to be able to access the day lounge and make a cup of tea and have a light snack. Breakfast was amazing too and a wide selection to choose from. We appreciated the warm arrival when going down to breakfast too.
There was nothing more that we wanted and we would definitely recommend this hotel.
Thanks Radisson Blu and staff for a perfect stay.",10.0,A perfect stay!,1,staff,0
Australia,Executive Room with Lounge Access,3,September 2019,Couple," It was a beautiful hotel with great facilities and helpful and friendly staff. We stayed three nights and our room was spacious and we were fortunate to receive an upgrade on our arrival. 
It was very quiet in our room and we didn’t hear any noise to disturb us. 
The bed was so comfortable and our room was serviced each day. 
It was also great to be able to access the day lounge and make a cup of tea and have a light snack. Breakfast was amazing too and a wide selection to choose from. We appreciated the warm arrival when going down to breakfast too.
There was nothing more that we wanted and we would definitely recommend this hotel.
Thanks Radisson Blu and staff for a perfect stay.",10.0,A perfect stay!,1,noisiness,0
Australia,Executive Room with Lounge Access,3,September 2019,Couple," It was a beautiful hotel with great facilities and helpful and friendly staff. We stayed three nights and our room was spacious and we were fortunate to receive an upgrade on our arrival. 
It was very quiet in our room and we didn’t hear any noise to disturb us. 
The bed was so comfortable and our room was serviced each day. 
It was also great to be able to access the day lounge and make a cup of tea and have a light snack. Breakfast was amazing too and a wide selection to choose from. We appreciated the warm arrival when going down to breakfast too.
There was nothing more that we wanted and we would definitely recommend this hotel.
Thanks Radisson Blu and staff for a perfect stay.",10.0,A perfect stay!,1,bed,0
Australia,Executive Room with Lounge Access,3,September 2019,Couple," It was a beautiful hotel with great facilities and helpful and friendly staff. We stayed three nights and our room was spacious and we were fortunate to receive an upgrade on our arrival. 
It was very quiet in our room and we didn’t hear any noise to disturb us. 
The bed was so comfortable and our room was serviced each day. 
It was also great to be able to access the day lounge and make a cup of tea and have a light snack. Breakfast was amazing too and a wide selection to choose from. We appreciated the warm arrival when going down to breakfast too.
There was nothing more that we wanted and we would definitely recommend this hotel.
Thanks Radisson Blu and staff for a perfect stay.",10.0,A perfect stay!,1,comfort,0
Australia,Executive Room with Lounge Access,3,September 2019,Couple," It was a beautiful hotel with great facilities and helpful and friendly staff. We stayed three nights and our room was spacious and we were fortunate to receive an upgrade on our arrival. 
It was very quiet in our room and we didn’t hear any noise to disturb us. 
The bed was so comfortable and our room was serviced each day. 
It was also great to be able to access the day lounge and make a cup of tea and have a light snack. Breakfast was amazing too and a wide selection to choose from. We appreciated the warm arrival when going down to breakfast too.
There was nothing more that we wanted and we would definitely recommend this hotel.
Thanks Radisson Blu and staff for a perfect stay.",10.0,A perfect stay!,1,food/drink,0
Kenya,Standard Room with Burj Khalifa View,3,September 2019,Solo traveler," Classic clean magnificent rooms, very friendly and cooperative staff especially Daniel and Delila.
Very good breakfast",9.6,"It was a wonderful stay, very clean nice rooms. Planning a visit with my family soon.",1,dirty,0
Kenya,Standard Room with Burj Khalifa View,3,September 2019,Solo traveler," Classic clean magnificent rooms, very friendly and cooperative staff especially Daniel and Delila.
Very good breakfast",9.6,"It was a wonderful stay, very clean nice rooms. Planning a visit with my family soon.",1,staff,0
Kenya,Standard Room with Burj Khalifa View,3,September 2019,Solo traveler," Classic clean magnificent rooms, very friendly and cooperative staff especially Daniel and Delila.
Very good breakfast",9.6,"It was a wonderful stay, very clean nice rooms. Planning a visit with my family soon.",1,food/drink,0
Australia,Standard Room with Burj Khalifa View,1,September 2019,Couple," Sparkling hotel in good location with friendly staff,  great food and little extras like late checkout and some free drinks thrown in.   Top spot",9.2,Top spot,1,location,0
Australia,Standard Room with Burj Khalifa View,1,September 2019,Couple," Sparkling hotel in good location with friendly staff,  great food and little extras like late checkout and some free drinks thrown in.   Top spot",9.2,Top spot,1,staff,0
Australia,Standard Room with Burj Khalifa View,1,September 2019,Couple," Sparkling hotel in good location with friendly staff,  great food and little extras like late checkout and some free drinks thrown in.   Top spot",9.2,Top spot,1,food/drink,0
Luxembourg,Standard Room with Burj Khalifa View,3,September 2019,Couple, We had an amazing room on the 19th floor. Staff was very helpful and nice.,9.6,Exceptional,1,staff,0
Egypt,Standard Room,2,September 2019,Family," location was very good but far from metro station, in winter it is gonna be much better",9.2,"i enjoyed my stat so much, bed was super comfy and room was spacious.",1,location,0
Australia,Standard Room,2,September 2019,Couple, Staff were absolutely pleasant...room was fantastic,10.0,Great location,1,staff,0
Australia,Standard Room,2,September 2019,Couple, Staff were absolutely pleasant...room was fantastic,10.0,Great location,1,noisiness,0
Australia,Standard Room with Burj Khalifa View,1,September 2019,Family, Great staff - very happy to help us find our way around in a 1 day stopover.,9.6,Fab overnighter,1,staff,0
United Kingdom,Executive Room with Lounge Access,7,September 2019,Couple," The hotel was spotless and there staff couldn't do anymore for us. The staff went out of their way to help with anything we requested. 
We booked an executive room with club lounge access, thanks to Pauline the lounge host you are a star and thank you for looking after us, we will be back.",10.0,Brilliant stay.,1,staff,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,staff,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,food/drink,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,restaurant,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,bathroom,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,dirty,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,location,0
Oman,Executive Room with Lounge Access,2,September 2019,Couple," We were quite pleased with the hotel - everything was the same as I've seen on the photos and what I expected!
Reception staff - Asma and David - were very nice, accommodating & helpful. Breakfast was good, in a spacious and bright restaurant; and the waitresses are very fast and friendly. 
We hade an executive room (62 sq.m - spacious!) with the balcony, a nice size bathroom and amazing ""rain shower"" - enjoyed a cold water after the hot and busy day! 
The only problem we had that our GPS wouldn't bring us to the right place. After going in circles 3-4 times, finally we had to use a Google map navigation (what is the only good option in Dubai - everything is changing so rapidly!) and got to the hotel. 
I would definitely stay there again :-)!",9.6,Nice stay,1,internet,0
Oman,Standard Room with Burj Khalifa View,2,September 2019,Group, The break fast was good the staff is courteous and fast and very helpfull.,9.6,Exceptional,1,staff,0
United Arab Emirates,Standard Room with Burj Khalifa View,1,September 2019,Group," We had a great stay with fantastic rooms with an amazing view.
The room is spacious and clean.
The staff very helpful and even gave us a late checkout.
It was comfortable to stay in this hotel.
Will definitely recommend it.
Thank you.",10.0,Great hotel,1,location,0
United Arab Emirates,Standard Room with Burj Khalifa View,1,September 2019,Group," We had a great stay with fantastic rooms with an amazing view.
The room is spacious and clean.
The staff very helpful and even gave us a late checkout.
It was comfortable to stay in this hotel.
Will definitely recommend it.
Thank you.",10.0,Great hotel,1,dirty,0
United Arab Emirates,Standard Room with Burj Khalifa View,1,September 2019,Group," We had a great stay with fantastic rooms with an amazing view.
The room is spacious and clean.
The staff very helpful and even gave us a late checkout.
It was comfortable to stay in this hotel.
Will definitely recommend it.
Thank you.",10.0,Great hotel,1,staff,0
United Arab Emirates,Standard Room with Burj Khalifa View,1,September 2019,Group," We had a great stay with fantastic rooms with an amazing view.
The room is spacious and clean.
The staff very helpful and even gave us a late checkout.
It was comfortable to stay in this hotel.
Will definitely recommend it.
Thank you.",10.0,Great hotel,1,comfort,0
Australia,Standard Room,2,September 2019,Solo traveler, Received the early check in wich was amazing and not a problem for staff to arrange. Very comfy beds and the staff were very friendly and helpful.,10.0,Exceptional,1,staff,0
Australia,Standard Room,2,September 2019,Solo traveler, Received the early check in wich was amazing and not a problem for staff to arrange. Very comfy beds and the staff were very friendly and helpful.,10.0,Exceptional,1,comfort,0
Australia,Standard Room,2,September 2019,Solo traveler, Received the early check in wich was amazing and not a problem for staff to arrange. Very comfy beds and the staff were very friendly and helpful.,10.0,Exceptional,1,bed,1
Saudi Arabia,Standard Room,1,September 2019,Solo traveler, Nice facilities. Good breakfast,9.2,Wonderful,1,food/drink,0
Iran,Standard Room,2,September 2019,Solo traveler, Room was clean and service was good,7.5,Good,1,dirty,0
Iran,Standard Room,2,September 2019,Solo traveler, Room was clean and service was good,7.5,Good,1,staff,0
Saudi Arabia,Premium Room with Balcony and Burj Khalifa View,5,September 2019,Solo traveler, The staff were very friendly and helpful,9.2,Wonderful,1,staff,1
Saudi Arabia,Standard Room with Burj Khalifa View,2,September 2019,Solo traveler," The Mattress 🤗
The views",8.8,Comfy,1,bed,1
Saudi Arabia,Standard Room with Burj Khalifa View,2,September 2019,Solo traveler," The Mattress 🤗
The views",8.8,Comfy,1,location,0
United Kingdom,Standard Room,2,September 2019,Solo traveler, Excellent reception staff accommodating every need necessary to ensure the guest has the most comfortable and enjoyable experience at the hotel. Very unusual touch to have the meet and greet stuff in Scottish kilts I thought this was very nice.,10.0,Great to stay in a beautiful modern city Dubai,1,staff,0
United Kingdom,Standard Room,2,September 2019,Solo traveler, Excellent reception staff accommodating every need necessary to ensure the guest has the most comfortable and enjoyable experience at the hotel. Very unusual touch to have the meet and greet stuff in Scottish kilts I thought this was very nice.,10.0,Great to stay in a beautiful modern city Dubai,1,comfort,0
United Arab Emirates,Standard Room,5,September 2019,Couple, the staff is very helpful and the hotel is very clean,9.6,very good location,1,staff,0
United Arab Emirates,Standard Room,5,September 2019,Couple, the staff is very helpful and the hotel is very clean,9.6,very good location,1,dirty,1
United Arab Emirates,Executive Room with Lounge Access,2,September 2019,Family," Clean 
Location 
Late checkout",9.2,Wonderful,1,dirty,1
United Arab Emirates,Executive Room with Lounge Access,2,September 2019,Family," Clean 
Location 
Late checkout",9.2,Wonderful,1,location,0
Seychelles,Standard Room,5,August 2019,Family," Friendly staff , love the safari arrangement made .",8.8,Excellent,1,staff,0
United Kingdom,Superior Room with Balcony,6,September 2019,Family," Staff were very friendly and helped us with whatever we needed. The location is great, only 10 minute drive from the dubai mall.",10.0,Exceptional,1,staff,0
United Kingdom,Superior Room with Balcony,6,September 2019,Family," Staff were very friendly and helped us with whatever we needed. The location is great, only 10 minute drive from the dubai mall.",10.0,Exceptional,1,location,0
South Africa,Standard Room,1,September 2019,Group," Everything, from the shower to the spacious rooms. Cleanliness of the facilities, efficient wi-fi and great food quality.",9.2,"Amazing experience, like only Raddison Blu can, #Dubaiworks.",1,bathroom,0
South Africa,Standard Room,1,September 2019,Group," Everything, from the shower to the spacious rooms. Cleanliness of the facilities, efficient wi-fi and great food quality.",9.2,"Amazing experience, like only Raddison Blu can, #Dubaiworks.",1,dirty,0
South Africa,Standard Room,1,September 2019,Group," Everything, from the shower to the spacious rooms. Cleanliness of the facilities, efficient wi-fi and great food quality.",9.2,"Amazing experience, like only Raddison Blu can, #Dubaiworks.",1,internet,0
South Africa,Standard Room,1,September 2019,Group," Everything, from the shower to the spacious rooms. Cleanliness of the facilities, efficient wi-fi and great food quality.",9.2,"Amazing experience, like only Raddison Blu can, #Dubaiworks.",1,food/drink,0
United States of America,Standard Room with Burj Khalifa View,1,August 2019,Couple," I am blown away by the staff at this hotel. I have never considered myself loyal to any particular hotel name, but this experience has changed that for me. I want to thank Ajith and his team for going above and beyond in making our stay the best I've had. A want to also honor Denis, Alex, and Alo for their brilliant service. I look forward to seeing you again soon!",10.0,Exceptional,1,staff,0
France,Standard Room with Burj Khalifa View,1,August 2019,Couple," Excellent Staff.
Spacious room.
Breakfast.",9.6,Exceptional,1,staff,0
France,Standard Room with Burj Khalifa View,1,August 2019,Couple," Excellent Staff.
Spacious room.
Breakfast.",9.6,Exceptional,1,food/drink,0
Zimbabwe,Standard Room with Burj Khalifa View,5,September 2019,Couple," The room with balcony and view of the Burj Khalifa was a bonus. It was spacious and had lounge access with complimentary drinks and snacks. The staff are friendly and welcoming. We truly enjoyed our stay. Don't even get me started on the breakfast buffet, spoilt for choice. The rib eye steak we ordered for room service was heavenly, melt in your mouth perfection. Five star everything. Just that Dubai is hot so expect that.",10.0,Exceptional,1,location,0
Zimbabwe,Standard Room with Burj Khalifa View,5,September 2019,Couple," The room with balcony and view of the Burj Khalifa was a bonus. It was spacious and had lounge access with complimentary drinks and snacks. The staff are friendly and welcoming. We truly enjoyed our stay. Don't even get me started on the breakfast buffet, spoilt for choice. The rib eye steak we ordered for room service was heavenly, melt in your mouth perfection. Five star everything. Just that Dubai is hot so expect that.",10.0,Exceptional,1,price,0
Zimbabwe,Standard Room with Burj Khalifa View,5,September 2019,Couple," The room with balcony and view of the Burj Khalifa was a bonus. It was spacious and had lounge access with complimentary drinks and snacks. The staff are friendly and welcoming. We truly enjoyed our stay. Don't even get me started on the breakfast buffet, spoilt for choice. The rib eye steak we ordered for room service was heavenly, melt in your mouth perfection. Five star everything. Just that Dubai is hot so expect that.",10.0,Exceptional,1,food/drink,0
Zimbabwe,Standard Room with Burj Khalifa View,5,September 2019,Couple," The room with balcony and view of the Burj Khalifa was a bonus. It was spacious and had lounge access with complimentary drinks and snacks. The staff are friendly and welcoming. We truly enjoyed our stay. Don't even get me started on the breakfast buffet, spoilt for choice. The rib eye steak we ordered for room service was heavenly, melt in your mouth perfection. Five star everything. Just that Dubai is hot so expect that.",10.0,Exceptional,1,staff,1
United Kingdom,Superior Room with Balcony,3,September 2019,Family, The location is great!,7.9,Good,1,location,0
Bahrain,Standard Room,1,September 2019,Family, Great hotel. Fantastic breakfast. Close to Dubai Mall,10.0,Exceptional,1,food/drink,0
Oman,Standard Room,1,August 2019,Family," Clean 
Comfortable bed
Bath room size was very good",7.5,Quit location,1,dirty,0
Oman,Standard Room,1,August 2019,Family," Clean 
Comfortable bed
Bath room size was very good",7.5,Quit location,1,comfort,0
Oman,Standard Room,1,August 2019,Family," Clean 
Comfortable bed
Bath room size was very good",7.5,Quit location,1,bed,0
Oman,Standard Room,1,August 2019,Family," Clean 
Comfortable bed
Bath room size was very good",7.5,Quit location,1,bathroom,0
Saudi Arabia,Standard Room,1,September 2019,Group," good varieties, ambience good, but the heavy ceramic plates with the concept is too heavy to hold and carry while filling.  normal light weight plates matching the concept will be appreciated",10.0,"perfect goodbye massage and I highly appreciate the Indonesian Technician, Jammari doing a great job",1,comfort,0
Saudi Arabia,Standard Room,1,September 2019,Group," good varieties, ambience good, but the heavy ceramic plates with the concept is too heavy to hold and carry while filling.  normal light weight plates matching the concept will be appreciated",10.0,"perfect goodbye massage and I highly appreciate the Indonesian Technician, Jammari doing a great job",1,food/drink,0
Oman,Standard Room,3,September 2019,Family," Excellent service and staff 
Clean rooms and perfect stay with perfect location ( very close to dubai mall) 
Will definitely go back again",10.0,Exceptional,1,staff,0
Oman,Standard Room,3,September 2019,Family," Excellent service and staff 
Clean rooms and perfect stay with perfect location ( very close to dubai mall) 
Will definitely go back again",10.0,Exceptional,1,dirty,0
Oman,Standard Room,3,September 2019,Family," Excellent service and staff 
Clean rooms and perfect stay with perfect location ( very close to dubai mall) 
Will definitely go back again",10.0,Exceptional,1,location,0
Kuwait,Standard Room,5,September 2019,Family," Location,spark clean, large space room, facilities.",10.0,Exceptional,1,location,0
Kuwait,Standard Room,5,September 2019,Family," Location,spark clean, large space room, facilities.",10.0,Exceptional,1,dirty,0
Saudi Arabia,Superior Room with Balcony,3,August 2019,Couple," I liked everything from the check in time till the check out time. The helpfulness of the staff is amazing nevertheless friendly. I liked everything every single person played a big tole in our stay. Oh yes the bed was awesome and the service excellent . I want to thank Asmaa, Ajay and alo and that tall guy from the door entrance one from keneya and than the guy helping out in business lounge.i dint know all there names but everyone was professional and amazing",10.0,Fantastic,1,staff,0
Saudi Arabia,Superior Room with Balcony,3,August 2019,Couple," I liked everything from the check in time till the check out time. The helpfulness of the staff is amazing nevertheless friendly. I liked everything every single person played a big tole in our stay. Oh yes the bed was awesome and the service excellent . I want to thank Asmaa, Ajay and alo and that tall guy from the door entrance one from keneya and than the guy helping out in business lounge.i dint know all there names but everyone was professional and amazing",10.0,Fantastic,1,bed,0
Ireland,Standard Room,3,August 2019,Group," Everything except one workers in the hotel reception , his name is lama, he speak to much in subject supposed be not to talk in ?!",8.3,Very Good,1,staff,0
United Kingdom,Executive Room with Lounge Access,8,August 2019,Family," Friendly staff especially Pooja and Olo, would recommend choosing Business lounge access in the price as the lounge is more relaxed and there is happy hour between 5-7pm.",7.1,Good hotel but lacking in some areas,1,staff,0
United Kingdom,Executive Room with Lounge Access,8,August 2019,Family," Friendly staff especially Pooja and Olo, would recommend choosing Business lounge access in the price as the lounge is more relaxed and there is happy hour between 5-7pm.",7.1,Good hotel but lacking in some areas,1,price,0
Kuwait,Standard Room,4,August 2019,Family, The breakfast was delicious. The Room was very nice with a good view.,8.3,Very Good,1,food/drink,0
Kuwait,Standard Room,4,August 2019,Family, The breakfast was delicious. The Room was very nice with a good view.,8.3,Very Good,1,location,0
Bahrain,Standard Room with Burj Khalifa View,3,August 2019,Couple, Nice place to stay in .. the location is perfect 👍🏼,9.6,Exceptional,1,location,0
Saudi Arabia,Standard Room,4,August 2019,Solo traveler," spacious rooms with comfortable beds, the location is very near to Dubai mall ( 6 mins with a taxi). staff are professional and very welcoming and friendly",10.0,Exceptional,1,comfort,0
Saudi Arabia,Standard Room,4,August 2019,Solo traveler," spacious rooms with comfortable beds, the location is very near to Dubai mall ( 6 mins with a taxi). staff are professional and very welcoming and friendly",10.0,Exceptional,1,bed,0
Saudi Arabia,Standard Room,4,August 2019,Solo traveler," spacious rooms with comfortable beds, the location is very near to Dubai mall ( 6 mins with a taxi). staff are professional and very welcoming and friendly",10.0,Exceptional,1,location,0
Saudi Arabia,Standard Room,4,August 2019,Solo traveler," spacious rooms with comfortable beds, the location is very near to Dubai mall ( 6 mins with a taxi). staff are professional and very welcoming and friendly",10.0,Exceptional,1,staff,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,staff,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,comfort,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,restaurant,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,food/drink,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,location,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,bed,0
Saudi Arabia,Standard Room with Burj Khalifa View,15,August 2019,Family," - most of the staff were welcoming and helpful
- the hotel was modern in style 
- the room dining was great to our taste for a late night meal
- the room with burj khalifa view was great 
- the bed was comfy
- the bathroom space and the shower were great",8.3,Great hotel with welcoming and helpful staff,1,bathroom,0
Australia,Executive Room with Lounge Access,3,July 2019,Family," Friendly staff, great location only minutes away from Dubai Mall, although way too hot to walk anywhere in Dubai.
Breakfast was very nice with heaps of hot and cold varities.",7.9,"Great location, friendly staff.",1,staff,0
Australia,Executive Room with Lounge Access,3,July 2019,Family," Friendly staff, great location only minutes away from Dubai Mall, although way too hot to walk anywhere in Dubai.
Breakfast was very nice with heaps of hot and cold varities.",7.9,"Great location, friendly staff.",1,location,0
Australia,Executive Room with Lounge Access,3,July 2019,Family," Friendly staff, great location only minutes away from Dubai Mall, although way too hot to walk anywhere in Dubai.
Breakfast was very nice with heaps of hot and cold varities.",7.9,"Great location, friendly staff.",1,food/drink,1
Kenya,Standard Room,3,August 2019,Solo traveler, Wonderful breakfast!,8.8,Excellent,1,food/drink,0
United Kingdom,Standard Room,1,July 2019,Solo traveler," Excellent facilities, very spacious and comfortable",9.2,Wonderful,1,comfort,0
