Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,staff,location,food/drink,dirty,bed,comfort,price,bathroom,parking,restaurant,noisiness,tv,internet,fitness,covid,temperature
United Kingdom,Standard Double or Twin Room,1,August 2019,Couple, The reception and room,7.5,Very pleasant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,August 2019,Solo traveler, Location and cleanliness,9.6,Exceptional,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Couple, Comfortable spacious clean room.,9.6,Exceptional,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,August 2019,Solo traveler," The junior suite is really nice and spacious, great for me to come and go as I pleased and plenty of room to relax without sitting on the bed",9.6,Exceptional,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,August 2019,Group, Hot buffet was good,7.5,Comfortable but overpriced,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Standard Double or Twin Room,2,August 2019,Group," Excellent location, it is center to most attractions and surrounded with great restaurants. We had an issue with the rooms at first but Mr. Trevor from reception was extremely helpful and resolved the problem in no time. The breakfast is yummy. I am definitely going back",9.2,Wonderful,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Switzerland,Standard Double or Twin Room,1,August 2019,Couple," Very friendly staff, good location",7.9,"Friendly, nice and clean",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Single Room,1,August 2019,Solo traveler, Staff was wonderful. Very professional incredibly helpful and accommodating...Trevor was wonderful. Treasure him.,8.8,Would stay there agin because of the staff.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Standard Double or Twin Room,2,July 2019,Couple," Old grand hotel located in a good area, close to all types of transport, good shops and restaurants walking distance.
The fit out is modern and semi luxurious. Bedding was comfortable. Warren subway only metres away.",8.3,Felt Like you were staying in a high class hotel.,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
United Kingdom,Superior Single Room,2,July 2019,Solo traveler," Central location
Attractive  room with large windows
Smart decor wall maintained throughout.",8.8,Good value central location,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,August 2019,Couple," The hotel  was beautiful. 
It was clean.
Our room was very nice",9.2,Wonderful,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,2,July 2019,Solo traveler, Quiet room. Friendly staff. Great location,7.5,Good,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New Zealand,Superior Single Room,1,August 2019,Solo traveler, Location  very clean,9.2,Great breakfast.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Solo traveler, Staff are superb and hotel is great.  Rear rooms are quieter.,8.8,Excellent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,August 2019,Couple, Comfy pillows😁. Good sized room. Helpful staff.,8.3,The hotel is very handy for the station. Easy to get to and easy to get around.,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Belgium,Standard Double or Twin Room,2,August 2019,Family," Every single staff member really did an excellent job to make our stay perfect, and was extremely friendly.",9.6,Exceptional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Standard Double or Twin Room,2,August 2019,Group," The bed was very comfortable with wonderful bed linen and pillows.
The location was very good with easy access to the Underground and shops and the reception staff were  excellent, helping me obtain a taxi when I was running out of time.",9.2,Hotel in convenient location with helpful staff,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Switzerland,Superior Single Room,1,August 2019,Solo traveler, Location is good,7.9,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Couple," Breakfast was delicious, good selection and staff friendly.",7.5,Good,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Superior Single Room,2,July 2019,Solo traveler," Convenient location when you want to be close to Covent Garden and all the theaters
Very friendly staff",8.8,Excellent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Standard Double or Twin Room,4,July 2019,Group, the location is good and the bedroom space is big considering that is in London central,9.2,Wonderful,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Couple," Excellent room, great breakfast, super location",9.2,The room was superb and breakfast was exceptional,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Couple," Comfy bed, cold air con, spacious bathroom robes and slippers.",9.2,It was very enjoyable and the staff very helpful.,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
United Kingdom,Premium Room,1,July 2019,Family, Excellent room and pleasant staff,9.2,Wonderful,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Netherlands,Standard Double or Twin Room,2,July 2019,Couple, Very clean rooms,8.8,Excellent,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jersey,Premium Room,3,July 2019,Couple, Very helpful staff,9.2,Great location next to underground tube. Very central,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Group," Steak and lobster, good gin and tonic, sweet trolley, remote check in",7.9,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Premium Room,4,July 2019,Family," The location is very good because the subway 50 meters away is a great connection to all major lines.
A lot of options on walking distance for breakfast.
Hotel is clean and has all the items you would expect from a 4 star hotel.",7.1,Good,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Standard Double or Twin Room,5,July 2019,Family, great  location  the hotel is ok but my room ( I don't know the other rooms ) need an urgent refurbishment the furnitures are old and very used. The bathroom was ok but again very old he very  used.,8.3,great location good hotel,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,July 2019,Couple, Not a large room but well equipped and very comfortable. Very close to Warren Street Underground station and surrounded by eating and drinking venues.,9.6,Exceptional,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Family," Clean room, well situated for what we needed, good breakfast",8.3,Good apart from the charity donation above,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,July 2019,Solo traveler," The location is fantastic.  The breakfast is awesome.  A fantastic choice of pastries, buffet, drinks and even freshly prepared options from the chef (omelette and eggs benedict).",9.6,"Fantastic location, fantastic breakfast, friendly staff.  Single rooms are very small.",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Family, Beds very comfy. Everything was spotless much better than other hotels in the area at a fair price. Would not hesitate to come back.,9.6,Fantastic!,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Couple," Room was spacious, clean and bed very comfortable. Very easy to travel around based at this hotel.",9.2,Wonderful,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,July 2019,Family, Great location,9.6,Exceptional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Couple," Very helpful staff
Excellent pillows 
Convenient location",8.8,Excellent,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Group," Thank you to all the staff for their help, kindness and patience. It appears nothing was too much trouble for them.",8.8,Looking forward to my next stay at Grafton...thank you.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Standard Double or Twin Room,5,July 2019,Group," The property was well placed next to the Warren Street Tube station making it easy to navigate around London to see the sites.  The theater district was within reasonable walking distance as well which fit our plans during our stay.  
The room overall was clean and we had reasonable amount of space.  It did provide AC, but humidity was an issue during our stay.",7.1,Great location for seeing the sites.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,July 2019,Family," Great transport links, beautiful building and fantastic staff.",9.6,Exceptional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Standard Double or Twin Room,1,July 2019,Group, The room was nice and comfortable although very small. It was clean and well kept.,7.9,Wouldn’t stay here again.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Philippines,Single Room,1,July 2019,Solo traveler, Place is at the center of all you need,7.5,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Single Room,4,July 2019,Solo traveler," Highly recomended! Great location, very friendly and helpful staff, really clean room with comfortable bed and tasty breakfast! Thank you! I already booked another stay and I am Looking forward to come back.",9.6,Exceptional,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,1,July 2019,Solo traveler," Fab location, lovely room, great bathroom and comfortable bed. Breakfast was lovely - unfortunately I was in a hurry so couldn't take full advantage, but loads of choices. Would definitely stay here again.",9.6,"Fab location, great breakfast, helpful staff.",1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Group, Reception staff were amazing..especial  on friday evening,9.2,"Close to Euston, nice stroll into town...very comfortable and welcoming x",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Standard Double or Twin Room,2,June 2019,Family," Location, location & location",7.1,Busy hotel in the center of the city,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Family," Excellent location, 1 minute walk from the tube station. Also close to shops, supermarkets and cafes.",8.8,Excellent location.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luxembourg,Premium Room,3,July 2019,Couple," Great location, right next to the tube.  Breakfast very good, staff helpful.  Room was good size.",9.2,Wonderful,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Solo traveler, Very quiet for central London.,7.5,"Good, comfortable hotel, well located.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Family," Excellent location close to Warren Street underground station, and with local shops just outside. 
Very good breakfast.",9.6,Exceptional,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Cyprus,Standard Double or Twin Room,3,July 2019,Family, Nice location close to oxford ant polite employee.,8.8,Excellent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,July 2019,Couple, The staff were excellent as was their level of service. The bed was extremely comfortable and the room was very good. The hotel on the whole was very good.,8.8,Had a couple of small issues in the room but overall the hotel was very good,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,July 2019,Family, Good staff and good location.  All very polite and helpful.,9.6,Exceptional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Couple, Location was great. Bed was very comfortable.,8.8,Excellent,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Couple," Nice big bed, soap in the bathroom",7.5,Pleasant stay,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Canada,Standard Double or Twin Room,5,July 2019,Family, The room was spacious and had a functional eating/seating area. The beds were comfortable and clean. There was a mini fridge where you can store some snacks and drinks.,9.2,"A nice walk from entertainment, restaurants and tourist attractions.",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,June 2019,Couple, Great location. Staff excellent. Room and bathroom clean. Didn't use restaurant so can't comment on that.,8.3,A good place to stay unless it's warm weather and you need decent aircon in the room.,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Iceland,Standard Double or Twin Room,3,June 2019,Group, nice bed),7.5,Good,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Africa,Superior Single Room,4,July 2019,Solo traveler," Close to all the stores..Oxford street,bond street,Regent street.One stop away from central London,Staff friendly and helpful.",7.9,Good,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
South Africa,Superior Single Room,6,June 2019,Solo traveler, The Hotel is well situated and the staff are very good. Breakfast was good value and could not really be better,7.5,Good,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,Superior Single Room,1,June 2019,Solo traveler," There is an early check in possible without extra charge
Great thank you
Great breakfast",7.9,Good,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Standard Double or Twin Room,2,June 2019,Family, V soft and comfortable bed,9.6,Excellent location and beds,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,June 2019,Group, Convenient location,7.1,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,2,June 2019,Solo traveler, Staff professional & smiley,8.8,Right location,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Premium Room,16,May 2019,Group, I liked the location and staff it was very clean,8.8,Excellent,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,June 2019,Family," We travelled with a 12 week old baby - our first trip away from home with her. The staff were fantastic, we had a lot of stuff, they helped us move it up to the room and provided a lovely Mamas and Papas cot. I cannot thanks the staff enough for all their help, they made our stay very enjoyable, The hotel was lovely, the rooms were a very good size for London. Valet parking worked very well for us.",9.6,"Great staff, useful parking, well cared for hotel in a great location, will use again.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,2,June 2019,Group," Hotel was great , beds comfy and area ideal .enjoyed our stay .",7.9,Good,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,3,June 2019,Couple," Good location. Not too far from Kings Cross (about 20 minutes walk) and easily accessible to Holborn etc. Clean room, friendly staff.",7.9,Good location,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Single Room,3,June 2019,Solo traveler," Very impressed with the quality of products used in the room, and the quality of the breakfast. Outstanding.
The bed, albeit a single (Room 152), was very comfortable.",9.6,Excellent. I will choose to return here for many reasons.,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Italy,Standard Double or Twin Room,2,May 2019,Solo traveler, breackfast was very good. quite expensive,8.3,very good,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,June 2019,Couple," The reception is absolutely amazing and staff was very polite 
If you would like to stay somehere where you get quality sleep that's definitely not the place to stay 
Although the bed was comfortable you hear sirens all night and noise coming from the street 
£185 for a poor night sleep -hmmmmm a bit overpriced i would say",7.1,Great location -poor quality of sleep !,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,1,June 2019,Solo traveler, Well appointed room. Great dining facility and breakfast. Classy decor throughout. Online checkout was very convenient.,9.6,Exceptional,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
Poland,Single Room,2,June 2019,Solo traveler," Very tasty breakfast, big selection in the buffet.  Great location. I had a ""patio"" room which was a good and a bad thing at the same time - there was no street noise, but a view was on some machines/ventilation system (not nice). Room and bathroom was clean. Location is great",8.3,I would stay again,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Russia,Superior Single Room,2,June 2019,Solo traveler," Location wonderful! Close to underground.
Bed is amazing!",8.8,Excellent,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Australia,Superior Single Room,3,June 2019,Solo traveler," Breakfast was a little pricey, but very high quality. The room had a lovely bay window that looked out onto Tottenham Court Rd. The hotel is located less than a minute from Warren Street Underground station, with access to the Northern and Victoria lines, and a 5 minute walk to Euston Square, with connections on the Circle, Hammersmith & City, and Metropolitan lines. This made it very easy to get to Heathrow.",9.6,Great central location,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,June 2019,Group, Comfy beds,7.1,Excellent would definitely stay again,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,2,May 2019,Solo traveler, Quite superb breakfast,7.5,Good,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Single Room,2,June 2019,Group, Good location.,7.5,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Single Room,1,May 2019,Solo traveler," convenient location
Never touch croissants! bad for the waistline",8.8,convenient,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Triple Room,1,June 2019,Family, Stayed before very pleasant place to stay,7.5,Very comfortable and peasant,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
India,Standard Double or Twin Room,4,June 2019,Solo traveler, Great location. Incredibly easy access to tube. Great eating placed around.,9.6,Exceptional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,2,May 2019,Couple, Location,7.5,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,June 2019,Group, Brilliant breakfast staff so friendly,9.2,Very good we had lovely weekend,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,June 2019,Couple," Hotel staff were very friendly, helpful with city map, excellent communication by app.",9.6,Exceptional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Group," I was very pleased to be able to check in early, as our room was ready.
The lady on reception was very helpful.",9.6,"Clean, comfortable, good location, good room and breakfast.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Superior Single Room,8,June 2019,Solo traveler," This is my first time staying at this hotel. It was truly a pleasant surprise. The location is really perfect. Easy walk to a lot of key places in town and easy access to bus routes and tube stations. Also, about every other night I was surprised with a lovely complementary treat in my room, from chocolate covered strawberries, a box of candies, to a plate of fruit. After a long day's work, this really did make my day and put a smile on my face. So thank you Radisson Blu Edwardian Gafton for this little touches that did make a difference.",8.8,"Pleasant, friendly, a good place to come back to after a long day of work",1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Israel,Standard Double or Twin Room,5,June 2019,Couple," Central location, helpful staff, very clean with immediate access to tube station and shops.",7.9,Good,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Serbia,Standard Double or Twin Room,1,May 2019,Solo traveler," location is excellent. just near metro station and close to city center
breakfast is excellent - very healthy and delicious !!!",7.5,Good,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,June 2019,Couple, Room was very clean and the bed was comfy. Had a good selection of breakfast which was replenished quickly. Location was great being right next to Warren Street tube and close to Euston.,9.6,Lovely clean hotel in a great location for sightseeing in London,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,June 2019,Couple," Location and staff 
Edgar was excellent 
Thank you the staff for returning my wallet, which I left in the room safe.",7.1,Short and sweet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,5,June 2019,Family, It was central to where we needed to be,7.9,"Hotel was great for the location we needed. The staff were fantastic especially Alron in the bar. He was accommodating,",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,May 2019,Couple," Great location, clean and big room. Excellent food (mostly). Comfortable bed and effective air-con. Bonus points for providing an ice dispenser.",8.3,Very Good,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,May 2019,Couple, The staff were friendly & very efficient.,9.2,Excellent central London hotel.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Standard Double or Twin Room,3,May 2019,Couple, Very nice property right next to an underground station.  Made it so quick and easy to get nearly anywhere we wanted to go.  The room and beds were quite comfortable.  The staff were all very friendly and attentive - quick to offer service.   Area felt nice/safe enough.,9.2,Great hotel in a very convenient location next to an underground station,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Switzerland,Standard Double or Twin Room,2,May 2019,Group, Location,8.5,A great service and ideal location,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,May 2019,Solo traveler," Cleanliness, staff helpful and very professional",9.2,Wonderful,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,May 2019,Solo traveler, Excellent staff,9.2,Comfortable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Single Room,1,May 2019,Solo traveler," Great comfort and atmosphere, comfortable bed and nice bathroom. Great quality breakfast. Friendly and inviting staff.
Super location near Soho with nice restaurants and shops on walking distance from the hotel.",9.6,Exceptional,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
Germany,Single Room,1,May 2019,Solo traveler, Great location. Clean. Good breakfast.,7.1,Ok for a night with breakfast.,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,May 2019,Family," Breakfast selection excellent. 
Rooms small but well appointed. 
Comfortable beds. Loved the shower gel and body lotion
Hotel location is superb, right next to tube station.",9.6,Great hotel in a great location!,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,4,May 2019,Family, We chose the hotel because it was near to the UCLH where my sister's son was receiving cancer treatment. We couldn't fault it as the staff were very helpful and breakfast was excellent.,9.6,Exceptional,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Single Room,1,May 2019,Solo traveler," Friendly staff, nice atmosphere, clean room and a delicious breakfast buffet. The location is great since Regent’s Park and Oxford Street/Regent Street are just a short walk away. Or if you don’t want to walk, the metro station Warren street is only 50 meters away from the entrance of the hotel.",9.2,Nice hotel + delicious breakfast,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
France,Business King Room,1,May 2019,Solo traveler," Nice staff, nice breakfast",7.1,Good,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Standard Double or Twin Room,2,May 2019,Solo traveler," Great location, clean room and very helpful
Staff.",7.9,Good,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,4,May 2019,Couple, Friendly staff.,7.9,Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Family," The location, breakfast was excellent - room was clean and well presented. The staff were superb - the only downside was that a pipe burst in the night and we had no hot water in the morning but they dealt with it well. Nothing could be done about it and my son and I saw the aftermath in the morning of the burst - very unlucky. Would stay again as it's a great location to jump on to Warren Street station.",7.9,"Great location, friendly and helpful staff, plus my 5 yr old gave a thumbs up for breakfast!",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Group, Friendly and helpful staff.,7.5,Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,May 2019,Couple," The location was close to the train station that's why I picked the hotel, the breakfast was excellent good choice, the staff where polite & very friendly,",7.9,Good location for Eustion Station,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Couple, The room was comfy.,8.8,"Great stay, great location.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Couple, Bar service and price of drinks,7.9,"Great location, rooms a bit poky, bar lighting terrible, bar service and prices excellent",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Group, Location.,7.5,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,May 2019,Solo traveler, Breakfast was great. Staff were very nice. Easy Checkin/out.,8.3,NIce stay but will request a quieter room next time.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Standard Double or Twin Room,2,April 2019,Group, Location was perfect!,7.1,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,May 2019,Group, A very nice hotel convenient to Euston station with  friendly helpful staff.,7.1,Enjoyable couple of days with friends.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Business King Room,4,May 2019,Couple, Upgraded room.  They supplied complimentary bottled water and it was much appreciated.  Breakfast was excellent.  Service and staff were great.,9.6,Good location for central London.,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,May 2019,Solo traveler, The staff were very helpful and customer friendly. The bar and restaurant staff were especially nice.,7.5,Good,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Couple,  Central location,7.5,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Family, Convenient clean friendly staff,7.5,Good,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Standard Double or Twin Room,1,May 2019,Family, Excellent location,7.9,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,May 2019,Solo traveler, Location excellent for my business trip.,7.1,good.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Family, Good sized room with twin beds - very difficult to find twin bedded rooms in London- very comfortable with good towels etc in the bathroom.  Walk-in dressing room an excellent idea.,7.5,Comfortable hotel with all the facilities required in a good location.,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Luxembourg,Single Room,1,May 2019,Solo traveler," In general, it was a pleasant stay. My room was facing the backyard - which was not a particularly nice view but it was rather quite and I could actually get some work done. Room facilities were a bit dated and I'm not a particular fan of carpets in hotel rooms but everything was clean. The breakfast had a good assortment of your common favorites plus a very accommodating staff.",7.9,Good,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Romania,Superior Single Room,2,May 2019,Solo traveler," very welcoming, good room size, good coffee in the room, free mineral water",9.6,Exceptional,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,April 2019,Couple, Great hotel in a great location. Stayed before and will stay again.,9.6,Relaxing,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Single Room,2,April 2019,Solo traveler," Good location (near several subway stations), good breakfast (you can order even eggs benedict), friendly staff, had European standard charger in the room",8.3,comfortable hotel near railway station,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,2,April 2019,Group, Perfect location. excellent rooms.,8.8,Excellent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Standard Double or Twin Room,2,April 2019,Couple," Very close to the tube 
Staff are great",8.8,Excellent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,April 2019,Solo traveler, Excellent breakfast!,9.6,Being able to check in at 9am was the best after a long sleepless journey overnight thanks,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
