Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities
Gibraltar,Standard Room,1,February 2020,Family," Perfect location. So worth the little bit extra to be in the terminal building and not have to get a shuttle bus at silly o’clock in the cold and rain to save a few pounds. Rooms are large and comfortable, spotlessly clean and contain everything you need. Staff are friendly and professional and the on site restaurant is excellent. There is a saying, you get what you pay for. Highly recommended.",9.6,Exceptional,1,staff
Gibraltar,Standard Room,1,February 2020,Family," Perfect location. So worth the little bit extra to be in the terminal building and not have to get a shuttle bus at silly o’clock in the cold and rain to save a few pounds. Rooms are large and comfortable, spotlessly clean and contain everything you need. Staff are friendly and professional and the on site restaurant is excellent. There is a saying, you get what you pay for. Highly recommended.",9.6,Exceptional,1,restaurant
Gibraltar,Standard Room,1,February 2020,Family," Perfect location. So worth the little bit extra to be in the terminal building and not have to get a shuttle bus at silly o’clock in the cold and rain to save a few pounds. Rooms are large and comfortable, spotlessly clean and contain everything you need. Staff are friendly and professional and the on site restaurant is excellent. There is a saying, you get what you pay for. Highly recommended.",9.6,Exceptional,1,price
United Kingdom,Standard Room,1,February 2020,Family, The room was clean & bed really comfortable. The staff were very friendly,10.0,"Excellent hotel, will use again",1,dirty
United Kingdom,Standard Room,1,February 2020,Family, The room was clean & bed really comfortable. The staff were very friendly,10.0,"Excellent hotel, will use again",1,bed
United Kingdom,Standard Room,1,February 2020,Family, The room was clean & bed really comfortable. The staff were very friendly,10.0,"Excellent hotel, will use again",1,comfort
United Kingdom,Standard Room,1,February 2020,Family, The room was clean & bed really comfortable. The staff were very friendly,10.0,"Excellent hotel, will use again",1,staff
Isle of Man,Standard Room,1,February 2020,Couple, Evening meal good wine over priced but when you have been used to Spanish prices everywhere is over priced ..breakfast good staff excellent..,9.0,Most enjoyable stay so convenient and a spar as well.,1,food/drink
Isle of Man,Standard Room,1,February 2020,Couple, Evening meal good wine over priced but when you have been used to Spanish prices everywhere is over priced ..breakfast good staff excellent..,9.0,Most enjoyable stay so convenient and a spar as well.,1,price
Isle of Man,Standard Room,1,February 2020,Couple, Evening meal good wine over priced but when you have been used to Spanish prices everywhere is over priced ..breakfast good staff excellent..,9.0,Most enjoyable stay so convenient and a spar as well.,1,staff
United Kingdom,Standard Room,1,February 2020,Couple, Everything about my stay at the hotel and staff was amazing.,10.0,We used the swimming pool and other facilities it was all so relaxing,1,staff
United Kingdom,Standard Room,1,January 2020,Couple," Was lovely hotel l, will be staying again in April(not yet booked) as it’s perfect for airport",10.0,Lovely,1,location
United Kingdom,Standard Room,1,February 2020,Couple," The staff were very good & helpfull
Also like being able to access the airport without going outside",8.0,Men,1,staff
United Kingdom,Standard Room,1,February 2020,Couple," The staff were very good & helpfull
Also like being able to access the airport without going outside",8.0,Men,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Excellent location for airport, couldn't be easier, just walk through the tunnel. Massive comfy bed and nice shower.",9.0,Wonderful,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Excellent location for airport, couldn't be easier, just walk through the tunnel. Massive comfy bed and nice shower.",9.0,Wonderful,1,comfort
United Kingdom,Standard Room,1,February 2020,Couple," Excellent location for airport, couldn't be easier, just walk through the tunnel. Massive comfy bed and nice shower.",9.0,Wonderful,1,bed
United Kingdom,Standard Room,1,February 2020,Couple," Excellent location for airport, couldn't be easier, just walk through the tunnel. Massive comfy bed and nice shower.",9.0,Wonderful,1,bathroom
United Kingdom,Superior Room with Runway View,1,December 2019,Couple," I liked the runway view. We could relax in our room and watch the airport operations carry on, including watching the planes take off and land. the room facilities suited our needs with a comfy bed and plenty of room.",9.0,A comfortable stay in great accommodation.,1,location
United Kingdom,Superior Room with Runway View,1,December 2019,Couple," I liked the runway view. We could relax in our room and watch the airport operations carry on, including watching the planes take off and land. the room facilities suited our needs with a comfy bed and plenty of room.",9.0,A comfortable stay in great accommodation.,1,comfort
United Kingdom,Superior Room with Runway View,1,December 2019,Couple," I liked the runway view. We could relax in our room and watch the airport operations carry on, including watching the planes take off and land. the room facilities suited our needs with a comfy bed and plenty of room.",9.0,A comfortable stay in great accommodation.,1,bed
United Kingdom,Standard Room,1,February 2020,Couple," Short walk to the terminal, comfortable rooms and excellent staff.",10.0,Airport access,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Short walk to the terminal, comfortable rooms and excellent staff.",10.0,Airport access,1,comfort
United Kingdom,Standard Room,1,February 2020,Couple," Short walk to the terminal, comfortable rooms and excellent staff.",10.0,Airport access,1,staff
Saudi Arabia,Premium Room,1,February 2020,Family, Convenience,10.0,Convenient and efficient,1,comfort
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,location
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,staff
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,parking
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,food/drink
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,comfort
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,bed
United Kingdom,Superior Room with Runway View,1,February 2020,Family," This is an airport hotel that doesn’t feel like an airport hotel. Really friendly staff who valet parked our car off side (pre-booked) saving us messing about with long stay. Nice dinner, comfy beds, good shower and straight into the airport without needed to head out into into the cold. The holidays started a night earlier!",10.0,Lovely hotel where you feel very welcome,1,bathroom
United Kingdom,Executive Room with Lounge Access,1,February 2020,Couple, An excellent stay. Upgraded to runway view. A lovely card for our 50th anniversary and strawberries and biscuits dipped in chocolate. The executive lounge was good value and a lovely environment to relax in. Will definitely return.,10.0,A great start to the holidays,1,location
United Kingdom,Executive Room with Lounge Access,1,February 2020,Couple, An excellent stay. Upgraded to runway view. A lovely card for our 50th anniversary and strawberries and biscuits dipped in chocolate. The executive lounge was good value and a lovely environment to relax in. Will definitely return.,10.0,A great start to the holidays,1,price
United Kingdom,Standard Room,1,February 2020,Couple, Very convenient for airport,10.0,Exceptional,1,location
United Kingdom,Premium Room,1,February 2020,Couple, Excellent customer service x,10.0,Amazing as always x,1,staff
Malta,Standard Room,1,February 2020,Family, Comfortable and convenient when flying early in the morning,10.0,Exceptional,1,comfort
Guernsey,Standard Room,1,January 2020,Couple, Location is fantastic for easy access to all terminals,9.0,"Fantastic location ease of access to all terminals, very professional and well presented staff",1,location
United Kingdom,Standard Room,1,February 2020,Couple," Everything. Staff, room, food, all excellent",10.0,Exceptional,1,staff
United Kingdom,Standard Room,1,February 2020,Couple," Everything. Staff, room, food, all excellent",10.0,Exceptional,1,food/drink
Germany,Superior Room with Runway View,1,February 2020,Couple," Breakfast was ok but the layout of the dinning area was awkward,  staff and food in the resturant in the evening excellent but the service in the bar was poor",8.0,"had to make an unexpected stop over due to cancellation of flight, hotel made delay more bearable!",1,food/drink
Germany,Superior Room with Runway View,1,February 2020,Couple," Breakfast was ok but the layout of the dinning area was awkward,  staff and food in the resturant in the evening excellent but the service in the bar was poor",8.0,"had to make an unexpected stop over due to cancellation of flight, hotel made delay more bearable!",1,location
Germany,Superior Room with Runway View,1,February 2020,Couple," Breakfast was ok but the layout of the dinning area was awkward,  staff and food in the resturant in the evening excellent but the service in the bar was poor",8.0,"had to make an unexpected stop over due to cancellation of flight, hotel made delay more bearable!",1,staff
Germany,Superior Room with Runway View,1,February 2020,Couple," Breakfast was ok but the layout of the dinning area was awkward,  staff and food in the resturant in the evening excellent but the service in the bar was poor",8.0,"had to make an unexpected stop over due to cancellation of flight, hotel made delay more bearable!",1,restaurant
United Kingdom,Standard Room,1,February 2020,Couple, Excellent location,9.2,Wonderful,1,location
United Kingdom,Standard Room,1,February 2020,Solo traveler," It was right next to the arrivals so convenient, I was in a such a tired and agitated mood and as soon as I stepped into that lobby my mood changed it was like a dream the bed was amazing so comfy I wanted to live there",10.0,A dream,1,bed
United Kingdom,Standard Room,1,February 2020,Solo traveler," It was right next to the arrivals so convenient, I was in a such a tired and agitated mood and as soon as I stepped into that lobby my mood changed it was like a dream the bed was amazing so comfy I wanted to live there",10.0,A dream,1,comfort
United Kingdom,Premium Room,1,February 2020,Solo traveler, Close to the railway station and the airport terminals.,8.8,Excellent,1,location
United Kingdom,Standard Room,1,February 2020,Group, Convenient and spotlessly clean,10.0,Exceptional,1,dirty
United Kingdom,Standard Room,1,February 2020,Group, Easy access to the airport,7.9,Good,1,location
United Kingdom,Superior Room with Runway View,1,February 2020,Couple," Loved the location, the absolutely brilliant soundproofing of the room. The rooms are also spacious and clean. We had a great stay.",10.0,Great stay in Manchester,1,location
United Kingdom,Superior Room with Runway View,1,February 2020,Couple," Loved the location, the absolutely brilliant soundproofing of the room. The rooms are also spacious and clean. We had a great stay.",10.0,Great stay in Manchester,1,dirty
United Kingdom,Premium Room with Runway View,1,January 2020,Couple, The convenience to get two the terminals at the airport and the friendly helpful staff.,10.0,"Comfortable, friendly ideally located at Manchester Airport for all terminals.",1,comfort
United Kingdom,Premium Room with Runway View,1,January 2020,Couple, The convenience to get two the terminals at the airport and the friendly helpful staff.,10.0,"Comfortable, friendly ideally located at Manchester Airport for all terminals.",1,location
United Kingdom,Premium Room with Runway View,1,January 2020,Couple, The convenience to get two the terminals at the airport and the friendly helpful staff.,10.0,"Comfortable, friendly ideally located at Manchester Airport for all terminals.",1,staff
United Kingdom,Standard Room,1,February 2020,Couple, Excellent service & very very clean & comforts,10.0,Exceptional,1,staff
United Kingdom,Standard Room,1,February 2020,Couple, Excellent service & very very clean & comforts,10.0,Exceptional,1,dirty
United Kingdom,Standard Room,1,February 2020,Couple, Excellent service & very very clean & comforts,10.0,Exceptional,1,comfort
United Kingdom,Premium Room,1,February 2020,Couple," Close to the airport, staff are great",10.0,Exceptional,1,location
United Kingdom,Premium Room,1,February 2020,Couple," Close to the airport, staff are great",10.0,Exceptional,1,staff
United Kingdom,Premium Room,1,February 2020,Solo traveler, Location. Good rooms. Efficient room service.,8.8,Excellent,1,location
United Kingdom,Premium Room,1,February 2020,Solo traveler, Location. Good rooms. Efficient room service.,8.8,Excellent,1,staff
United Kingdom,Standard Room,1,February 2020,Couple," quick check in / out, clean, surprised upgrade very pleasant",10.0,Exceptional,1,dirty
United Kingdom,Standard Room,1,February 2020,Couple," quick check in / out, clean, surprised upgrade very pleasant",10.0,Exceptional,1,noisiness
United Kingdom,Standard Room,1,February 2020,Group, Very convenient for Manchester Airport flight.,8.0,Excellent place to stay before a morning flight,1,location
United Kingdom,Premium Room,1,February 2020,Family, Service,10.0,Exceptional,1,staff
Guernsey,Standard Room,1,February 2020,Couple, Staff very pleasant. Bed was comfy and large.,10.0,Exceptional,1,staff
Guernsey,Standard Room,1,February 2020,Couple, Staff very pleasant. Bed was comfy and large.,10.0,Exceptional,1,noisiness
Guernsey,Standard Room,1,February 2020,Couple, Staff very pleasant. Bed was comfy and large.,10.0,Exceptional,1,bed
Guernsey,Standard Room,1,February 2020,Couple, Staff very pleasant. Bed was comfy and large.,10.0,Exceptional,1,comfort
United Kingdom,Premium Room,1,January 2020,Solo traveler, Always stay here before an early flight and never disappointed! Beds are so comfy,10.0,Exceptional,1,bed
United Kingdom,Premium Room,1,January 2020,Solo traveler, Always stay here before an early flight and never disappointed! Beds are so comfy,10.0,Exceptional,1,comfort
United Kingdom,Premium Room,1,February 2020,Family," Really welcoming staff, great restaurant and very pleasant room.",8.0,Really lovely way to start our holiday.Great staff,1,staff
United Kingdom,Premium Room,1,February 2020,Family," Really welcoming staff, great restaurant and very pleasant room.",8.0,Really lovely way to start our holiday.Great staff,1,restaurant
United Kingdom,Premium Room,1,February 2020,Family," Really welcoming staff, great restaurant and very pleasant room.",8.0,Really lovely way to start our holiday.Great staff,1,noisiness
United Kingdom,Standard Room,1,January 2020,Group, Most convenient hotel at Manchester Airport,10.0,Exceptional,1,location
United Kingdom,Standard Room,1,January 2020,Couple, Close proximity to the airport for onward  travel,9.0,Excellent will certainly stay again,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Finally after a couple of years of complaining the biscuits are back, albeit only one packet. Hurrah. I probably stay at this airport hotel three times a year and always made a ""complaint"" of it when the biscuits stopped. Now if we can just get back to two packets...
On another front the Radisson staff/manager accommodated my ""no cancellation"" reservation change as a consequence of the Thomas Cook debacle when, technically, it could have been refused (as it was by the booking agent - not Booking.com). Thankyou Radisson, see you again soon.",8.0,Best for Manchester Airport,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Finally after a couple of years of complaining the biscuits are back, albeit only one packet. Hurrah. I probably stay at this airport hotel three times a year and always made a ""complaint"" of it when the biscuits stopped. Now if we can just get back to two packets...
On another front the Radisson staff/manager accommodated my ""no cancellation"" reservation change as a consequence of the Thomas Cook debacle when, technically, it could have been refused (as it was by the booking agent - not Booking.com). Thankyou Radisson, see you again soon.",8.0,Best for Manchester Airport,1,staff
United Kingdom,Standard Room,1,February 2020,Family," Despite being so close to airport it was really quiet in our room. So if you have to stay overnight this hotel is absolute perfect choice. Double bed was amazingly large, so us and our child fitted without problems. Room service was also good and restaurant has great food.",9.0,Wonderful,1,location
United Kingdom,Standard Room,1,February 2020,Family," Despite being so close to airport it was really quiet in our room. So if you have to stay overnight this hotel is absolute perfect choice. Double bed was amazingly large, so us and our child fitted without problems. Room service was also good and restaurant has great food.",9.0,Wonderful,1,noisiness
United Kingdom,Standard Room,1,February 2020,Family," Despite being so close to airport it was really quiet in our room. So if you have to stay overnight this hotel is absolute perfect choice. Double bed was amazingly large, so us and our child fitted without problems. Room service was also good and restaurant has great food.",9.0,Wonderful,1,bed
United Kingdom,Standard Room,1,February 2020,Family," Despite being so close to airport it was really quiet in our room. So if you have to stay overnight this hotel is absolute perfect choice. Double bed was amazingly large, so us and our child fitted without problems. Room service was also good and restaurant has great food.",9.0,Wonderful,1,staff
United Kingdom,Standard Room,1,February 2020,Family," Despite being so close to airport it was really quiet in our room. So if you have to stay overnight this hotel is absolute perfect choice. Double bed was amazingly large, so us and our child fitted without problems. Room service was also good and restaurant has great food.",9.0,Wonderful,1,restaurant
United Kingdom,Standard Room,1,February 2020,Family," Despite being so close to airport it was really quiet in our room. So if you have to stay overnight this hotel is absolute perfect choice. Double bed was amazingly large, so us and our child fitted without problems. Room service was also good and restaurant has great food.",9.0,Wonderful,1,food/drink
United Kingdom,Standard Room,1,February 2020,Couple, Room Quiet and clean. Staff pleasant and efficient,9.2,Wonderful,1,noisiness
United Kingdom,Standard Room,1,February 2020,Couple, Room Quiet and clean. Staff pleasant and efficient,9.2,Wonderful,1,dirty
United Kingdom,Standard Room,1,February 2020,Couple, Room Quiet and clean. Staff pleasant and efficient,9.2,Wonderful,1,staff
Isle of Man,Standard Room,2,February 2020,Couple, Best airport hotel,9.6,Exceptional,1,location
United Kingdom,Premium Room,1,January 2020,Solo traveler," Very nice stay, hotel, location. Really good.",9.0,Wonderful,1,location
United Kingdom,Standard Room,1,February 2020,Solo traveler, Staff and room very pleasant,8.0,It was OK,1,staff
United Kingdom,Standard Room,1,February 2020,Solo traveler, Staff and room very pleasant,8.0,It was OK,1,noisiness
United Kingdom,Standard Room,1,February 2020,Couple, Location for walking through to Terminal 2 was excellent. Rooms were spacious and beds very comfy.,9.2,Wonderful,1,location
United Kingdom,Standard Room,1,February 2020,Couple, Location for walking through to Terminal 2 was excellent. Rooms were spacious and beds very comfy.,9.2,Wonderful,1,bed
United Kingdom,Standard Room,1,February 2020,Couple, Location for walking through to Terminal 2 was excellent. Rooms were spacious and beds very comfy.,9.2,Wonderful,1,comfort
United Kingdom,Standard Room,1,February 2020,Solo traveler, Ideal location clean modern comfortable ideally located for travel from any terminal,10.0,Easy travel,1,location
United Kingdom,Standard Room,1,February 2020,Solo traveler, Ideal location clean modern comfortable ideally located for travel from any terminal,10.0,Easy travel,1,dirty
United Kingdom,Standard Room,1,February 2020,Solo traveler, Ideal location clean modern comfortable ideally located for travel from any terminal,10.0,Easy travel,1,comfort
United Kingdom,Standard Room,1,February 2020,Couple, The whole experience. You should be very proud of your staff,10.0,Top stay. End of story,1,staff
United Kingdom,Superior Room with Runway View,1,February 2020,Solo traveler," I like the large bed, different types of pillow and the breakfast has a great variety",9.0,Very easy,1,bed
United Kingdom,Superior Room with Runway View,1,February 2020,Solo traveler," I like the large bed, different types of pillow and the breakfast has a great variety",9.0,Very easy,1,food/drink
Guernsey,Standard Room,1,February 2020,Couple," We were up graded so we retreated to the excellent executive lounge canapés and aperitifs free of charge.
Lovely staff and excellent facilities /meals at reasonable price.",9.6,Top notch,1,staff
Guernsey,Standard Room,1,February 2020,Couple," We were up graded so we retreated to the excellent executive lounge canapés and aperitifs free of charge.
Lovely staff and excellent facilities /meals at reasonable price.",9.6,Top notch,1,food/drink
Guernsey,Standard Room,1,February 2020,Couple," We were up graded so we retreated to the excellent executive lounge canapés and aperitifs free of charge.
Lovely staff and excellent facilities /meals at reasonable price.",9.6,Top notch,1,price
United Kingdom,Standard Room,1,January 2020,Couple, Love staying here as you just walk through to the Airport,9.0,Excellent location and quiet rooms,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Executive suite upgrade.....was amazing.
Radisson breakfast what great value truly amazing
Look forward to our next stay.",10.0,Exceptional,1,food/drink
United Kingdom,Standard Room,1,February 2020,Couple," Executive suite upgrade.....was amazing.
Radisson breakfast what great value truly amazing
Look forward to our next stay.",10.0,Exceptional,1,price
United Kingdom,Standard Room,1,February 2020,Couple, Some breakfast buffet items could be a little warmer,9.0,"Very good hotel, great location for all terminals at the airport",1,food/drink
United Kingdom,Standard Room,1,February 2020,Couple," Walking distance from Airport Terminal.
We in so late 1am just ready for a comfortable bed.
Relaxing breakfast next day before next flight.",9.0,Perfect,1,location
United Kingdom,Standard Room,1,February 2020,Couple," Walking distance from Airport Terminal.
We in so late 1am just ready for a comfortable bed.
Relaxing breakfast next day before next flight.",9.0,Perfect,1,comfort
United Kingdom,Standard Room,1,February 2020,Couple," Walking distance from Airport Terminal.
We in so late 1am just ready for a comfortable bed.
Relaxing breakfast next day before next flight.",9.0,Perfect,1,bed
United Kingdom,Standard Room,1,February 2020,Couple," Walking distance from Airport Terminal.
We in so late 1am just ready for a comfortable bed.
Relaxing breakfast next day before next flight.",9.0,Perfect,1,food/drink
United Kingdom,Standard Room,1,February 2020,Family," -spacious room
-very comfortable bed 
-efficient check-in and check-out",8.8,Excellent,1,comfort
United Kingdom,Standard Room,1,February 2020,Family," -spacious room
-very comfortable bed 
-efficient check-in and check-out",8.8,Excellent,1,bed
United Kingdom,Standard Room,1,February 2020,Couple, Convenient to terminals,9.0,Wonderful,1,location
Belgium,Superior Room with Runway View,1,January 2020,Solo traveler," In Manchester it’s difficult to beat the location of Radisson Blu, only a few hundred meters from the terminal where my EasyJet flight arrived and departed. Rooms was generously sized and all facilities perfectly fine. I took the room for one night with breakfast at around 146£, fair and correct. I’ll book it again.",8.8,Perfectly fine airport hotel,1,location
Belgium,Superior Room with Runway View,1,January 2020,Solo traveler," In Manchester it’s difficult to beat the location of Radisson Blu, only a few hundred meters from the terminal where my EasyJet flight arrived and departed. Rooms was generously sized and all facilities perfectly fine. I took the room for one night with breakfast at around 146£, fair and correct. I’ll book it again.",8.8,Perfectly fine airport hotel,1,food/drink
United Kingdom,Standard Room,1,February 2020,Solo traveler," Excellent location for flights especially from Terminal 2. My room though (705) was quite a distance from the lift. Good stay, however.",8.0,Excellent convenient stay.,1,location
United Kingdom,Superior Room with Runway View,1,February 2020,Group, We always stay here the day before we go on holiday. The hotel’s location and facilities are excellent. Your holiday starts the minute you’ve checked in.,10.0,Holiday starts early!,1,location
United Kingdom,Standard Room,1,January 2020,Couple," Great position on the airport, exceptionally comfortable bed. Slept well after long flight. Will always stay here rather than the surrounding airport hotels as so convenient. Thanks to Poppy on reception who upgraded our room as it was my birthday!",9.0,Great airport hotel,1,location
United Kingdom,Standard Room,1,January 2020,Couple," Great position on the airport, exceptionally comfortable bed. Slept well after long flight. Will always stay here rather than the surrounding airport hotels as so convenient. Thanks to Poppy on reception who upgraded our room as it was my birthday!",9.0,Great airport hotel,1,comfort
United Kingdom,Standard Room,1,January 2020,Couple," Great position on the airport, exceptionally comfortable bed. Slept well after long flight. Will always stay here rather than the surrounding airport hotels as so convenient. Thanks to Poppy on reception who upgraded our room as it was my birthday!",9.0,Great airport hotel,1,bed
United Kingdom,Standard Room,1,January 2020,Couple," Great position on the airport, exceptionally comfortable bed. Slept well after long flight. Will always stay here rather than the surrounding airport hotels as so convenient. Thanks to Poppy on reception who upgraded our room as it was my birthday!",9.0,Great airport hotel,1,staff
United Kingdom,Standard Room,1,February 2020,Couple, The location and facilities,9.0,Good value for money and excellent location for the airport terminals,1,location
United Kingdom,Standard Room,1,January 2020,Couple, Swimming pool and sauna. Also proximity to terminals. Will definitely stay there again.,9.0,Wonderful,1,fitness
United Kingdom,Standard Room,1,January 2020,Couple, Swimming pool and sauna. Also proximity to terminals. Will definitely stay there again.,9.0,Wonderful,1,location
United States of America,Superior Room with Runway View,1,February 2020,Solo traveler, Very comfortable the beds are fantastic so comfortable,9.6,Exceptional,1,comfort
United States of America,Superior Room with Runway View,1,February 2020,Solo traveler, Very comfortable the beds are fantastic so comfortable,9.6,Exceptional,1,bed
United Kingdom,Standard Room,1,February 2020,Couple, Location,8.0,Convenient,1,location
United Kingdom,Standard Room,1,December 2019,Couple," Always try to stay at the Radisson because it is the best location being in the airport, it’s always good and has good quality rooms, bedding (particularly the pillows) and furniture. Staff are very helpful and there is good food on the premises. Swimming pool is a bonus for me too.",10.0,Excellent all round,1,location
United Kingdom,Standard Room,1,December 2019,Couple," Always try to stay at the Radisson because it is the best location being in the airport, it’s always good and has good quality rooms, bedding (particularly the pillows) and furniture. Staff are very helpful and there is good food on the premises. Swimming pool is a bonus for me too.",10.0,Excellent all round,1,bed
United Kingdom,Standard Room,1,December 2019,Couple," Always try to stay at the Radisson because it is the best location being in the airport, it’s always good and has good quality rooms, bedding (particularly the pillows) and furniture. Staff are very helpful and there is good food on the premises. Swimming pool is a bonus for me too.",10.0,Excellent all round,1,staff
United Kingdom,Standard Room,1,December 2019,Couple," Always try to stay at the Radisson because it is the best location being in the airport, it’s always good and has good quality rooms, bedding (particularly the pillows) and furniture. Staff are very helpful and there is good food on the premises. Swimming pool is a bonus for me too.",10.0,Excellent all round,1,food/drink
United Kingdom,Standard Room,1,December 2019,Couple," Always try to stay at the Radisson because it is the best location being in the airport, it’s always good and has good quality rooms, bedding (particularly the pillows) and furniture. Staff are very helpful and there is good food on the premises. Swimming pool is a bonus for me too.",10.0,Excellent all round,1,fitness
United Kingdom,Standard Room,1,February 2020,Solo traveler," The staff couldn't  do enough for you. Good people, all. The walkway straight to the terminal is excellent, particularly for someone with limited mobility (myself). You could maybe do with Sky/BT sport's package in your entertainment  centre, and a wider choice of newspapers, but that is just a quibble. Would definitely stay there again.",10.0,"Comfortable, safe and easy.",1,staff
United Kingdom,Standard Room,1,February 2020,Solo traveler," The staff couldn't  do enough for you. Good people, all. The walkway straight to the terminal is excellent, particularly for someone with limited mobility (myself). You could maybe do with Sky/BT sport's package in your entertainment  centre, and a wider choice of newspapers, but that is just a quibble. Would definitely stay there again.",10.0,"Comfortable, safe and easy.",1,location
United Kingdom,Standard Room,1,February 2020,Solo traveler," The staff couldn't  do enough for you. Good people, all. The walkway straight to the terminal is excellent, particularly for someone with limited mobility (myself). You could maybe do with Sky/BT sport's package in your entertainment  centre, and a wider choice of newspapers, but that is just a quibble. Would definitely stay there again.",10.0,"Comfortable, safe and easy.",1,tv
United Kingdom,Superior Room with Runway View,1,February 2020,Couple, Great breakfast and location for airport and train station,10.0,Stayed quite a few time when flying off on holiday. The Radisson is perfect for us,1,food/drink
United Kingdom,Superior Room with Runway View,1,February 2020,Couple, Great breakfast and location for airport and train station,10.0,Stayed quite a few time when flying off on holiday. The Radisson is perfect for us,1,location
United Kingdom,Standard Room,1,February 2020,Couple, Excellent service in the restaurant.,10.0,Exceptional,1,staff
United Kingdom,Standard Room,1,February 2020,Couple, Excellent service in the restaurant.,10.0,Exceptional,1,restaurant
United Kingdom,Standard Room,1,January 2020,Family," Huge comfy bed, good TV and easy access to airport",10.0,"Amazing, comfy and great start to my holiday",1,comfort
United Kingdom,Standard Room,1,January 2020,Family," Huge comfy bed, good TV and easy access to airport",10.0,"Amazing, comfy and great start to my holiday",1,bed
United Kingdom,Standard Room,1,January 2020,Family," Huge comfy bed, good TV and easy access to airport",10.0,"Amazing, comfy and great start to my holiday",1,tv
United Kingdom,Standard Room,1,January 2020,Family," Huge comfy bed, good TV and easy access to airport",10.0,"Amazing, comfy and great start to my holiday",1,location
United Kingdom,Standard Room,1,February 2020,Couple," location excellent, food good",9.0,good as expected,1,location
United Kingdom,Standard Room,1,February 2020,Couple," location excellent, food good",9.0,good as expected,1,food/drink
United Kingdom,Standard Room,1,February 2020,Couple, So convenient for our flight from terminal 2,8.8,Excellent,1,location
United Kingdom,Superior Room with Runway View,1,January 2020,Couple, Position able to walk to the terminal,9.0,Loved it,1,location
United Kingdom,Superior Room with Runway View,1,February 2020,Couple, Back again. Location and staff customer service is always excellent.,7.5,Good,1,location
United Kingdom,Superior Room with Runway View,1,February 2020,Couple, Back again. Location and staff customer service is always excellent.,7.5,Good,1,staff
United Kingdom,Standard Room,1,January 2020,Solo traveler," Very conveniently located for the airport, clean and good facilities the staff were very friendly and efficient, perfect stay before a long trip",8.3,Very Good,1,location
United Kingdom,Standard Room,1,January 2020,Solo traveler," Very conveniently located for the airport, clean and good facilities the staff were very friendly and efficient, perfect stay before a long trip",8.3,Very Good,1,dirty
United Kingdom,Standard Room,1,January 2020,Solo traveler," Very conveniently located for the airport, clean and good facilities the staff were very friendly and efficient, perfect stay before a long trip",8.3,Very Good,1,staff
United Kingdom,Standard Room,1,February 2020,Couple, Staff very friendly evening meal in the restaurant very good,9.0,Good location for train and flights would recommend it,1,staff
United Kingdom,Standard Room,1,February 2020,Couple, Staff very friendly evening meal in the restaurant very good,9.0,Good location for train and flights would recommend it,1,food/drink
United Kingdom,Standard Room,1,February 2020,Couple, Staff very friendly evening meal in the restaurant very good,9.0,Good location for train and flights would recommend it,1,restaurant
United Kingdom,Standard Room,1,February 2020,Couple, So comfortable and convenient for airport. Took about 2 minutes to walk to terminal.  Room was great. Bed huge.  A lovely start to a holiday.,10.0,Highly recommended,1,comfort
