,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
505,Thailand,Superior Double Room,2  ,July 2019,Solo traveler," The bed was large and extremely comfortable 
Breakfast was excellent with a wide choice available
The proximity to Victoria Station and Underground",9.2,An excellent base to go to Wimbledon,0,1,bed|comfort|food|location|,1
506,Canada,Superior Double Room,3  ,June 2019,Couple," We did not indulge in the breakfast this time but have already booked in September...breakfast included...and from past experiences...it is exceptional! We were pleased with every aspect of this hotel...from the beautiful room, wonderful service and we love the location! Until September...",10.0,Exceptional,0,1,food|staff|location|,0
507,Kuwait,Executive Double Room,3  ,July 2019,Solo traveler," Its location, the staff and the Italian restaurant in it.",7.9,It is my first time at the Park Plaza Victoria London and I loved the neighborhood with many facilities and restaurants,0,1,location|staff|restaurant|,0
508,Australia,Executive Studio,4  ,June 2019,Family," We booked this hotel last minute after our original central London apartment was cancelled last minute. We were very unhappy about this and I honestly wasn't expecting this place to be as nice as it was. Super nice vibe to the place. The breakfast was amazing and Tozi restaurant was so so good for dinner. If we are ever back in London we will be back, thank you",9.6,Perfect for our family - awesome facilities and very good location.,0,1,location|food|restaurant|,1
509,New Zealand,Superior Double Room,2  ,June 2019,Couple," The location, clean comfortable rooms and were quiet . Large room and husband really appreciated tv in lobby bar playing cricket .",10.0,Great Location,0,1,location|dirty|comfort|noisiness|tv|drink|restaurant|,1
510,Israel,Superior Double Room,4  ,June 2019,Family," Breakfast was very good and rich choices. 
Size of room is big and comfortable.",9.2,Wonderful,0,1,food|comfort|,1
511,South Africa,Superior Double Room,1  ,June 2019,Family, Location and the surprise of being vip for the day,9.6,Exceptional,0,1,location|staff|,1
512,Saudi Arabia,Superior Queen Room,7  ,June 2019,Solo traveler, Excellent location and nice staff,9.2,Wonderful,0,1,location|staff|,0
513,United Kingdom,Superior Double Room,1  ,June 2019,Couple," The location was perfect as we were booked to go to a theatre which was 5 minutes' walk away.
I was unexpectedly VIP of the day, which meant we got some delightful extras, including a free upgrade! 
The room was excellent, very clean & comfortable.
The staff were unfailingly cheerful, polite & helpful.",9.6,Exceptional,0,1,location|staff|dirty|comfort|,1
514,United Kingdom,Superior Double Room,2  ,May 2019,Solo traveler, Clean room and modern,9.2,Wonderful,0,1,dirty|comfort|,0
515,Bahrain,Superior Double Room,7  ,June 2019,Family," The welcoming of the staff.
The cleanness.",10.0,Exceptional,0,1,staff|,1
516,Hong Kong,Executive Studio,3  ,June 2019,Family," Great location - a short walk to Victoria underground so very easy to get around London.
A few great restaurants right across the street - very handy for a quick breakfast.
We arrived back late from a show at Victoria Palace Theatre and were able to get room service at 11:30pm.  Very efficient service.  The room was a really good size with the queen size bed and queen size pullout - perfect for our family of 4.",9.2,Wonderful,0,1,location|restaurant|food|tv|staff|bed|,0
517,Australia,Superior Twin Room,4  ,June 2019,Couple," The bed and pillows 10/10  
Shower taps tricky to use
Room very well presented
Food good enjoyed stay",8.8,Very satisfactory,0,1,bed|bathroom|drink|food|,1
518,United Kingdom,Superior Double Room,1  ,June 2019,Couple, Great location,9.2,Wonderful,0,1,location|,0
519,Bulgaria,Superior Double Room,3  ,June 2019,Couple," The location is great. Very close to Victoria stations. The staff were very friendly. The comfort in the room was high, amazing mattress and pillows. We really enjoy our stay in Park Plaza Victoria Hotel and we choose it again for our future stay.",9.2,Wonderful,0,1,location|staff|comfort|bed|,0
520,Australia,Superior Double Room,1  ,June 2019,Couple," Great location right near a major train station and also easy to drive to as outside the Congestion Zone.  The hotel has limited parking on site but was available and breakfast was splendid. 
WiFi was easy to use and fast.",9.6,"Great location, great breakfast but a little pricey",0,1,location|parking|food|wifi|,1
521,United Kingdom,Superior Double Room,1  ,June 2019,Couple, Clean and good bar / restaurant area. Location was perfect for what we wanted to do. Comfy and plenty of hot water water. Breakfast was good. Staff were friendly enough and they were happy to look after out luggage and answer questions about where we wanted to get to.,8.8,Great location and a clean and functional hotel,0,1,dirty|drink|restaurant|location|comfort|bathroom|food|staff|,1
522,United Kingdom,Superior Double Room,1  ,May 2019,Couple, The location. And the staff and the parking,9.6,Excellent,0,1,location|staff|parking|,0
523,United Kingdom,Superior Double Room,1  ,June 2019,Couple, Everything,10.0,Lovely time for my partners 70th birthday,0,1,,1
524,United States of America,Executive Studio (3 Adults),1  ,June 2019,Family," Lovely stay. Hotel was really jazzed up and fancy, staff was friendly. The pull out bed was a bit uncomfortable but the room was great.",9.2,Wonderful,0,1,price|staff|bed|,0
525,Saudi Arabia,Superior Double Room,3  ,June 2019,Solo traveler," The location is good, staff is friendly and they have us early check in.
The lighting system is excellent",10.0,Exceptional,0,1,location|staff|,1
526,Australia,Superior Double Room,1  ,June 2019,Family, Fabulous location. Short walk to Victoria Station.Room,7.5,A convenient location close to Victoria Station especially if you need to catch the Gatwick Express,0,1,location|,0
527,Argentina,Superior Double Room,1  ,June 2019,Couple, everything,10.0,Excelente!,0,1,,1
528,Australia,Superior Double Room,4  ,June 2019,Couple," We like our room good size and comfortable, breakfast was excellent and the service was good. Nearby Victoria train station",8.3,Very Good,0,1,comfort|food|staff|location|,1
529,United Kingdom,Superior Double Room,1  ,June 2019,Solo traveler, It was in a good location and it was excellent. Didn’t give it 5 stars because of below,7.5,Good,0,1,location|,1
530,United Kingdom,Superior Double Room,5  ,June 2019,Couple," The egg scrambled and omelette was good . The bed was suitable for me and my wife . 
The down side was that you charged us more money than we would have paid . While we were there for 5days the average rate we established before checking out was 180pounds per day ie 900.00 for 5 days . Please credit us with the difference of 471.60 pounds, so we can keep trusting you and working with you. Meanwhile we are happy with your booking of Hilton Dubai Creek where we arrived last night. Thanks",7.5,Good,0,1,bed|price|,1
531,Germany,Executive Studio (3 Adults),4  ,June 2019,Family, Friendly and helpful staff. Good location close to Victoria Station. Easy access to buses and underground. Walking distance to Buckingham Palace and Westminster/House of Parliaments. We had a spacious and clean room (mini suite) for three people.,8.8,Good Hotel close to Victoria Station.,0,1,staff|location|dirty|,0
532,Trinidad and Tobago,Superior Queen Room,8  ,June 2019,Couple," Close to all I am interested in. Gatwick Express, Buckingham Palace, Westminster Abbey and Cathedral, The Oval.",10.0,Exceptional,0,1,,1
533,United States of America,Superior Double Room,3  ,June 2019,Couple," Great location, gym sauna and steam room",9.6,Great location close to Victoria station,0,1,location|fitness|,0
534,United Kingdom,Superior Twin Room,2  ,June 2019,Couple," Hotel was excellent,however staff were so helpful and caring,nothing was a problem.Thank You.",10.0,Hassle free,0,1,staff|,1
535,United Kingdom,Superior Queen Room,1  ,June 2019,Couple," The location was ideal for our visit for a reception at Buckingham Palace, within walking distance.
We enjoyed our evening meal in the restaurant, which was Italian small plates, which was great, very relaxed.
We were also given VIP Status for the day, with two free drinks, and an upgraded room.
In all a very good visit to London and we would stay at this hotel again.",9.2,"We enjoyed our short stay in London, our Reception at Buckingham Palace, and the hotel was excellent",0,1,location|staff|food|restaurant|drink|,1
536,Australia,Superior Double Room,3  ,May 2019,Solo traveler, The breakfast was great but the pot of tea was always cold.,9.6,Very nice stay... the staff went out of their way to help...,0,1,food|drink|,1
537,United Kingdom,Executive Studio,1  ,June 2019,Family, The location was perfect,7.9,Very plesant,0,1,location|,1
538,Australia,Superior Double Room,1  ,June 2019,Solo traveler," I have returned to this property several times recently because I had been so happy with the location, room and my welcome.",9.2,"Slow check in with numerous questions to prove who I was. Seek the female staff, they are good.",0,1,location|,0
539,United States of America,Superior Twin Room,2  ,May 2019,Family, Clean tho worn...,10.0,Exceptional,0,1,dirty|,1
540,United Kingdom,Superior Double Room,3  ,June 2019,Couple, Great Location,9.2,Wonderful,0,1,location|,0
541,Switzerland,Superior Twin Room,1  ,May 2019,Family," Great hotel! So pleased with the location, the look and feel. I was here with my young adult son. I will definitely stay here again as it is really very well located, super clean, beautifully decorated, comfortable and the front desk staff give great recommendations and are extremely nice.",10.0,Great weekend escape to London,0,1,location|dirty|comfort|staff|,0
542,United States of America,Superior Twin Room,1  ,May 2019,Group, Good,10.0,Exceptional,0,1,,1
543,United States of America,Superior Double Room,2  ,June 2019,Family," Facilities, staff, location",10.0,"It was overall an ec=xcellent ecperience, surpassig m y rxpectations/",0,1,staff|location|,1
544,Australia,Superior Double Room,1  ,June 2019,Couple," Position was excellent. Right near Victoria station 
Staff were excellent. We were able to access our room early.",8.8,Pre coach tour hotel,0,1,location|staff|,1
545,United Kingdom,Executive Twin Room,1  ,June 2019,Couple," Very Modern , great facilities. Our original room was noisy due to a plumbing problem, but the staff moved us to another room straight away. Great service. Good breakfast. Dining room well laid out so self service items easy to reach.",10.0,"Very enjoyable, no complaints",0,1,comfort|noisiness|staff|food|restaurant|,1
546,United Kingdom,Superior Double Room,1  ,May 2019,Family, The size of the bed - enormous!,10.0,We had an excellent stay with wonderful adjoining rooms. Breakfast was fab too.,0,1,bed|,0
547,United Kingdom,Superior Queen Room,4  ,June 2019,Couple, The location,8.8,It was great,0,1,location|,1
548,United States of America,Superior Double Room,2  ,June 2019,Family, Breakfast was wonderful.  Great technology in the rooms.,10.0,Exceptional,0,1,food|,1
549,United Kingdom,Superior Twin Room,2  ,May 2019,Family," Nice clean hotel close to victoria station. Underground easy to use to travel to other parts of London.
Plenty of places for coffee&breakfast if you don’t want to have breakfast in the hotel.
We had breakfast buffet our you can order off the menu all very good .",8.8,Stayed in this hotel twice & would recommend it to anyone.,0,1,dirty|location|food|restaurant|,0
550,United Kingdom,Superior Double Room,2  ,May 2019,Group, breakfast excellent  --- staff helpful. Location convenient for what we wanted to do.,9.6,We thoroughly enjoyed our stay --- including the modern technology in the room!,0,1,food|staff|location|,0
551,Australia,Superior Double Room,1  ,June 2019,Solo traveler, The rooms are spacious and well equipped.,9.6,This hotel is a real find. Location is excellent and staff are warm and welcoming.,0,1,,1
552,United Kingdom,Superior Twin Room,2  ,May 2019,Group," Very close to tube station and bus routes all around London, lovely staff, lovely room and amenities, we chose this hotel as it was close to the pick up point for the Harry potter tour, it's a shame we didn't get to spend more time in the hotel as it was great",10.0,Exceptional,0,1,staff|,1
553,United Kingdom,Superior Twin Room,1  ,May 2019,Family," Good choice, muffins were delicious, nice environment.",7.9,Good,0,1,,0
554,United States of America,Superior Queen Room,8  ,May 2019,Couple," Great location for Victoria stations, good restaurants and local attractions. High end electronics in the room. Live music in the lounge on Thursday nights.",7.9,A great place to stay in London,0,1,location|restaurant|,1
555,United States of America,Superior Double Room,5  ,May 2019,Solo traveler, Front desk staff was friendly and helpful.  Bed was comfortable and room was cleaned very well daily.,10.0,Nice hotel next to Victoria Station,0,1,staff|bed|comfort|,0
556,Norway,Superior Double Room,2  ,May 2019,Couple," Fantastically convenient location for travel to/from Gatwick and clean, friendly hotel. The restaurant (that is also the breakfast area) has fantastic Italian food.  Unusually friendly, helpful staff.",10.0,"Brilliant location and clean, friendly, comfortable hotel",0,1,location|dirty|staff|restaurant|food|drink|,1
557,United Kingdom,Superior Queen Room,2  ,May 2019,Couple, Breakfast was excellent.,7.9,Overall very good,0,1,food|,1
558,United Kingdom,Superior Double Room,2  ,May 2019,Couple, Excellent location. Comfy rooms,9.2,Wonderful,0,1,location|comfort|,1
559,United States of America,Superior Twin Room,2  ,May 2019,Couple," Exceptionally good breakfast and excellent location.  Hotel looked new, clean and well managed.  Staff was friendly and helpful.",9.2,Wonderful,0,1,food|location|dirty|staff|,0
560,Jersey,Superior Queen Room,1  ,May 2019,Couple," Liked everything about this property! Friendly staff, beautiful rooms, amazing restaurant, beautiful decor smells amazing! 😁",10.0,Exceptional,0,1,staff|restaurant|comfort|,1
561,Australia,Executive Twin Room,2  ,May 2019,Couple, All excellent.  Only one minor issue - the room was very warm and we couldn’t get air on to be any cooler.,7.5,Good,0,1,temperature|,1
562,United Kingdom,Superior Double Room,1  ,May 2019,Couple," The location was perfect in Victoria, as we were going to the theatre in Victoria. The bar area is very relaxing after an evening out.",8.8,Really enjoyed our stay in this lovely hotel.,0,1,location|drink|restaurant|,1
563,Portugal,Superior Double Room,1  ,May 2019,Couple, great hotel right next to Victoria Station... couldn't be better...,9.6,Exceptional,0,1,location|,1
564,South Africa,Superior Double Room,3  ,May 2019,Solo traveler," The staff here go out of their way to be helpful. The rooms are clean and comfortable and the beds are super comfy. 
They choose one person a week (at random I think) to be a VIP and give them a free room upgrade, chocolates and drinks vouchers. My sister was it! Nice touch. 
Also it’s super close to the gatwick express and there are also lovely walks around the area.",9.6,Consistently excellent,0,1,staff|dirty|comfort|bed|drink|location|,1
565,Ireland,Superior Double Room,2  ,May 2019,Couple, Everything. Friendly staff and excellent facilities loved every minute of it.,10.0,Exceptional,0,1,staff|,1
566,United Kingdom,Superior Double Room,1  ,May 2019,Couple," Very clean, friendly staff, lovely room, great location. Brilliant value for money.",10.0,Exceptional,0,1,dirty|staff|location|price|,0
567,United Kingdom,Superior Double Room,2  ,May 2019,Couple," The location was specifically chosen for proximity to the Chelsea Flower Show, and a hotel that provided parking. 
Staff were excellent, professional and helpful.",10.0,hotel chosen for location and amenities and by and large did not disappoint,0,1,location|tv|parking|staff|,1
568,Norway,Executive Twin Room,4  ,May 2019,Family," Location, facilities, staff...all was perfect!",10.0,Exceptional,0,1,location|staff|,1
569,United States of America,Superior Double Room,2  ,May 2019,Group, Perfect location,9.6,Exceptional,0,1,location|,1
570,United States of America,Superior Double Room,7  ,May 2019,Family," Location was exceptionally convenient for access to Victoria Station and Gatwick airport trains, as well as walking tours of London and boats on the Thames. Many restaurants and breakfast options nearby. Easy walk to Buckingham Palace and Parliament buildings. Our room was quiet and had a huge bead. Concierge was helpful. Room very clean. Hotel offers eco options.",10.0,"Excellent hotel with convenient access to key London sights, Victoria Station and the Underground.",0,1,location|restaurant|food|noisiness|staff|dirty|,1
571,Australia,Superior Double Room,1  ,May 2019,Group, Very surprised by the high standard of this hotel. Comfortable lounge/bar area and restaurant with delicious food.,10.0,Excellent place to stay,0,1,comfort|drink|restaurant|location|food|,0
572,Hungary,Executive Studio,4  ,May 2019,Family," The breakfast is excellent, specially the chef (Hamid may be) was so kind. 
Peter at the front desk helped us immediately for all of our requests. 
Absolutely great location next to Victoria station, easy to find all attractions within a short walking.",9.2,Great staff and location,0,1,food|restaurant|location|,1
573,Isle of Man,Superior Double Room,1  ,May 2019,Couple," Good location next to victoria station, room was clean and nice .",9.2,Perfect,0,1,location|dirty|,0
574,Singapore,Superior Double Room,1  ,May 2019,Couple, Great location (Victoria Coach Station) for my trip to Southampton.,7.9,Great hotel for pre-cruise,0,1,location|,1
575,New Zealand,Superior Double Room,6  ,May 2019,Couple," The location was fantastic!  Everything was in walking distance which I was delighted and surprised about.  After a 14 hour flight, the room service meal was amazing, and the staff were exceptional.  Oh, and the bed was comfortable!",10.0,We loved our stay!,0,1,location|staff|food|bed|comfort|,1
576,United Kingdom,Superior Double Room,4  ,May 2019,Couple, We felt that the location was excellent- central to most of London’s “must see” sites.,7.9,Good,0,1,location|,1
577,United Kingdom,Superior Double Room,1  ,May 2019,Couple, We arrived early and they switched our room so that we could check in - so initial impression was good.,9.6,"Location great, hotel comfortable, breakfast filling",0,1,,1
578,United States of America,Superior Queen Room,4  ,May 2019,Couple," Breakfast was fine - dinner, though, is a weird menu of tapas like food and we actually left after looking at the menu. Service by staff was outstanding - concierge, porter, bar staff, everybody.
Room and lobby areas were very clean. Location is fantastic - 2 minute walk from Victoria station.",8.8,A great place to stay that needs to tweak some room related things.,0,1,food|restaurant|drink|staff|location|dirty|,1
579,United Kingdom,Superior Double Room,1  ,May 2019,Solo traveler, Nice size rooms,10.0,Veery pleasant,0,1,,1
580,United Kingdom,Executive Studio,1  ,May 2019,Solo traveler, Really close to Victoria Station,10.0,Good location. Helpful staff,0,1,location|,1
581,United Kingdom,Superior Double Room,3  ,May 2019,Group," Good sized room for the price in London. Comfortable & clean. Excellent service. Great breakfast buffet.
Good location for access to public transport to all parts of London.",7.9,Great base for a London visit.,0,1,price|comfort|dirty|staff|food|location|,1
582,United Kingdom,Executive Studio,1  ,May 2019,Family, Modern room,7.5,Great facilities great location. Victoria area on the up!,0,1,comfort|,1
583,United Kingdom,Executive Twin Room,1  ,May 2019,Couple, Excellent at all aspects! The bed was so comfortable I never left the room until the next day.,10.0,Exceptional,0,1,bed|comfort|,0
584,United States of America,Superior Double Room,3  ,May 2019,Couple, Comfy big bed. Great location. Good breakfast.  Nice bathroom.,10.0,Very nice,0,1,comfort|bed|location|food|bathroom|,0
585,United States of America,Superior Double Room,4  ,May 2019,Group," Proximity, comfortable bed, clean, nice breakfast!",9.6,Exceptional,0,1,location|comfort|bed|dirty|food|,0
586,United Kingdom,Superior Double Room,1  ,May 2019,Couple," Nice sized room.  Very clean and tidy and with a huge comfortable bed.  Especially enjoyed the service at breakfast.  Quite often these days hotels seem to cut back on staff serving in the dining areas, but there were plenty of very helpful staff available at breakfast which made our experience even more enjoyable.",8.3,Perfect for an overnight stay for a concert or the theatre.,0,1,dirty|comfort|bed|staff|food|restaurant|location|,1
587,United Kingdom,Superior Double Room,1  ,May 2019,Couple," The location in close proximity to London Victoria Station was our prime reason for picking this hotel.
The hotel is modern, clean and very efficiently managed.",9.2,Perfect for a short break and will definitely book here again.,0,1,location|comfort|dirty|,1
588,United Kingdom,Superior Double Room,1  ,May 2019,Solo traveler," I booked this place when I was pretty much on my way there already. The room was great, the bed was super comfy and the fascinates were extremely useful. Place is super central and easy to get to which Is ideal for a night in London.",10.0,Great night stay in London.,0,1,location|bed|comfort|staff|,1
589,France,Superior Queen Room,1  ,May 2019,Solo traveler, Great location and great service.,10.0,Exceptional,0,1,location|staff|,0
590,United Kingdom,Superior Double Room,1  ,May 2019,Couple, Location,10.0,Exceptional,0,1,location|,1
591,Qatar,Superior Double Room,1  ,April 2019,Solo traveler," Excellent location,  clean, and nice staff",9.2,Very nice stay,0,1,location|dirty|staff|,0
592,Russia,Superior Double Room,2  ,April 2019,Solo traveler," Great location, very nice room with lots of good surprises- like remote control for shutting the window blinds)",9.2,Nice place,0,1,location|,1
593,United Kingdom,Superior Double Room,1  ,May 2019,Solo traveler, All staff polite and efficient,9.2,Good experience all round,0,1,staff|,1
594,United States of America,Superior Double Room,2  ,April 2019,Group," The rooms had the latest and greatest technology in them, loved how you could control all the lights from the table beside the bed.",10.0,Exceptional,0,1,location|bed|,1
595,United Kingdom,Superior Double Room,1  ,April 2019,Family, Rooms. Digital controls in rooms. Beds were so comfortable. Perfect location.,10.0,Exceptional,0,1,bed|comfort|location|,1
596,United States of America,Superior Twin Room,7  ,May 2019,Group, Beds were very comfortable. Shower was a bit tough getting out of without the use of the handles / grabs bars.,8.3,Would most likely stay with you again. My friend Caroline also stayed with you and she recommended,0,1,bed|comfort|bathroom|drink|restaurant|,0
597,United Kingdom,Superior Double Room,3  ,April 2019,Couple, fantastic breakfast lovely evening meal in restaurant big rooms lovely spacious hotel,10.0,felt very comfortable with all the facilities we needed,0,1,food|restaurant|,0
598,United Kingdom,Superior Double Room,1  ,April 2019,Couple," Excellent lay out for breakfast with very good food, my wife wea impressed with the Gluten free food available.",8.3,Suited our requirements to have a very good stay in London to see the show at the Eventim Apollo .,0,1,food|drink|,1
599,Brazil,Superior Twin Room,9  ,April 2019,Family, The breakfast is very good. The staff is great. The location is perfect. The price is OK.,7.5,Almost perfect,0,1,food|staff|location|price|,0
600,United Kingdom,Superior Double Room,3  ,April 2019,Solo traveler," I was there for a conference, it was perfect for what I needed it for. Didn't need to explore London etc although it would be perfect if you wanted to",8.3,Very Good,0,1,,1
601,New Zealand,Superior Double Room,2  ,April 2019,Family, Awesome hotel. Absolutely loved the bed! It was so comfortable. Great location which was close to the underground and also close to the coach station. Would definitely stay here again.,10.0,Exceptional,0,1,bed|comfort|location|,1
602,United Kingdom,Superior Double Room,1  ,April 2019,Solo traveler," Good location, cheap late booking",7.9,Good,0,1,location|price|,0
603,United Kingdom,Superior Double Room,1  ,April 2019,Couple," Gadgets in room, cleanliness, quiet, great location",7.9,"Lovely hotel, great location, quiet, clean room.",0,1,dirty|noisiness|location|,0
604,Israel,Superior Double Room,3  ,April 2019,Family," The room was very clean.
The wifi was good in the room and in any other place in the hotel.
The location of the hotel is perfect! Only 3 minutes walk to the Victoria station.
The staff was very nice and helpful. They helped us to find the best path to the Stansted airport.",9.6,"Perfect location, nice staff, very clean",0,1,dirty|wifi|location|staff|,1
605,Israel,Executive Studio,4  ,April 2019,Family," Great location, great breakfast,  perfectly equiped room
, friendly staff.",10.0,Exceptional,0,1,location|food|staff|,0
606,Cyprus,Superior Double Room,4  ,March 2019,Group," The room was spotless clean and spacious. The location was great, minutes away from Victoria station. The hotel staff was polite and helpful. Definitely staying here again!",9.6,Great stay!,0,1,dirty|location|staff|,1
607,United Kingdom,Executive Double Room,4  ,April 2019,Family," We have stayed here a number of times and to be honest last we felt the place was a little tired but it’s so convenient for everywhere and so we thought we’d give it another go. 
The place has had a lot of TLC in the last 6-8 months and is looking great. 
We are delighted we went back! 
All the staff are friendly and helpful. 
The hotel is clean and very comfortable. 
We will definitely be back again.",10.0,Brilliant family time away,0,1,location|staff|dirty|comfort|,1
608,United States of America,Superior Double Room,1  ,April 2019,Couple," The location
The value
The place",10.0,Exceptional,0,1,location|price|,0
609,United Kingdom,Superior Double Room,1  ,April 2019,Couple, Can’t fault anything,10.0,Absolutely marvellous,0,1,,0
610,Hungary,Superior Double Room,3  ,April 2019,Group, Very nice& helpful staff,9.2,Wonderful,0,1,staff|,0
611,Australia,Superior Double Room,3  ,April 2019,Solo traveler, Location was great,9.6,Exceptional,0,1,location|,1
612,Italy,Superior Double Room,2  ,April 2019,Couple," Gym, bed.",8.3,"Great location, affordable price.",0,1,fitness|bed|,1
613,Netherlands,Superior Double Room,2  ,April 2019,Couple, Central located in the heart of London. Everything was in walking distance.,7.9,NIce hotel for a few days,0,1,location|,1
614,United Kingdom,Superior Double Room,3  ,March 2019,Group, Breakfast and staff...,7.9,Good,0,1,food|staff|,1
615,Australia,Superior Double Room,3  ,April 2019,Couple, Breakfast was quite extensive but an omelette bar would be great. Loved the coffee,9.6,Very nice hotel in a handy location!,0,1,food|drink|restaurant|,1
616,United Kingdom,Superior Double Room,3  ,April 2019,Couple, Everything was excellent. Please see my comments below about the menu,10.0,The whole three days was just lovely,0,1,food|,0
617,Italy,Superior Double Room,1  ,April 2019,Solo traveler," The hall, reception area and lobby all freshly refurbished!",8.8,Excellent,0,1,staff|location|,1
618,United Kingdom,Superior Double Room,2  ,April 2019,Couple," Everything, I can't fault it. The service was good.
The breakfast buffet, especially the full English, was delicious.
The room was clean, spacious and very comfoftable.
I would definitely stay here again.",10.0,Perfect stay at the Park Plaza hotel,0,1,staff|food|dirty|,1
619,United Kingdom,Executive Twin Room,1  ,April 2019,Group," Loved the very posh rooms, clean and crisp comfortable beds.
Room Service was good and well priced.",10.0,"Very lovely room, great location and lovely massive choice of buffet breakfast.",0,1,dirty|comfort|bed|staff|price|,1
620,United Kingdom,Superior Double Room,1  ,April 2019,Family, Comfort.,9.2,Restful,0,1,comfort|,1
621,United States of America,Executive Studio,4  ,April 2019,Family," Location, friendly staff, cleanliness, and professionalism.",10.0,Exceptional,0,1,location|staff|dirty|,1
622,Ireland,Superior Double Room,2  ,April 2019,Couple, Location,9.6,Excellent location for Victoria palace. We walked to all areas we wanted to see 20/30 minutes to We.,0,1,location|,1
623,Australia,Superior Double Room,2  ,April 2019,Solo traveler, Location is great. Bed & shower comfortable,7.5,Comfortable room but noisy neighbours resulted in an average stay,0,1,location|bed|bathroom|comfort|,0
624,United States of America,Superior Double Room,1  ,April 2019,Solo traveler, Fantastic hotel. Friendly staff. It's a shame I couldn't stay longer.,10.0,Spending most of my time in the room was a wonderful escape from the cold London weather.,0,1,staff|,0
625,United Kingdom,Superior Double Room,1  ,April 2019,Group, Very friendly service and the hotel is in an excellent location,9.6,Perfect location with wonderful friendly service,0,1,staff|location|,0
626,Qatar,Executive Double Room,4  ,April 2019,Solo traveler, All arround,9.6,It was very good,0,1,,1
627,Hungary,Executive Studio (3 Adults),2  ,March 2019,Couple," excellent location, polite staff, good breakfast, clean and big enough room, good transport connection",9.2,If someone would like to explore the city I recommend to stay at this hotel.,0,1,location|staff|food|dirty|,0
628,South Korea,Superior Double Room,3  ,April 2019,Group, Best location,10.0,Exceptional,0,1,location|,1
629,Australia,Superior Double Room,6  ,March 2019,Solo traveler," Did not eat at hotel, location perfect for the main Royal attractions, 5 mins from Victoria station, underground and Brit rail",9.6,"Comfortable, great location, great staff",0,1,location|,0
630,United Kingdom,Superior Double Room,1  ,April 2019,Couple, Nice hotel in a good location close to Victoria Station,8.8,"Good location , clean and efficient",0,1,location|,1
631,Switzerland,Superior Double Room,2  ,April 2019,Solo traveler, I have had a great stay here. The hotel located close to Victoria station. There are restaurants and bar around. It is pretty pricey but still cheaper than some around.,8.3,Very Good,0,1,location|restaurant|drink|price|,0
632,Belgium,Superior Twin Room,4  ,April 2019,Couple, The hotel is very well located. The breakfast is really amazing too. And the beds are super comfortable.,7.9,Good,0,1,location|food|bed|comfort|,1
633,United Kingdom,Executive Studio,1  ,April 2019,Family," Excellent stay friendly staff, clean very comfortable beds.",10.0,Almost perfect,0,1,staff|dirty|comfort|bed|,1
634,United Kingdom,Superior Twin Room,2  ,April 2019,Group, The room was a decent size and very comfortable.,8.8,Very good hotel in a good location,0,1,comfort|,1
635,Finland,Executive Studio,2  ,April 2019,Family," Extremely polite and helpfull staff. Big enough room for four. Big HD-tv. Easy connections around the city, bus hub and subway near as well as national railway.",9.6,Great place In great location,0,1,staff|tv|location|,1
636,Germany,Superior Queen Room,2  ,April 2019,Couple, Breakfast was amazing.,10.0,Amazing,0,1,food|,1
637,United Kingdom,Superior Double Room,1  ,April 2019,Couple, Excellent location and customer service.,9.2,Wonderful,0,1,location|staff|,1
638,United Kingdom,Superior Double Room,2  ,April 2019,Couple," Fantastic location, lovely friendly staff, comfy bed & lovely room",10.0,"Top class stay, brilliant location",0,1,location|staff|comfort|bed|,0
639,United Kingdom,Executive Studio (3 Adults),1  ,April 2019,Family, Location & room,9.6,Exceptional,0,1,location|,1
640,United Kingdom,Executive Twin Room,1  ,April 2019,Family, Good location for what we wanted.,8.3,Very Good,0,1,location|,0
641,Ireland,Superior Double Room,3  ,April 2019,Solo traveler," The bed was super comfortable, and loved the room size. Came away to get some work done in peace and that’s exactly what I got. Would love to return.",8.8,Excellent,0,1,bed|comfort|,1
642,United States of America,Executive Studio (3 Adults),6  ,April 2019,Group," It was in a safe location, 5 minute walk to underground station. Very comfortable bed and 
clean room. Liked having lobby bar for late evening food and drinks. Staff was always professional and pleasant. Appreciated complimentary water and nespresso coffee in room.",9.6,Recommend this hotel and location to first time visitors to London,0,1,location|comfort|bed|dirty|drink|restaurant|food|staff|noisiness|price|bathroom|,1
643,Guernsey,Superior Double Room,1  ,April 2019,Solo traveler, Convenience of Victoria and Gatwick Express.,8.3,Very Good,0,1,comfort|location|,0
644,New Zealand,Superior Double Room,2  ,April 2019,Solo traveler," General Facilities, Restaurant, Staff, Location",8.8,Excellent,0,1,restaurant|staff|location|,0
645,United States of America,Superior Twin Room,2  ,April 2019,Group, modern-clean close to rail and attractions,10.0,Exceptional,0,1,comfort|dirty|,1
646,United States of America,Superior Double Room,2  ,March 2019,Couple," The room  was reasonably large, had good wifi, good lighting and clean.  The Staff were particularly helpful and  friendly.  The Concierge  was wonderful.  They helped us  many times during our two night stay.  What stands out to us is the bar service.  We had light meals and wine in the evening and found the food in the bar to be quite good.  Both times we were served by a young lady from Bulgaria that remembered our choices from the previous night and provided exceptional friendly service.  We already have decided to return to this hotel in a few weeks.",10.0,Nice place with good service,0,1,wifi|dirty|staff|drink|restaurant|food|,1
