,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
158,Sweden,Double Room,1  ,July 2020,Couple, Parking garage was excellent,1.0,Never again,0,1,parking|,1
159,United Kingdom,Single Room,2  ,December 2019,Solo traveler, The staff were very nice and helpful.,6.0,Okay.,0,1,staff|,1
160,Australia,Twin Room,2  ,September 2019,Solo traveler, Location,6.2,Pleasant,0,1,location|,1
161,Czech Republic,Double Room,1  ,July 2019,Family, the view was great and nice staffs,7.1,Good,0,1,location|staff|,1
162,Poland,Twin Room,1  ,June 2019,Solo traveler," Location, parking",4.6,Disappointing,0,1,location|parking|,1
163,United Kingdom,Superior Double Room,3  ,March 2019,Couple, Great location,4.2,"badly overpriced, very average service",0,1,location|,1
164,United States of America,Single Room,1  ,April 2019,Solo traveler, Facilities were clean and well furnished.  The building is beautiful and in a great location.,6.7,Pleasant,0,1,dirty|location|,0
165,Poland,Single Room,1  ,March 2019,Solo traveler, Biutyfull view from the the room on the river.,5.4,Good but nothing special expect the view on the river.,0,1,location|,0
166,Poland,Superior Double Room,1  ,February 2019,Couple, The location and the breakfast are the best.,6.7,Good location but overpriced,0,1,location|food|,1
167,Australia,Twin Room,2  ,October 2018,Couple, Location.,4.2,High Priced outdated hotel,0,1,location|,1
168,Poland,Twin Room,2  ,February 2021,Solo traveler," - Quite loud AC, cannot be turned off for some reason.
- Lots of snow on the pathway/entrance. Was removed on the next day though.
- A bit expensive parking lot (which was almost empty).",8.0,Good hotel in a great location!,1,0,noisiness|dirty|price|parking|,1
169,Turkey,Double Room,2  ,October 2020,Couple, Nothing,10.0,Exceptional,1,0,,1
170,Poland,Double Room,1  ,July 2020,Group, everything was great,9.0,Wonderful,1,0,,1
171,Netherlands,Double Room Plus River View,1  ,September 2020,Couple, Nothing,10.0,Exceptional,1,0,,1
172,United Kingdom,Double Room,4  ,September 2020,Solo traveler, Nothing,8.0,Very comfortable,1,0,,1
173,United Kingdom,Double Room,6  ,July 2020,Family, The WiFi doesn’t work reliably if you are at the end of the building.  If you stay in a room by the lift it’s noisy.,8.0,Mostly good,1,0,wifi|noisiness|,1
174,United Kingdom,Double Room,1  ,September 2020,Family, Overpriced breakfast.,8.0,Will come back again,1,0,price|food|,0
175,Poland,Double Room,2  ,August 2020,Couple," Underground car park cramped - although we didn't need to use it during our stay, only on arrival and departure.
Staff need to be better informed about getting around in Wrocław.",9.0,A great place for a visit to Wrocław.,1,0,parking|staff|,1
176,Hungary,Double Room,3  ,August 2020,Couple," Parking system could be better for hotel residents - to avoid dealing with parking tickets & activation on each leave.
Protip: Make sure you only pay parking on check-out to avoid any unnecessary overpay.
Please let the cleaner staff know to not start vacuum cleaning nearby in case there is a guest in the room still.",8.0,Very Good,1,0,parking|price|dirty|staff|location|,0
177,United Kingdom,Twin Room,3  ,August 2020,Group, Internal stairways would have been more comfortable than using the emergency stairways.,9.0,Wonderful,1,0,comfort|,1
178,Germany,Double Room,1  ,August 2020,Couple, Parking was a bit pricy,9.0,Wonderful,1,0,parking|,0
179,Luxembourg,Double Room Plus River View,1  ,August 2020,Couple," I personally dislike the hotels with closed sealed windows, when you can't open it, and are forced to rely on the AC. I don't like sleeping with AC turned on, as it gets easily too cold, and you can catch something. This is a big disadvantage, the night sleep was very mediocre.",9.0,Wonderful,1,0,bed|,0
180,Czech Republic,Double Room,2  ,August 2020,Couple, There is not possible open windows in the room. So all times we were only dependented on the air conditioning. Prices of bar and breakfast were a little bit more expensive. Design of furniture looks slightly obsolete.,8.0,Great building with beautiful view and  quality service,1,0,temperature|price|drink|restaurant|food|,1
181,Germany,Double Room,2  ,July 2020,Family, Lack of windows that can open.,10.0,Exceptional,1,0,,1
182,Poland,Double Room,2  ,June 2020,Couple," Despite being really clean, room seamed getting flaky (walls especially).",9.0,Wonderful,1,0,dirty|,1
183,United Kingdom,Double Room,4  ,June 2020,Couple," Windows  are not sound proofing. With party on island  till 5am it is very difficult to sleep.
Beds need new mattresses and more pillows in room. With 4 stars iron and ironing board should be a standard in room.",8.0,Very Good,1,0,noisiness|bed|,0
184,Lithuania,Double Room,1  ,February 2020,Family, The hotel is charging for a baby crib...,8.0,Would stay there again,1,0,bed|,0
185,United Kingdom,Double Room,3  ,March 2020,Couple," Struggled to get coffee and milk supplies in the room, minor gripe but otherwise very nice hotel",10.0,Exceptional,1,0,drink|,0
186,United Kingdom,Double Room Plus River View,3  ,February 2020,Couple, Fantastic loved the place would go back for the hotel alone,10.0,Exceptional,1,0,location|,0
187,Germany,Single Room,3  ,February 2020,Solo traveler," Pet hate of mine, I do not like showers in the bath......!!
For a 4 star hotel I think the bathrooms maybe need up grading to walk in showers.",9.0,Just perfect,1,0,bathroom|,1
188,France,Double Room Plus River View,1  ,February 2020,Couple, Nothing :),10.0,Exceptional,1,0,,1
189,United Kingdom,Double Room,1  ,February 2020,Couple, Decor slightly dated but otherwise nothing,9.6,Perfect,1,0,comfort|,0
190,United Kingdom,Double Room,2  ,February 2020,Solo traveler, Bed,9.2,Wonderful,1,0,bed|,1
191,United Kingdom,Double Room,3  ,February 2020,Couple," Hard to work out the facility’s without asking 
Not details in the room",9.6,Great location and hotel,1,0,,0
192,United Kingdom,Double Room,3  ,February 2020,Couple, Nothing,10.0,Exceptional,1,0,,1
193,United Kingdom,Single Room,1  ,January 2020,Group," The road outside is quite busy all night, ask for a room overlooking the river at the back of the hotel.",9.0,"Comfortable, clean hotel with friendly staff. Excellent value",1,0,location|,1
194,Ireland,Double Room,3  ,January 2020,Couple, Nothing,9.6,Excellent,1,0,,1
195,United Kingdom,Double Room,3  ,January 2020,Couple, Nothing. All good,10.0,Exceptional,1,0,,1
196,United Kingdom,Double Room,2  ,January 2020,Couple, The bathroom towels could do with being bigger,10.0,Exceptional,1,0,bathroom|,1
197,Latvia,Twin Room,1  ,January 2020,Couple, There wasn’t mentioned in booking that you should pay for parking,9.6,Exceptional,1,0,price|parking|,0
198,Sweden,Single Room,2  ,January 2020,Solo traveler, I would be a plus with a gym for workout.,9.0,Wonderful,1,0,fitness|,1
199,United States of America,Single Room,3  ,December 2019,Solo traveler," The location was not at a so great neighborhood, but they are attracting businesses and revamping what used to be a not so great area",9.6,Exceptional,1,0,location|,1
200,Spain,Twin Room,1  ,December 2019,Couple, • Parking costed extra 50 PLN/night,10.0,Exceptional,1,0,parking|,1
201,Russia,Double Room,1  ,December 2019,Family, Long line at reception,9.2,Wonderful,1,0,staff|,0
202,United States of America,Double Room,2  ,December 2019,Couple," There was an event with loud music being hosted till midnight which could have been notified to guests. 
The parking and breakfast are very expensive which can turn the hotel stay a very costy experience. 
Another disadventage was that there was no gym in the hotel.",8.8,Couples break,1,0,noisiness|parking|food|price|fitness|,1
203,Poland,Double Room,1  ,December 2019,Family," The parking system was blocking and needed to have the tickets manually validated by the security and reception. This is just a tip for improvement, not a complaint.",10.0,Exceptional,1,0,parking|staff|,0
204,Ireland,Double Room,2  ,December 2019,Couple, Some of the staff at breakfast were grumpy/ abrupt in their manner.,9.6,Christmas market break,1,0,staff|food|,1
205,United Kingdom,Double Room,2  ,November 2019,Group, A little miss communication through the management staff and the floor staff. However it was sorted with haste.,9.2,Wonderful,1,0,staff|,1
206,Slovakia,Single Room,5  ,November 2019,Group, .,9.0,Wonderful,1,0,,1
207,United Kingdom,Double Room,1  ,November 2019,Couple, Is nothing to dont like.all perfect,9.2,Wonderful,1,0,,1
208,United Kingdom,Single Room,3  ,November 2019,Solo traveler," Honestly speaking but just as a personal preference they had the big square pillows which gave me neck pain but luckily they offered various other types that you could change for. Apart from that, it was awesome.",9.6,Exceptional,1,0,bed|,0
209,United Kingdom,Single Room,1  ,November 2019,Solo traveler, everything was fine,10.0,excellent staff and location,1,0,,1
210,Romania,Twin Room,2  ,September 2019,Solo traveler," To be fair, the riverside view is very pretty, but not as dramatic as the photos suggest. As a photographer I can understand why. :-) That being said, this hotel would still be my first choice in Wrocław regardless of the room view.",10.0,Exceptional,1,0,location|,0
211,United States of America,Double Room,5  ,August 2019,Couple," No power outlets near the bed, needed to get under the table in order to plug chargers, no way to place a phone near the bed when it's charging.",8.0,Good place to stay if you visiting Google Wroclaw.,1,0,location|bed|,1
212,Germany,Double Room,1  ,August 2019,Group, Parking lot is too expensive,10.0,Exceptional,1,0,parking|price|,0
213,United Kingdom,Double Room,4  ,August 2019,Couple," A little bit of a walk into the main square (when it was hot), but not too far that you would need to get a bus/taxi.",8.8,4 day leisure stay,1,0,,1
214,United Kingdom,Twin Room,1  ,August 2019,Solo traveler, I found the evening receptionist cold and businesslike . I arrived at midnight after leaving home at 4pm . It would be nice to get a smile on arrival.,9.2,Nice modern hotel,1,0,,1
215,United Kingdom,Twin Room,3  ,August 2019,Group, Nothing to dislike,9.2,SUPERB,1,0,,1
216,United Kingdom,Superior Double Room,3  ,August 2019,Couple, Nothing,10.0,Exceptional,1,0,,1
217,United Kingdom,Twin Room,1  ,June 2019,Solo traveler, nothing,8.3,Very Good,1,0,,1
218,Netherlands,Single Room,2  ,July 2019,Solo traveler, Curtains could be a bit thicker so they stop some light in the morning,8.8,Great place close to the center,1,0,,1
219,Czech Republic,Twin Room,1  ,July 2019,Solo traveler, Too soft bed. I can not sleep,9.2,Wonderful,1,0,bed|,0
220,Malta,Twin Room,2  ,June 2019,Family, Breakfast could be better,7.5,Good,1,0,food|,1
221,Czech Republic,Double Room,1  ,July 2019,Family, You have to pay for baby crib,9.6,Great hotel in an ideal location to visit Wroclaw,1,0,price|bed|,1
222,United Kingdom,Double Room,1  ,June 2019,Couple, Breakfast and parking a bit pricey,9.6,Great hotel for lovely city break,1,0,food|parking|price|,1
223,United Kingdom,Twin Room,1  ,July 2019,Solo traveler, Staff didn't understand me as I am Scottish but got there.,9.2,Wonderful,1,0,staff|,1
224,Ukraine,Double Room,4  ,June 2019,Family, The air condition was always turn on when we return after walk. We stayed with child and did not want to turn it on.,8.3,Very Good,1,0,temperature|,1
225,Canada,Double Room,1  ,June 2019,Family, Soap dispenser to hard to squeeze and no face cloths.,7.5,Good,1,0,tv|,1
226,United Kingdom,Twin Room,1  ,June 2019,Couple," Price, lack of toothpaste and toothbrush",7.9,Good,1,0,price|,1
227,Netherlands,Double Room,2  ,June 2019,Couple," Walking along the river was noisy and full of drunk, young people. We didn't really have time to explore more. We decided to have a drink at the hotel bar, which was really nice.",9.6,Exceptional,1,0,noisiness|drink|restaurant|,1
228,United Kingdom,Twin Room,3  ,June 2019,Group," Ran out of shower gel in the shower. Probably need to check and refill everyday
Our room had a view of a busy road and factory, would have been much nicer to get the river view and old town",7.9,"Very pleasant short stay, Close to old Town we walked everyday to restaurants across the river",1,0,bathroom|location|,0
229,United Kingdom,Double Room,4  ,June 2019,Couple, Price of breakfast,9.2,Wonderful,1,0,price|food|,1
230,South Africa,Twin Room,2  ,June 2019,Group, Nothing worth mentioning.,10.0,An excellent place where we will like to stay again. So comfortable with very helpful people.,1,0,,1
231,Belarus,Double Room,1  ,May 2019,Couple," During the night two drunk people open my door at 5 floor with their own key and it was stressful.
.
Security level os ugly. It seems every key is the same for the whole room set within the floor.",9.6,"Excellent place, but lock door at room and use safe.",1,0,,1
232,Canada,Single Room,2  ,May 2019,Solo traveler, Wi-Fi is very hit and miss in the rooms,9.6,Exceptional,1,0,wifi|,1
233,Austria,Double Room,1  ,May 2019,Couple, The hotel room and staff were too good to say any complaint.,10.0,Exceptional,1,0,staff|,1
234,Ireland,Twin Room,2  ,May 2019,Family," Had dinner in restaurant first night meal was lovely very enjoyable, but charged for bottled water  would not give us tap water when asked even though it was no problem to get it in other restaurants",10.0,Exceptional,1,0,food|restaurant|drink|dirty|bathroom|,1
235,United Kingdom,Single Room,2  ,May 2019,Solo traveler, Not applicable,10.0,Exceptional,1,0,,1
236,United Kingdom,Double Room,3  ,March 2019,Couple, We thought there would be a gym as the description said fitness suite.,8.8,Great location to explore the city and good clean rooms.,1,0,fitness|,0
237,United Arab Emirates,Twin Room,1  ,March 2019,Group, Sigle bed very narrow aprox.80cm,7.9,Good,1,0,bed|,1
238,United Kingdom,Double Room,1  ,February 2019,Solo traveler," A little tired/old fashioned in places, but renovation underway",7.9,Good,1,0,location|,0
239,United Kingdom,Single Room,1  ,February 2019,Solo traveler, The quality of the restaurant food and breakfast was average.,7.5,"Nice staff and good location, average restaurant.",1,0,restaurant|drink|food|,1
240,Belgium,Double Room,1  ,January 2019,Family, all perfect,9.2,Wonderful,1,0,,1
241,Ireland,Twin Room,3  ,December 2018,Group," Bar area in lobby, not welcoming
Service in restaurant in evening",8.8,Christmas Market,1,0,drink|restaurant|location|staff|,1
242,Ireland,Double Room,3  ,January 2019,Couple, The room was way to hot.,9.6,Exceptional,1,0,,1
243,Israel,Double Room,2  ,December 2018,Couple, The wellness center is far from expected.,9.6,Great value for money in great location!,1,0,fitness|location|,1
244,Puerto Rico,Apartment,1  ,December 2018,Group," 1. The attendant didn't explain to me wifi password, check out, breakfast, etc. I had to ask for everything. 
2. There's only one small trash can away from the toilet or the room area.
3. Not enough places to connect electronical devices.",9.6,Exceptional,1,0,wifi|food|bathroom|location|,0
245,Ireland,Double Room,3  ,November 2018,Couple, The rooms that are advertised are not the ones we got,7.9,Good,1,0,,0
246,Ireland,Double Room,3  ,November 2018,Couple, Plugs didn’t work great in the room,10.0,Exceptional,1,0,,0
247,United Kingdom,Twin Room,2  ,November 2018,Group," Nothing could have been improved. Hotel, staff & location were incredible.",10.0,Extremely impressed!,1,0,staff|location|,0
248,Latvia,Twin Room,1  ,October 2018,Couple, All is OK!,7.5,I like this hotel!,1,0,,1
249,Poland,Double Room,1  ,October 2018,Solo traveler, Interior design is a bit outdated.,10.0,As always a solid address in Wrocław.,1,0,,1
250,United Kingdom,Double Room,1  ,October 2018,Couple, Very disappointed with the hideous room design and the fact you cannot open the window to let some fresh air in. Ongoing work and scaffolding outside my window.,7.5,So last century design,1,0,temperature|location|,1
251,Serbia,Twin Room,1  ,October 2018,Group, you can' t open the windows is room,9.2,Wonderful,1,0,,0
252,United Kingdom,Single Room,1  ,October 2018,Solo traveler," Couldn't change TV information guide from Polish to English and therefore could not access wifi.
Breakfast buffet had cold non crispy bacon and therefore not as described on the place menu.",8.3,Value for money,1,0,tv|wifi|food|location|restaurant|,0
253,Ireland,Double Room,3  ,October 2018,Couple, nothing,9.6,lovely hotel near everything lovely view over the river with swans swimming,1,0,,1
254,United Kingdom,Twin Room,2  ,October 2018,Solo traveler, It's a tiny bit dated inside,9.2,Great hotel,1,0,,1
255,United Kingdom,Twin Room,3  ,October 2018,Couple, Nothing,8.3,Very Good,1,0,,1
256,Germany,Double Room,1  ,October 2018,Couple, If I have to name something - some details of the furniture and for example the water heater need renovation.,9.2,Wonderful,1,0,dirty|bathroom|,1
257,Poland,Twin Room,1  ,September 2018,Solo traveler, Rooms are quite small and already quite used,8.8,Good choice if to stay in Wroclaw,1,0,,1
258,United Kingdom,Double Room,1  ,August 2018,Family, A little dated and bathroom had some mould. Everything else was very good.,8.8,"Dated, but lovely hotel, good for families with young children",1,0,bathroom|,1
259,Switzerland,Single Room,3  ,August 2018,Solo traveler," The wifi could have been better, but Wroclaw offers a nice city and especially the region around the river and the university invite for more than staying in the room surfing the web... ;-)",9.2,"Great place for a business travel, would chose this place again if I needed to come to Wroclaw again",1,0,wifi|location|,0
260,Switzerland,Twin Room,1  ,August 2018,Group," Very basic furniture in the room, no bathrobe (although there is a sauna) and no gym (although the hotel claims to be 4 stars).
First time in my life I saw a seal on the minibar :D Seriously? In the 4 star hotel?",7.5,Nice hotel in a great location!,1,0,fitness|,1
261,Switzerland,Double Room,3  ,August 2018,Couple, Old decor in the rooms.  Stale smell.,7.9,Good,1,0,comfort|,1
262,Austria,Twin Room,1  ,July 2018,Solo traveler," Spa is very small and contains a very small Sauna, few showers and a tiny relaxing room-no pool or other facilities. No bathrobes in room or spa, so you have to get there in normal clothes. Treatments are available, but don´t know how they are. Spa lady was very friendly and kind.",7.5,Good,1,0,fitness|bathroom|staff|,1
263,Australia,Twin Room,1  ,October 2020,Couple," Check in process at the reception was very slow with a long queue. 
Only after I complained the second person was provided. Parking costs 60 zloty per day.",7.0,Reception staff need to improve their efficiency,1,0,staff|parking|,0
264,Belgium,Double Room Plus River View,3  ,September 2020,Couple," They should take care of little things when you ask. Sink leaking, safe not working, door hanging and not locking. After the wifi pass didn't work, I didn't bother anymore going to reception and just used tethering.",7.0,Solid stay,1,0,wifi|staff|,1
265,Poland,Twin Room,1  ,August 2020,Couple," For this price I would expect breakfast, which was extra paid (as well as parking for guests)",7.0,Great location,1,0,price|food|parking|,0
266,Sweden,Double Room,1  ,July 2020,Couple, This hotel boasts with 4 **** Stars..... Nothing cools be more untrue !  Theselius stars were provanalys ratens in the 1990-ies . Lobby and restaurant looked nice and modern and the hotel is located next to the river.  Our room was duett! Spiderweb Haninge from the bedlamps. The minibar was broken and it was full of water and mould. Horrible Actually! All furniture were dates and worn out. The beds passet their prime decades ago. The toiletseat was loose and there were cracks in the mirror. We checken out one day earlier than planned .  This hotel did certainly not live up to the four star rating !,1.0,Never again,1,0,restaurant|comfort|location|dirty|bathroom|bed|,1
267,Netherlands,Double Room,3  ,January 2020,Couple," Cleaning room was ridiculous. We encountered dirty glasses, dirty cups, cleaning cloth lying on the floor..., Etc. 
Children were running back and forth down the corridor and dogs were barking starting from 8am :(",6.7,Pleasant,1,0,dirty|,1
268,United Kingdom,Single Room,2  ,December 2019,Solo traveler, Presentation of the rooms was a little bit basic.,6.0,Okay.,1,0,,1
269,Ireland,Twin Room,4  ,December 2019,Group," I booked a twin room, got to our room and there was a double bed. A lady came in to dress a bed couch for us. We asked to be given another room as we paid for two beds. We’re were then brought to another room with two single beds which were basically on top of each other (a double bed that they separated). Room heating wasn’t working for one night.
Very disappointing",5.0,Disappointing,1,0,bed|comfort|price|temperature|,1
270,Australia,Twin Room,2  ,September 2019,Solo traveler, Very uncomfortable bed. Foam mattress. Room bar sealed.,6.2,Pleasant,1,0,bed|drink|restaurant|,1
271,Czech Republic,Double Room,1  ,July 2019,Family, the bed was a bit uncomfortable,7.1,Good,1,0,bed|,1
272,Poland,Twin Room,1  ,June 2019,Solo traveler," Cleanieness, smell within the room. General feeling like in 70s/80s.",4.6,Disappointing,1,0,,1
273,Poland,Twin Room,1  ,April 2019,Group, Almost everything 😭,2.5,Very Poor,1,0,,1
274,United Kingdom,Superior Double Room,3  ,March 2019,Couple," Basic breakfast, tired decor, non-opening windows",4.2,"badly overpriced, very average service",1,0,food|comfort|,1
275,United States of America,Single Room,1  ,April 2019,Solo traveler, There were no hygiene products available in the bathroom or wash cloths.  There was no airport shuttle available like the website claimed.,6.7,Pleasant,1,0,dirty|bathroom|location|,1
276,Poland,Single Room,1  ,March 2019,Solo traveler, Hotel is currently under renovation.,5.4,Good but nothing special expect the view on the river.,1,0,,1
277,Poland,Superior Double Room,1  ,February 2019,Couple, Too expensive for a hotel in Poland. For 495 pln by night the standard of the hotel should be higher and they charged different price from that one in booking.com,6.7,Good location but overpriced,1,0,price|,0
278,Australia,Twin Room,2  ,October 2018,Couple," The service lacked, staff were unfriendly, the hotel was extremely out dated. In fact I was shocked when we saw our room, something out of the 70's with a horrible view. Very disappointing experience...",4.2,High Priced outdated hotel,1,0,staff|location|,1
