,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
289,Guernsey,Standard Double or Twin Room,3,December 2019,Couple," Good location, helpful staff, clean and comfortable",9.6,Exceptional,1,dirty,1
290,Guernsey,Standard Double or Twin Room,3,December 2019,Couple," Good location, helpful staff, clean and comfortable",9.6,Exceptional,1,comfort,1
291,United Kingdom,Standard Double or Twin Room,2,December 2019,Family," Location
Staff
Breakfast",9.2,Wonderful,1,location,1
292,United Kingdom,Standard Double or Twin Room,2,December 2019,Family," Location
Staff
Breakfast",9.2,Wonderful,1,staff,1
293,United Kingdom,Standard Double or Twin Room,2,December 2019,Family," Location
Staff
Breakfast",9.2,Wonderful,1,food/drink,1
294,United Kingdom,Premium Triple Room,1,December 2019,Family, Central location to everything you would want to do,9.2,24hr stopover,1,location,1
295,United Kingdom,Standard Double or Twin Room,3,December 2019,Group," Breakfast choice was very good
Location excellent",7.0,Enjoyable stay with great friends,1,food/drink,1
296,United Kingdom,Standard Double or Twin Room,3,December 2019,Group," Breakfast choice was very good
Location excellent",7.0,Enjoyable stay with great friends,1,location,1
297,Belgium,Standard Double or Twin Room,3,December 2019,Couple," Right next to the metro station ""Warren Street"". Also next to Paul where can eat great breakfast",7.0,Good,1,food/drink,1
298,Turkey,Standard Double or Twin Room,4,December 2019,Family, Room was clean .,7.9,Good,1,dirty,1
299,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple," The staff made it special by leaving a birthday treat for my boyfriend, lovely room, lovely hotel and location. Will be staying again.",9.6,Exceptional,1,staff,0
300,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple," The staff made it special by leaving a birthday treat for my boyfriend, lovely room, lovely hotel and location. Will be staying again.",9.6,Exceptional,1,location,0
301,United Kingdom,Standard Double or Twin Room,1,December 2019,Solo traveler, comfortable room and nice atmosphere in the hotel. excellent location,8.0,Very Good,1,comfort,1
302,United Kingdom,Standard Double or Twin Room,1,December 2019,Solo traveler, comfortable room and nice atmosphere in the hotel. excellent location,8.0,Very Good,1,location,1
303,Belgium,Standard Double or Twin Room,1,December 2019,Solo traveler, good bar,7.0,Good,1,restaurant,1
304,United Kingdom,Superior Single Room,2,November 2019,Solo traveler, Lives up to the Radisson brand and in an excellent location,9.0,"Perfect stay for work or leisure - top marks on comfort, cleanliness, there's a gym too",1,location,1
305,Czech Republic,Superior Single Room,4,December 2019,Solo traveler," I picked the Raddison Blue Edwardian because it's location is close to 2 train stations.  I had to visit several company locations north of London and I did not want to risk driving on the other side of the road. I do not have a diplomatic passport to wiggle out in case I was not paying attention. Honestly, a combination of fast trains, Uber/Taxis was faster than staying up north and driving.",9.0,Relatively affordable hotel in London,1,location,0
306,Czech Republic,Superior Single Room,4,December 2019,Solo traveler," I picked the Raddison Blue Edwardian because it's location is close to 2 train stations.  I had to visit several company locations north of London and I did not want to risk driving on the other side of the road. I do not have a diplomatic passport to wiggle out in case I was not paying attention. Honestly, a combination of fast trains, Uber/Taxis was faster than staying up north and driving.",9.0,Relatively affordable hotel in London,1,parking,0
307,Czech Republic,Superior Single Room,4,December 2019,Solo traveler," I picked the Raddison Blue Edwardian because it's location is close to 2 train stations.  I had to visit several company locations north of London and I did not want to risk driving on the other side of the road. I do not have a diplomatic passport to wiggle out in case I was not paying attention. Honestly, a combination of fast trains, Uber/Taxis was faster than staying up north and driving.",9.0,Relatively affordable hotel in London,1,price,0
308,United Kingdom,Standard Double or Twin Room,1,December 2019,Family, Homemade orange preserve was divine. All the food was a high standard.  The deco and style thoughout the hotel was gorgeous. Very polite friendly staff. And an extremely comfy bed and pillows.,9.0,Fabulous place to stay in London very near to Euston station and easy location to get some sightseei,1,food/drink,1
309,United Kingdom,Standard Double or Twin Room,1,December 2019,Family, Homemade orange preserve was divine. All the food was a high standard.  The deco and style thoughout the hotel was gorgeous. Very polite friendly staff. And an extremely comfy bed and pillows.,9.0,Fabulous place to stay in London very near to Euston station and easy location to get some sightseei,1,comfort,1
310,United Kingdom,Standard Double or Twin Room,1,December 2019,Family, Homemade orange preserve was divine. All the food was a high standard.  The deco and style thoughout the hotel was gorgeous. Very polite friendly staff. And an extremely comfy bed and pillows.,9.0,Fabulous place to stay in London very near to Euston station and easy location to get some sightseei,1,staff,1
311,United Kingdom,Standard Double or Twin Room,1,December 2019,Family, Homemade orange preserve was divine. All the food was a high standard.  The deco and style thoughout the hotel was gorgeous. Very polite friendly staff. And an extremely comfy bed and pillows.,9.0,Fabulous place to stay in London very near to Euston station and easy location to get some sightseei,1,bed,1
312,United Kingdom,Superior Single Room,2,December 2019,Family, Helpful smiley staff .,9.0,Wonderful,1,staff,0
313,Thailand,Superior Single Room,6,December 2019,Group, Really like the location. Very near to Warren street station and there are many shops and restaurant around. Only a short walk to Oxford street as well.,9.0,Great hotel in the best location possible,1,location,1
314,Thailand,Superior Single Room,6,December 2019,Group, Really like the location. Very near to Warren street station and there are many shops and restaurant around. Only a short walk to Oxford street as well.,9.0,Great hotel in the best location possible,1,restaurant,1
315,Ireland,Standard Double or Twin Room,1,December 2019,Group, Comfortable bed,7.0,Good location and comfortable.,1,comfort,1
316,Ireland,Standard Double or Twin Room,1,December 2019,Group, Comfortable bed,7.0,Good location and comfortable.,1,bed,1
317,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple," Good quality bed and pillows
Staff extremely friendley",8.0,Good experience slightly overpriced,1,bed,0
318,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple," Good quality bed and pillows
Staff extremely friendley",8.0,Good experience slightly overpriced,1,staff,0
319,United Kingdom,Premium Room,1,December 2019,Group," Hotel is in a good location with Warren Street tube next door and Euston Square tube just around the corner. Easy to get to from Euston, Kings Cross, St Pancras and Victoria (using the tube). The standard rooms are very small, our Premier room was lovely. Hotel very clean.",7.1,Great location,1,location,1
320,United Kingdom,Premium Room,1,December 2019,Group," Hotel is in a good location with Warren Street tube next door and Euston Square tube just around the corner. Easy to get to from Euston, Kings Cross, St Pancras and Victoria (using the tube). The standard rooms are very small, our Premier room was lovely. Hotel very clean.",7.1,Great location,1,dirty,1
321,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple, The Reception Area and Staff where lovely.,7.5,Good,1,staff,1
322,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple, The Reception Area and Staff where lovely.,7.5,Good,1,location,1
323,Kuwait,Premium Room,4,November 2019,Family," Close to the subway station, coffe shops and a small grocery shop",7.9,Good,1,restaurant,1
324,United Kingdom,Standard Double or Twin Room,2,December 2019,Couple, Staff were superb as always and made up feel welcome and valued. Free bottle of prosecco in the room for our anniversary! Bit of confusion over included breakfast only being for one of us but dealt with efficiently and friendly,8.0,Another lovely stay,1,staff,1
325,United Kingdom,Standard Double or Twin Room,2,December 2019,Couple, Staff were superb as always and made up feel welcome and valued. Free bottle of prosecco in the room for our anniversary! Bit of confusion over included breakfast only being for one of us but dealt with efficiently and friendly,8.0,Another lovely stay,1,food/drink,1
326,China,Standard Double or Twin Room,3,December 2019,Family," Staff are really helpful and they are always ready to help, housekeeping is also good. Besides, the place is really convenient, you can take the subway anywhere in a relatively short time. Highly recommended",9.0,Wonderful,1,staff,1
327,China,Standard Double or Twin Room,3,December 2019,Family," Staff are really helpful and they are always ready to help, housekeeping is also good. Besides, the place is really convenient, you can take the subway anywhere in a relatively short time. Highly recommended",9.0,Wonderful,1,location,1
328,Netherlands,Standard Double or Twin Room,1,December 2019,Solo traveler, Room was quiet and well kept,7.1,Good,1,noisiness,1
329,United Kingdom,Standard Double or Twin Room,1,December 2019,Group, Staff were lovely and huge variety of facilities as clean everywhere. Breakfast was great variety of choice.,9.2,Great hotel and great location very clean,1,staff,1
330,United Kingdom,Standard Double or Twin Room,1,December 2019,Group, Staff were lovely and huge variety of facilities as clean everywhere. Breakfast was great variety of choice.,9.2,Great hotel and great location very clean,1,dirty,1
331,United Kingdom,Standard Double or Twin Room,1,December 2019,Group, Staff were lovely and huge variety of facilities as clean everywhere. Breakfast was great variety of choice.,9.2,Great hotel and great location very clean,1,food/drink,1
332,United Kingdom,Standard Double or Twin Room,1,December 2019,Couple," 1.  4 points: 
  a.  The staff were very good.",7.0,.......otherwise it did what I required.,1,staff,1
333,United Kingdom,Single Room,1,December 2019,Solo traveler," Polite staff, comfortable bed. I only stayed for one night and I had everything I needed. The Ren toiletries were very nice.",7.0,"Good hotel, at a very convenient location for a short stay in London.",1,staff,1
334,United Kingdom,Single Room,1,December 2019,Solo traveler," Polite staff, comfortable bed. I only stayed for one night and I had everything I needed. The Ren toiletries were very nice.",7.0,"Good hotel, at a very convenient location for a short stay in London.",1,comfort,1
335,United Kingdom,Single Room,1,December 2019,Solo traveler," Polite staff, comfortable bed. I only stayed for one night and I had everything I needed. The Ren toiletries were very nice.",7.0,"Good hotel, at a very convenient location for a short stay in London.",1,bed,1
336,Netherlands,Standard Double or Twin Room,4,December 2019,Solo traveler," Very nice hotel overall. Professional and nice staff,  central location for travelling too several locations in London, clean rooms. Just that extra effort by the staff.",8.0,Overall great stay...,1,staff,0
337,Netherlands,Standard Double or Twin Room,4,December 2019,Solo traveler," Very nice hotel overall. Professional and nice staff,  central location for travelling too several locations in London, clean rooms. Just that extra effort by the staff.",8.0,Overall great stay...,1,location,0
338,Netherlands,Standard Double or Twin Room,4,December 2019,Solo traveler," Very nice hotel overall. Professional and nice staff,  central location for travelling too several locations in London, clean rooms. Just that extra effort by the staff.",8.0,Overall great stay...,1,dirty,0
339,United Kingdom,Superior Single Room,1,November 2019,Solo traveler," Clean, comfy, lovely pillows. Excellent location!",9.2,Nice stay,1,dirty,0
340,United Kingdom,Superior Single Room,1,November 2019,Solo traveler," Clean, comfy, lovely pillows. Excellent location!",9.2,Nice stay,1,comfort,0
341,United Kingdom,Superior Single Room,1,November 2019,Solo traveler," Clean, comfy, lovely pillows. Excellent location!",9.2,Nice stay,1,bed,0
342,United Kingdom,Superior Single Room,1,November 2019,Solo traveler," Clean, comfy, lovely pillows. Excellent location!",9.2,Nice stay,1,location,0
343,Israel,Standard Double or Twin Room,2,November 2019,Couple, Perfectly located near tube station. All and all very nice hotel.,8.8,Excellent,1,location,1
344,Croatia,Standard Double or Twin Room,2,November 2019,Couple, I loved the bed: very comfy!,8.0,Very Good,1,bed,1
345,Croatia,Standard Double or Twin Room,2,November 2019,Couple, I loved the bed: very comfy!,8.0,Very Good,1,comfort,1
346,Bahrain,Superior Single Room,4,November 2019,Solo traveler," The location is perfect, a minute from a very central metro station, one stop from Oxford Circus. Just down the Hotel a lot of restaurants and coffee shops (Starbucks, Pret, Mac...)
The WiFi is excellent and Fast.
The room is very clean, tidy and very well equipped.",8.8,Best location I ever stayed in London,1,location,1
347,Bahrain,Superior Single Room,4,November 2019,Solo traveler," The location is perfect, a minute from a very central metro station, one stop from Oxford Circus. Just down the Hotel a lot of restaurants and coffee shops (Starbucks, Pret, Mac...)
The WiFi is excellent and Fast.
The room is very clean, tidy and very well equipped.",8.8,Best location I ever stayed in London,1,restaurant,1
348,Bahrain,Superior Single Room,4,November 2019,Solo traveler," The location is perfect, a minute from a very central metro station, one stop from Oxford Circus. Just down the Hotel a lot of restaurants and coffee shops (Starbucks, Pret, Mac...)
The WiFi is excellent and Fast.
The room is very clean, tidy and very well equipped.",8.8,Best location I ever stayed in London,1,food/drink,1
349,Bahrain,Superior Single Room,4,November 2019,Solo traveler," The location is perfect, a minute from a very central metro station, one stop from Oxford Circus. Just down the Hotel a lot of restaurants and coffee shops (Starbucks, Pret, Mac...)
The WiFi is excellent and Fast.
The room is very clean, tidy and very well equipped.",8.8,Best location I ever stayed in London,1,internet,1
350,Bahrain,Superior Single Room,4,November 2019,Solo traveler," The location is perfect, a minute from a very central metro station, one stop from Oxford Circus. Just down the Hotel a lot of restaurants and coffee shops (Starbucks, Pret, Mac...)
The WiFi is excellent and Fast.
The room is very clean, tidy and very well equipped.",8.8,Best location I ever stayed in London,1,dirty,1
351,United Kingdom,Superior Single Room,2,November 2019,Couple," The staff were very friendly, hotel nicely decorated. Breakfast was excellent.",8.0,We had a great time.,1,staff,1
352,United Kingdom,Superior Single Room,2,November 2019,Couple," The staff were very friendly, hotel nicely decorated. Breakfast was excellent.",8.0,We had a great time.,1,food/drink,1
353,United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,staff,1
354,United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,food/drink,1
355,United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,comfort,1
356,United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,dirty,1
357,United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,tv,1
358,United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,location,1
359,United Kingdom,Single Room,3,November 2019,Solo traveler, Bed and decor. It was clean and hotel had an efficient air.,8.0,Nice atomosphere,1,bed,0
360,United Kingdom,Single Room,3,November 2019,Solo traveler, Bed and decor. It was clean and hotel had an efficient air.,8.0,Nice atomosphere,1,comfort,0
361,United Kingdom,Single Room,3,November 2019,Solo traveler, Bed and decor. It was clean and hotel had an efficient air.,8.0,Nice atomosphere,1,dirty,0
362,United Kingdom,Single Room,3,November 2019,Solo traveler, Bed and decor. It was clean and hotel had an efficient air.,8.0,Nice atomosphere,1,temperature,0
363,United Kingdom,Single Room,1,November 2019,Solo traveler, Every need catered for; including the discreet little sensor-activated floor light by the bathroom door!,9.0,"Great location, very comfortable and every need catered for.",1,bathroom,0
364,United Kingdom,Premium Room,2,November 2019,Couple, Excellent breakfast,9.2,Good location right next to Warren St. underground,1,food/drink,1
365,United Kingdom,Standard Double or Twin Room,1,November 2019,Group," Clean, friendly staff and great location",9.2,Wonderful,1,dirty,1
366,United Kingdom,Standard Double or Twin Room,1,November 2019,Group," Clean, friendly staff and great location",9.2,Wonderful,1,staff,1
367,United Kingdom,Standard Double or Twin Room,1,November 2019,Group," Clean, friendly staff and great location",9.2,Wonderful,1,location,1
368,United Kingdom,Standard Double or Twin Room,1,October 2019,Couple, Breakfast was good and due to problems with booking in was included free of charge.,7.0,"Hotel was good but compared to other London hotels that we've stayed with, this was very over priced",1,food/drink,1
369,Ireland,Standard Double or Twin Room,1,November 2019,Solo traveler, Very comfortable bed and pillows,9.6,Exceptional,1,comfort,1
370,Ireland,Standard Double or Twin Room,1,November 2019,Solo traveler, Very comfortable bed and pillows,9.6,Exceptional,1,bed,1
371,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,price,1
372,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,food/drink,1
373,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,dirty,1
374,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,comfort,1
375,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,noisiness,1
376,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,bathroom,1
377,Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,location,1
378,United Kingdom,Junior Suite,7,November 2019,Couple, Location is great with close access to two tube stations.,8.0,"Great location, great service.  Home away from home.",1,location,1
379,United Kingdom,Standard Double or Twin Room,2,November 2019,Group, The breakfast was lovely with plenty to select from. The hotel is in a good location where you can walk to all the attractions but a underground train is minutes away.,7.0,A lovely weekend.,1,food/drink,1
380,United Kingdom,Standard Double or Twin Room,2,November 2019,Group, The breakfast was lovely with plenty to select from. The hotel is in a good location where you can walk to all the attractions but a underground train is minutes away.,7.0,A lovely weekend.,1,location,1
381,Switzerland,Standard Double or Twin Room,2,November 2019,Solo traveler, Location and staff excellent,8.3,Room was a little tired and could go with refurbishment,1,location,1
382,Switzerland,Standard Double or Twin Room,2,November 2019,Solo traveler, Location and staff excellent,8.3,Room was a little tired and could go with refurbishment,1,staff,1
383,United Kingdom,Standard Double or Twin Room,1,November 2019,Family," Didn't have breakfast, room was pleasant, shower good, check in staff friendly and helpful, cost £246 slightly expensive as felt £200 would be more appropriate.",9.0,"Overall good, air conditioning only issue as it was poort.",1,food/drink,1
384,United Kingdom,Standard Double or Twin Room,1,November 2019,Family," Didn't have breakfast, room was pleasant, shower good, check in staff friendly and helpful, cost £246 slightly expensive as felt £200 would be more appropriate.",9.0,"Overall good, air conditioning only issue as it was poort.",1,noisiness,1
385,United Kingdom,Standard Double or Twin Room,1,November 2019,Family," Didn't have breakfast, room was pleasant, shower good, check in staff friendly and helpful, cost £246 slightly expensive as felt £200 would be more appropriate.",9.0,"Overall good, air conditioning only issue as it was poort.",1,bathroom,1
386,United Kingdom,Standard Double or Twin Room,1,November 2019,Family," Didn't have breakfast, room was pleasant, shower good, check in staff friendly and helpful, cost £246 slightly expensive as felt £200 would be more appropriate.",9.0,"Overall good, air conditioning only issue as it was poort.",1,staff,1
387,United Kingdom,Standard Double or Twin Room,1,November 2019,Family," Didn't have breakfast, room was pleasant, shower good, check in staff friendly and helpful, cost £246 slightly expensive as felt £200 would be more appropriate.",9.0,"Overall good, air conditioning only issue as it was poort.",1,price,1
388,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,location,1
389,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,noisiness,1
390,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,comfort,1
391,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,dirty,1
392,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,food/drink,1
393,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,staff,1
394,United Kingdom,Single Room,1,November 2019,Solo traveler," Staff were very accommodating, breakfast was good and it was perfect for my one night stay.",8.8,Excellent,1,staff,1
395,United Kingdom,Single Room,1,November 2019,Solo traveler," Staff were very accommodating, breakfast was good and it was perfect for my one night stay.",8.8,Excellent,1,food/drink,1
396,Sweden,Standard Double or Twin Room,1,November 2019,Group," Perfect area, with walking distance to many of our activities, musicals, shopping, Camden market, Soho and so on. The rooms was clean and nice decorated. Bed was super comfy:)",9.2,Perfect area,1,location,1
397,Sweden,Standard Double or Twin Room,1,November 2019,Group," Perfect area, with walking distance to many of our activities, musicals, shopping, Camden market, Soho and so on. The rooms was clean and nice decorated. Bed was super comfy:)",9.2,Perfect area,1,dirty,1
398,Sweden,Standard Double or Twin Room,1,November 2019,Group," Perfect area, with walking distance to many of our activities, musicals, shopping, Camden market, Soho and so on. The rooms was clean and nice decorated. Bed was super comfy:)",9.2,Perfect area,1,bed,1
399,Sweden,Standard Double or Twin Room,1,November 2019,Group," Perfect area, with walking distance to many of our activities, musicals, shopping, Camden market, Soho and so on. The rooms was clean and nice decorated. Bed was super comfy:)",9.2,Perfect area,1,comfort,1
400,United Kingdom,Standard Double or Twin Room,3,November 2019,Solo traveler, The staff were brilliant,7.5,Good,1,staff,0
401,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Plenty of choice at breakfast. Tasty a la carte extras. Pleasant and helpful staff at breakfast-Very busy and efficient. 
Front of house staff lovely .
Easy check in, room allocation and bill paid online.
Nice quiet room in the back annex",9.0,"A lovely hotel, handy for centre of London",1,food/drink,1
402,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Plenty of choice at breakfast. Tasty a la carte extras. Pleasant and helpful staff at breakfast-Very busy and efficient. 
Front of house staff lovely .
Easy check in, room allocation and bill paid online.
Nice quiet room in the back annex",9.0,"A lovely hotel, handy for centre of London",1,noisiness,1
403,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Plenty of choice at breakfast. Tasty a la carte extras. Pleasant and helpful staff at breakfast-Very busy and efficient. 
Front of house staff lovely .
Easy check in, room allocation and bill paid online.
Nice quiet room in the back annex",9.0,"A lovely hotel, handy for centre of London",1,staff,1
404,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Plenty of choice at breakfast. Tasty a la carte extras. Pleasant and helpful staff at breakfast-Very busy and efficient. 
Front of house staff lovely .
Easy check in, room allocation and bill paid online.
Nice quiet room in the back annex",9.0,"A lovely hotel, handy for centre of London",1,price,1
405,United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Plenty of choice at breakfast. Tasty a la carte extras. Pleasant and helpful staff at breakfast-Very busy and efficient. 
Front of house staff lovely .
Easy check in, room allocation and bill paid online.
Nice quiet room in the back annex",9.0,"A lovely hotel, handy for centre of London",1,internet,1
406,United Kingdom,Single Room,1,November 2019,Solo traveler," Friendly staff, excellent breakfast, location, nice building in good condition.",8.8,Excellent,1,staff,1
407,United Kingdom,Single Room,1,November 2019,Solo traveler," Friendly staff, excellent breakfast, location, nice building in good condition.",8.8,Excellent,1,food/drink,1
408,United Kingdom,Single Room,1,November 2019,Solo traveler," Friendly staff, excellent breakfast, location, nice building in good condition.",8.8,Excellent,1,location,1
409,United Kingdom,Single Room,2,November 2019,Solo traveler, Good location for the venue I was attending (Westminster University).  Also the north London rail stations such as Euston.  Oxford street and the like are within walking distance.  WiFi and such like fine.  I noticed one electrical socket on the desk was continental type which is a nice touch for visitors from Europe.  USB connections also. Small room which was all I needed but very clean.  Breakfast buffet style but good selection.,8.0,Comfortable and convenient.  Price competitive given that breakfast was included,1,location,1
410,United Kingdom,Single Room,2,November 2019,Solo traveler, Good location for the venue I was attending (Westminster University).  Also the north London rail stations such as Euston.  Oxford street and the like are within walking distance.  WiFi and such like fine.  I noticed one electrical socket on the desk was continental type which is a nice touch for visitors from Europe.  USB connections also. Small room which was all I needed but very clean.  Breakfast buffet style but good selection.,8.0,Comfortable and convenient.  Price competitive given that breakfast was included,1,internet,1
411,United Kingdom,Single Room,2,November 2019,Solo traveler, Good location for the venue I was attending (Westminster University).  Also the north London rail stations such as Euston.  Oxford street and the like are within walking distance.  WiFi and such like fine.  I noticed one electrical socket on the desk was continental type which is a nice touch for visitors from Europe.  USB connections also. Small room which was all I needed but very clean.  Breakfast buffet style but good selection.,8.0,Comfortable and convenient.  Price competitive given that breakfast was included,1,dirty,1
412,United Kingdom,Single Room,2,November 2019,Solo traveler, Good location for the venue I was attending (Westminster University).  Also the north London rail stations such as Euston.  Oxford street and the like are within walking distance.  WiFi and such like fine.  I noticed one electrical socket on the desk was continental type which is a nice touch for visitors from Europe.  USB connections also. Small room which was all I needed but very clean.  Breakfast buffet style but good selection.,8.0,Comfortable and convenient.  Price competitive given that breakfast was included,1,food/drink,1
413,United Kingdom,Single Room,2,November 2019,Solo traveler, Good location for the venue I was attending (Westminster University).  Also the north London rail stations such as Euston.  Oxford street and the like are within walking distance.  WiFi and such like fine.  I noticed one electrical socket on the desk was continental type which is a nice touch for visitors from Europe.  USB connections also. Small room which was all I needed but very clean.  Breakfast buffet style but good selection.,8.0,Comfortable and convenient.  Price competitive given that breakfast was included,1,comfort,1
414,United Kingdom,Single Room,2,November 2019,Solo traveler," Great location, good facilities, helpful staff",9.6,Perfect central location,1,location,1
415,United Kingdom,Single Room,2,November 2019,Solo traveler," Great location, good facilities, helpful staff",9.6,Perfect central location,1,staff,1
416,United Kingdom,Standard Double or Twin Room,1,November 2019,Group, Good location to where we needed to be!,7.5,Good,1,location,1
417,Thailand,Standard Double or Twin Room,1,October 2019,Family, Good service mind staffs,7.9,Good,1,staff,1
